vv_gene,Ensembl_gene
LOC127072245,ENSVVLG00005011169
LOC127072247,ENSVVLG00005011126
LOC127072248,ENSVVLG00005010401
LOC127072249,ENSVVLG00005005692
LOC127072252,ENSVVLG00005012460
LOC127072253,ENSVVLG00005011880
LOC127072256,ENSVVLG00005011029
LOC127072258,ENSVVLG00005015467
LOC127072260,ENSVVLG00005011373
LOC127072261,ENSVVLG00005011906
LOC127072262,ENSVVLG00005011658
LOC127072265,ENSVVLG00005012405
LOC127072266,ENSVVLG00005012133
LOC127072267,ENSVVLG00005010793
LOC127072268,ENSVVLG00005010914
LOC127072269,ENSVVLG00005011280
LOC127072270,ENSVVLG00005009572
LOC127072271,ENSVVLG00005009563
LOC127072272,ENSVVLG00005009566
LOC127072273,ENSVVLG00005009565
LOC127072274,ENSVVLG00005009558
LOC127072275,ENSVVLG00005009556
LOC127072276,ENSVVLG00005009554
LOC127072277,ENSVVLG00005009557
LOC127072284,ENSVVLG00005014364
LOC127072299,ENSVVLG00005014278
LOC127072303,ENSVVLG00005014323
LOC127072304,ENSVVLG00005014339
LOC127072306,ENSVVLG00005014196
LOC127072307,ENSVVLG00005014380
LOC127072309,ENSVVLG00005014161
LOC127072311,ENSVVLG00005014431
LOC127072317,ENSVVLG00005014187
LOC127072318,ENSVVLG00005014455
LOC127072320,ENSVVLG00005014420
LOC127072321,ENSVVLG00005014165
LOC127072325,ENSVVLG00005014235
LOC127072326,ENSVVLG00005014180
LOC127072327,ENSVVLG00005014413
LOC127072330,ENSVVLG00005014272
LOC127072331,ENSVVLG00005014384
LOC127072332,ENSVVLG00005014269
LOC127072335,ENSVVLG00005014406
LOC127072336,ENSVVLG00005014133
LOC127072337,ENSVVLG00005014407
LOC127072339,ENSVVLG00005014356
LOC127072340,ENSVVLG00005014314
LOC127072342,ENSVVLG00005007088
LOC127072343,ENSVVLG00005014385
LOC127072344,ENSVVLG00005014346
LOC127072346,ENSVVLG00005014381
LOC127072347,ENSVVLG00005014353
LOC127072348,ENSVVLG00005014350
LOC127072349,ENSVVLG00005014311
LOC127072350,ENSVVLG00005014361
LOC127072351,ENSVVLG00005014217
LOC127072354,ENSVVLG00005014276
LOC127072355,ENSVVLG00005014399
LOC127072356,ENSVVLG00005014462
LOC127072357,ENSVVLG00005007060
LOC127072359,ENSVVLG00005014315
LOC127072361,ENSVVLG00005014419
LOC127072362,ENSVVLG00005014335
LOC127072364,ENSVVLG00005014398
LOC127072365,ENSVVLG00005014439
LOC127072366,ENSVVLG00005014452
LOC127072367,ENSVVLG00005014377
LOC127072368,ENSVVLG00005014437
LOC127072371,ENSVVLG00005014376
LOC127072372,ENSVVLG00005014322
LOC127072373,ENSVVLG00005014373
LOC127072374,ENSVVLG00005014207
LOC127072376,ENSVVLG00005014213
LOC127072378,ENSVVLG00005014262
LOC127072389,ENSVVLG00005014341
LOC127072391,ENSVVLG00005014259
LOC127072392,ENSVVLG00005014395
LOC127072394,ENSVVLG00005014264
LOC127072395,ENSVVLG00005014445
LOC127072396,ENSVVLG00005003159
LOC127072397,ENSVVLG00005014336
LOC127072399,ENSVVLG00005014342
LOC127072400,ENSVVLG00005014277
LOC127072401,ENSVVLG00005014433
LOC127072402,ENSVVLG00005014354
LOC127072403,ENSVVLG00005002355
LOC127072404,ENSVVLG00005014415
LOC127072405,ENSVVLG00005014349
LOC127072406,ENSVVLG00005014300
LOC127072407,ENSVVLG00005014239
LOC127072411,ENSVVLG00005014421
LOC127072413,ENSVVLG00005014332
LOC127072414,ENSVVLG00005014410
LOC127072416,ENSVVLG00005014454
LOC127072418,ENSVVLG00005014141
LOC127072419,ENSVVLG00005014251
LOC127072422,ENSVVLG00005001242
LOC127072428,ENSVVLG00005014118
LOC127072429,ENSVVLG00005014449
LOC127072430,ENSVVLG00005014223
LOC127072431,ENSVVLG00005014396
LOC127072433,ENSVVLG00005014295
LOC127072434,ENSVVLG00005014391
LOC127072435,ENSVVLG00005014426
LOC127072436,ENSVVLG00005014253
LOC127072439,ENSVVLG00005002083
LOC127072443,ENSVVLG00005014261
LOC127072444,ENSVVLG00005014229
LOC127072453,ENSVVLG00005001824
LOC127072454,ENSVVLG00005014457
LOC127072459,ENSVVLG00005014340
LOC127072460,ENSVVLG00005014456
LOC127072461,ENSVVLG00005014402
LOC127072467,ENSVVLG00005004640
LOC127072469,ENSVVLG00005014122
LOC127072470,ENSVVLG00005014125
LOC127072471,ENSVVLG00005014126
LOC127072472,ENSVVLG00005014123
LOC127072474,ENSVVLG00005014605
LOC127072475,ENSVVLG00005014584
LOC127072476,ENSVVLG00005000753
LOC127072482,ENSVVLG00005007130
LOC127072484,ENSVVLG00005014588
LOC127072485,ENSVVLG00005014586
LOC127072492,ENSVVLG00005014624
LOC127072495,ENSVVLG00005006989
LOC127072500,ENSVVLG00005003631
LOC127072510,ENSVVLG00005001915
LOC127072515,ENSVVLG00005014600
LOC127072516,ENSVVLG00005014583
LOC127072518,ENSVVLG00005004414
LOC127072519,ENSVVLG00005007815
LOC127072520,ENSVVLG00005015272
LOC127072521,ENSVVLG00005003943
LOC127072522,ENSVVLG00005005006
LOC127072523,ENSVVLG00005015912
LOC127072524,ENSVVLG00005004234
LOC127072525,ENSVVLG00005000661
LOC127072526,ENSVVLG00005014817
LOC127072527,ENSVVLG00005015052
LOC127072528,ENSVVLG00005015630
LOC127072529,ENSVVLG00005002983
LOC127072530,ENSVVLG00005001710
LOC127072531,ENSVVLG00005000427
LOC127072532,ENSVVLG00005001965
LOC127072533,ENSVVLG00005007308
LOC127072534,ENSVVLG00005015555
LOC127072535,ENSVVLG00005000181
LOC127072536,ENSVVLG00005016062
LOC127072537,ENSVVLG00005015549
LOC127072538,ENSVVLG00005003215
LOC127072539,ENSVVLG00005000169
LOC127072540,ENSVVLG00005003229
LOC127072541,ENSVVLG00005000135
LOC127072543,ENSVVLG00005000821
LOC127072544,ENSVVLG00005015517
LOC127072545,ENSVVLG00005015040
LOC127072546,ENSVVLG00005002888
LOC127072547,ENSVVLG00005006083
LOC127072550,ENSVVLG00005001343
LOC127072551,ENSVVLG00005004267
LOC127072553,ENSVVLG00005006847
LOC127072554,ENSVVLG00005001864
LOC127072555,ENSVVLG00005005852
LOC127072556,ENSVVLG00005006775
LOC127072557,ENSVVLG00005003315
LOC127072558,ENSVVLG00005006339
LOC127072559,ENSVVLG00005005036
LOC127072560,ENSVVLG00005005778
LOC127072563,ENSVVLG00005004887
LOC127072565,ENSVVLG00005002830
LOC127072566,ENSVVLG00005006777
LOC127072567,ENSVVLG00005003023
LOC127072568,ENSVVLG00005003908
LOC127072569,ENSVVLG00005002751
LOC127072570,ENSVVLG00005005499
LOC127072571,ENSVVLG00005003021
LOC127072572,ENSVVLG00005005341
LOC127072573,ENSVVLG00005006218
LOC127072574,ENSVVLG00005001757
LOC127072576,ENSVVLG00005006570
LOC127072578,ENSVVLG00005005693
LOC127072579,ENSVVLG00005000927
LOC127072580,ENSVVLG00005002342
LOC127072581,ENSVVLG00005001893
LOC127072586,ENSVVLG00005000010
LOC127072587,ENSVVLG00005015749
LOC127072589,ENSVVLG00005003992
LOC127072590,ENSVVLG00005003403
LOC127072592,ENSVVLG00005003012
LOC127072593,ENSVVLG00005002206
LOC127072595,ENSVVLG00005001780
LOC127072596,ENSVVLG00005015663
LOC127072597,ENSVVLG00005015821
LOC127072599,ENSVVLG00005000233
LOC127072601,ENSVVLG00005002174
LOC127072602,ENSVVLG00005002005
LOC127072604,ENSVVLG00005003655
LOC127072605,ENSVVLG00005014836
LOC127072606,ENSVVLG00005015802
LOC127072608,ENSVVLG00005014959
LOC127072609,ENSVVLG00005003335
LOC127072612,ENSVVLG00005016392
LOC127072613,ENSVVLG00005015258
LOC127072614,ENSVVLG00005015230
LOC127072615,ENSVVLG00005002030
LOC127072616,ENSVVLG00005000263
LOC127072617,ENSVVLG00005016038
LOC127072618,ENSVVLG00005002511
LOC127072619,ENSVVLG00005002464
LOC127072620,ENSVVLG00005015964
LOC127072621,ENSVVLG00005003859
LOC127072622,ENSVVLG00005002181
LOC127072623,ENSVVLG00005015608
LOC127072624,ENSVVLG00005002537
LOC127072625,ENSVVLG00005016094
LOC127072626,ENSVVLG00005015601
LOC127072627,ENSVVLG00005016237
LOC127072633,ENSVVLG00005002037
LOC127072634,ENSVVLG00005003000
LOC127072635,ENSVVLG00005003430
LOC127072636,ENSVVLG00005015304
LOC127072637,ENSVVLG00005000822
LOC127072638,ENSVVLG00005006607
LOC127072639,ENSVVLG00005001125
LOC127072640,ENSVVLG00005006558
LOC127072650,ENSVVLG00005015307
LOC127072652,ENSVVLG00005001198
LOC127072653,ENSVVLG00005000379
LOC127072654,ENSVVLG00005005719
LOC127072656,ENSVVLG00005005503
LOC127072658,ENSVVLG00005006186
LOC127072660,ENSVVLG00005003956
LOC127072661,ENSVVLG00005006582
LOC127072662,ENSVVLG00005006509
LOC127072663,ENSVVLG00005001903
LOC127072664,ENSVVLG00005005509
LOC127072665,ENSVVLG00005000900
LOC127072666,ENSVVLG00005007047
LOC127072668,ENSVVLG00005000413
LOC127072670,ENSVVLG00005006202
LOC127072671,ENSVVLG00005004314
LOC127072673,ENSVVLG00005001913
LOC127072674,ENSVVLG00005002458
LOC127072675,ENSVVLG00005005816
LOC127072676,ENSVVLG00005006092
LOC127072677,ENSVVLG00005001231
LOC127072680,ENSVVLG00005002167
LOC127072681,ENSVVLG00005001221
LOC127072682,ENSVVLG00005000787
LOC127072683,ENSVVLG00005006070
LOC127072684,ENSVVLG00005001179
LOC127072686,ENSVVLG00005006263
LOC127072687,ENSVVLG00005001162
LOC127072688,ENSVVLG00005005768
LOC127072689,ENSVVLG00005002432
LOC127072691,ENSVVLG00005005257
LOC127072692,ENSVVLG00005004762
LOC127072693,ENSVVLG00005007180
LOC127072694,ENSVVLG00005005660
LOC127072695,ENSVVLG00005002040
LOC127072696,ENSVVLG00005007160
LOC127072697,ENSVVLG00005003080
LOC127072698,ENSVVLG00005005640
LOC127072699,ENSVVLG00005003372
LOC127072700,ENSVVLG00005004013
LOC127072701,ENSVVLG00005002711
LOC127072702,ENSVVLG00005004084
LOC127072704,ENSVVLG00005006728
LOC127072705,ENSVVLG00005005204
LOC127072706,ENSVVLG00005001918
LOC127072707,ENSVVLG00005002380
LOC127072708,ENSVVLG00005007020
LOC127072709,ENSVVLG00005002576
LOC127072710,ENSVVLG00005001246
LOC127072711,ENSVVLG00005006946
LOC127072712,ENSVVLG00005007329
LOC127072713,ENSVVLG00005003453
LOC127072714,ENSVVLG00005007107
LOC127072715,ENSVVLG00005001937
LOC127072717,ENSVVLG00005003068
LOC127072718,ENSVVLG00005003856
LOC127072719,ENSVVLG00005003569
LOC127072720,ENSVVLG00005000802
LOC127072721,ENSVVLG00005006693
LOC127072722,ENSVVLG00005005566
LOC127072723,ENSVVLG00005001030
LOC127072724,ENSVVLG00005005559
LOC127072730,ENSVVLG00005015698
LOC127072731,ENSVVLG00005000474
LOC127072733,ENSVVLG00005016253
LOC127072734,ENSVVLG00005000990
LOC127072735,ENSVVLG00005002607
LOC127072736,ENSVVLG00005003109
LOC127072737,ENSVVLG00005000351
LOC127072738,ENSVVLG00005015850
LOC127072739,ENSVVLG00005000073
LOC127072740,ENSVVLG00005014634
LOC127072741,ENSVVLG00005000623
LOC127072742,ENSVVLG00005001873
LOC127072743,ENSVVLG00005002742
LOC127072744,ENSVVLG00005016000
LOC127072745,ENSVVLG00005016070
LOC127072746,ENSVVLG00005000947
LOC127072747,ENSVVLG00005000442
LOC127072748,ENSVVLG00005016242
LOC127072749,ENSVVLG00005002697
LOC127072751,ENSVVLG00005014936
LOC127072752,ENSVVLG00005016149
LOC127072753,ENSVVLG00005000504
LOC127072754,ENSVVLG00005004603
LOC127072759,ENSVVLG00005000626
LOC127072760,ENSVVLG00005004378
LOC127072761,ENSVVLG00005000877
LOC127072764,ENSVVLG00005004026
LOC127072765,ENSVVLG00005000304
LOC127072766,ENSVVLG00005002198
LOC127072767,ENSVVLG00005015255
LOC127072770,ENSVVLG00005015755
LOC127072772,ENSVVLG00005001265
LOC127072773,ENSVVLG00005016008
LOC127072774,ENSVVLG00005000566
LOC127072775,ENSVVLG00005014761
LOC127072776,ENSVVLG00005014777
LOC127072777,ENSVVLG00005000550
LOC127072778,ENSVVLG00005002378
LOC127072779,ENSVVLG00005000678
LOC127072780,ENSVVLG00005003094
LOC127072781,ENSVVLG00005004843
LOC127072782,ENSVVLG00005001028
LOC127072783,ENSVVLG00005002265
LOC127072784,ENSVVLG00005016369
LOC127072785,ENSVVLG00005003353
LOC127072786,ENSVVLG00005003342
LOC127072788,ENSVVLG00005016309
LOC127072789,ENSVVLG00005000408
LOC127072791,ENSVVLG00005000731
LOC127072793,ENSVVLG00005015358
LOC127072794,ENSVVLG00005003450
LOC127072795,ENSVVLG00005002250
LOC127072798,ENSVVLG00005016304
LOC127072799,ENSVVLG00005000206
LOC127072800,ENSVVLG00005002668
LOC127072801,ENSVVLG00005005154
LOC127072802,ENSVVLG00005015486
LOC127072803,ENSVVLG00005015655
LOC127072804,ENSVVLG00005000208
LOC127072805,ENSVVLG00005015727
LOC127072806,ENSVVLG00005002582
LOC127072807,ENSVVLG00005015028
LOC127072808,ENSVVLG00005001100
LOC127072810,ENSVVLG00005003623
LOC127072813,ENSVVLG00005001545
LOC127072815,ENSVVLG00005015204
LOC127072817,ENSVVLG00005000443
LOC127072818,ENSVVLG00005000843
LOC127072819,ENSVVLG00005004943
LOC127072820,ENSVVLG00005016344
LOC127072821,ENSVVLG00005003833
LOC127072822,ENSVVLG00005014856
LOC127072823,ENSVVLG00005015245
LOC127072824,ENSVVLG00005015477
LOC127072825,ENSVVLG00005001325
LOC127072827,ENSVVLG00005000216
LOC127072829,ENSVVLG00005000251
LOC127072830,ENSVVLG00005001244
LOC127072831,ENSVVLG00005001815
LOC127072832,ENSVVLG00005002929
LOC127072833,ENSVVLG00005003261
LOC127072834,ENSVVLG00005015186
LOC127072835,ENSVVLG00005000491
LOC127072836,ENSVVLG00005000139
LOC127072837,ENSVVLG00005002143
LOC127072838,ENSVVLG00005015412
LOC127072839,ENSVVLG00005002572
LOC127072840,ENSVVLG00005000089
LOC127072842,ENSVVLG00005002294
LOC127072843,ENSVVLG00005004434
LOC127072845,ENSVVLG00005003966
LOC127072846,ENSVVLG00005002192
LOC127072847,ENSVVLG00005015234
LOC127072850,ENSVVLG00005002440
LOC127072851,ENSVVLG00005005303
LOC127072852,ENSVVLG00005001848
LOC127072853,ENSVVLG00005005206
LOC127072854,ENSVVLG00005014903
LOC127072855,ENSVVLG00005004415
LOC127072856,ENSVVLG00005004462
LOC127072857,ENSVVLG00005000813
LOC127072858,ENSVVLG00005002835
LOC127072860,ENSVVLG00005000384
LOC127072862,ENSVVLG00005015362
LOC127072863,ENSVVLG00005000468
LOC127072866,ENSVVLG00005015753
LOC127072867,ENSVVLG00005000134
LOC127072869,ENSVVLG00005015511
LOC127072870,ENSVVLG00005002449
LOC127072871,ENSVVLG00005015344
LOC127072877,ENSVVLG00005003983
LOC127072878,ENSVVLG00005000410
LOC127072879,ENSVVLG00005000970
LOC127072880,ENSVVLG00005001172
LOC127072881,ENSVVLG00005006194
LOC127072882,ENSVVLG00005006312
LOC127072883,ENSVVLG00005006283
LOC127072884,ENSVVLG00005004366
LOC127072885,ENSVVLG00005006767
LOC127072886,ENSVVLG00005003184
LOC127072887,ENSVVLG00005001980
LOC127072889,ENSVVLG00005005870
LOC127072890,ENSVVLG00005004994
LOC127072891,ENSVVLG00005007209
LOC127072893,ENSVVLG00005004536
LOC127072894,ENSVVLG00005004218
LOC127072895,ENSVVLG00005003480
LOC127072897,ENSVVLG00005000741
LOC127072901,ENSVVLG00005005401
LOC127072904,ENSVVLG00005007378
LOC127072905,ENSVVLG00005002790
LOC127072907,ENSVVLG00005001046
LOC127072908,ENSVVLG00005003580
LOC127072909,ENSVVLG00005015982
LOC127072912,ENSVVLG00005002912
LOC127072913,ENSVVLG00005015988
LOC127072915,ENSVVLG00005001075
LOC127072916,ENSVVLG00005014800
LOC127072917,ENSVVLG00005015759
LOC127072918,ENSVVLG00005000002
LOC127072920,ENSVVLG00005014920
LOC127072922,ENSVVLG00005000584
LOC127072923,ENSVVLG00005004470
LOC127072931,ENSVVLG00005000847
LOC127072932,ENSVVLG00005005623
LOC127072934,ENSVVLG00005002106
LOC127072935,ENSVVLG00005000724
LOC127072936,ENSVVLG00005005441
LOC127072938,ENSVVLG00005006364
LOC127072939,ENSVVLG00005003776
LOC127072940,ENSVVLG00005003885
LOC127072941,ENSVVLG00005004730
LOC127072943,ENSVVLG00005006128
LOC127072944,ENSVVLG00005000435
LOC127072946,ENSVVLG00005002220
LOC127072947,ENSVVLG00005006930
LOC127072948,ENSVVLG00005006123
LOC127072949,ENSVVLG00005006177
LOC127072950,ENSVVLG00005002055
LOC127072951,ENSVVLG00005000950
LOC127072952,ENSVVLG00005005553
LOC127072953,ENSVVLG00005006254
LOC127072954,ENSVVLG00005004064
LOC127072955,ENSVVLG00005006037
LOC127072958,ENSVVLG00005000712
LOC127072959,ENSVVLG00005000345
LOC127072961,ENSVVLG00005015505
LOC127072962,ENSVVLG00005004556
LOC127072963,ENSVVLG00005014764
LOC127072964,ENSVVLG00005001426
LOC127072965,ENSVVLG00005000697
LOC127072966,ENSVVLG00005004186
LOC127072967,ENSVVLG00005014724
LOC127072968,ENSVVLG00005004050
LOC127072969,ENSVVLG00005002358
LOC127072970,ENSVVLG00005001001
LOC127072971,ENSVVLG00005001166
LOC127072972,ENSVVLG00005000288
LOC127072973,ENSVVLG00005014719
LOC127072974,ENSVVLG00005001336
LOC127072975,ENSVVLG00005000393
LOC127072976,ENSVVLG00005001294
LOC127072977,ENSVVLG00005015685
LOC127072978,ENSVVLG00005000196
LOC127072979,ENSVVLG00005002982
LOC127072980,ENSVVLG00005002812
LOC127072984,ENSVVLG00005000027
LOC127072986,ENSVVLG00005015771
LOC127072987,ENSVVLG00005002162
LOC127072988,ENSVVLG00005015060
LOC127072989,ENSVVLG00005001464
LOC127072990,ENSVVLG00005015408
LOC127072991,ENSVVLG00005014687
LOC127072992,ENSVVLG00005001439
LOC127072993,ENSVVLG00005001347
LOC127072994,ENSVVLG00005000327
LOC127072995,ENSVVLG00005005060
LOC127072996,ENSVVLG00005001006
LOC127072997,ENSVVLG00005015738
LOC127072998,ENSVVLG00005002949
LOC127072999,ENSVVLG00005002276
LOC127073000,ENSVVLG00005014827
LOC127073002,ENSVVLG00005015420
LOC127073003,ENSVVLG00005003804
LOC127073004,ENSVVLG00005004653
LOC127073005,ENSVVLG00005004726
LOC127073006,ENSVVLG00005002241
LOC127073007,ENSVVLG00005000657
LOC127073008,ENSVVLG00005002999
LOC127073009,ENSVVLG00005000282
LOC127073010,ENSVVLG00005000190
LOC127073011,ENSVVLG00005015584
LOC127073012,ENSVVLG00005004706
LOC127073013,ENSVVLG00005004579
LOC127073019,ENSVVLG00005007303
LOC127073020,ENSVVLG00005004555
LOC127073022,ENSVVLG00005001069
LOC127073024,ENSVVLG00005004456
LOC127073025,ENSVVLG00005000946
LOC127073026,ENSVVLG00005000907
LOC127073027,ENSVVLG00005006972
LOC127073031,ENSVVLG00005000845
LOC127073032,ENSVVLG00005000975
LOC127073033,ENSVVLG00005001094
LOC127073034,ENSVVLG00005000576
LOC127073035,ENSVVLG00005002099
LOC127073036,ENSVVLG00005016329
LOC127073037,ENSVVLG00005014843
LOC127073038,ENSVVLG00005014644
LOC127073039,ENSVVLG00005015329
LOC127073040,ENSVVLG00005004069
LOC127073041,ENSVVLG00005002621
LOC127073043,ENSVVLG00005016083
LOC127073044,ENSVVLG00005014866
LOC127073045,ENSVVLG00005014972
LOC127073046,ENSVVLG00005003039
LOC127073047,ENSVVLG00005015286
LOC127073048,ENSVVLG00005000436
LOC127073049,ENSVVLG00005003502
LOC127073050,ENSVVLG00005007276
LOC127073051,ENSVVLG00005000938
LOC127073053,ENSVVLG00005002064
LOC127073054,ENSVVLG00005005083
LOC127073055,ENSVVLG00005006427
LOC127073056,ENSVVLG00005001580
LOC127073057,ENSVVLG00005006377
LOC127073058,ENSVVLG00005001384
LOC127073059,ENSVVLG00005000863
LOC127073060,ENSVVLG00005005884
LOC127073061,ENSVVLG00005005531
LOC127073062,ENSVVLG00005004410
LOC127073067,ENSVVLG00005014675
LOC127073068,ENSVVLG00005001841
LOC127073069,ENSVVLG00005000150
LOC127073070,ENSVVLG00005000917
LOC127073071,ENSVVLG00005004344
LOC127073072,ENSVVLG00005002306
LOC127073073,ENSVVLG00005006392
LOC127073074,ENSVVLG00005006112
LOC127073075,ENSVVLG00005001200
LOC127073076,ENSVVLG00005004380
LOC127073078,ENSVVLG00005001063
LOC127073079,ENSVVLG00005003490
LOC127073080,ENSVVLG00005005481
LOC127073081,ENSVVLG00005005649
LOC127073082,ENSVVLG00005005272
LOC127073083,ENSVVLG00005000766
LOC127073084,ENSVVLG00005006033
LOC127073085,ENSVVLG00005005325
LOC127073086,ENSVVLG00005007293
LOC127073089,ENSVVLG00005002794
LOC127073090,ENSVVLG00005015075
LOC127073092,ENSVVLG00005001158
LOC127073093,ENSVVLG00005015528
LOC127073096,ENSVVLG00005001017
LOC127073103,ENSVVLG00005016321
LOC127073104,ENSVVLG00005003787
LOC127073105,ENSVVLG00005002826
LOC127073106,ENSVVLG00005015151
LOC127073107,ENSVVLG00005002093
LOC127073108,ENSVVLG00005015291
LOC127073109,ENSVVLG00005005172
LOC127073110,ENSVVLG00005003957
LOC127073111,ENSVVLG00005000127
LOC127073113,ENSVVLG00005000781
LOC127073116,ENSVVLG00005015248
LOC127073117,ENSVVLG00005003195
LOC127073118,ENSVVLG00005004984
LOC127073119,ENSVVLG00005015313
LOC127073120,ENSVVLG00005015590
LOC127073121,ENSVVLG00005000397
LOC127073122,ENSVVLG00005015957
LOC127073124,ENSVVLG00005015596
LOC127073125,ENSVVLG00005005049
LOC127073127,ENSVVLG00005000605
LOC127073129,ENSVVLG00005003468
LOC127073130,ENSVVLG00005006418
LOC127073131,ENSVVLG00005005964
LOC127073132,ENSVVLG00005006886
LOC127073133,ENSVVLG00005003243
LOC127073134,ENSVVLG00005001926
LOC127073135,ENSVVLG00005000974
LOC127073136,ENSVVLG00005002191
LOC127071900,ENSVVLG00005007843
LOC127071953,ENSVVLG00005007086
LOC127066884,ENSVVLG00005007142
LOC127069306,ENSVVLG00005005090
LOC127063549,ENSVVLG00005006424
LOC127063585,ENSVVLG00005005728
LOC127063745,ENSVVLG00005004747
LOC127063539,ENSVVLG00005001791
LOC127069485,ENSVVLG00005002696
LOC127069438,ENSVVLG00005002950
LOC127069497,ENSVVLG00005007352
LOC127069508,ENSVVLG00005001821
LOC127069696,ENSVVLG00005001713
LOC127069790,ENSVVLG00005004670
LOC127069743,ENSVVLG00005001656
LOC127071195,ENSVVLG00005008039
LOC127067305,ENSVVLG00005003121
LOC127071245,ENSVVLG00005007070
LOC127071101,ENSVVLG00005002882
LOC127066710,ENSVVLG00005002242
LOC127064941,ENSVVLG00005005551
LOC127071506,ENSVVLG00005004509
LOC127071582,ENSVVLG00005005390
LOC127071514,ENSVVLG00005002456
LOC127064385,ENSVVLG00005007254
LOC127064424,ENSVVLG00005006324
LOC127067321,ENSVVLG00005005269
LOC127067326,ENSVVLG00005004880
LOC127068361,ENSVVLG00005007129
LOC127068628,ENSVVLG00005002368
LOC127063104,ENSVVLG00005005479
LOC127062956,ENSVVLG00005003186
LOC127063806,ENSVVLG00005002891
LOC127069360,ENSVVLG00005002713
LOC127067545,ENSVVLG00005003006
LOC127062570,ENSVVLG00005001577
LOC127063943,ENSVVLG00005001878
LOC127072421,ENSVVLG00005002046
LOC127070876,ENSVVLG00005006068
LOC127071798,ENSVVLG00005006063
LOC127062440,ENSVVLG00005006268
LOC127064698,ENSVVLG00005005279
LOC127067653,ENSVVLG00005006444
LOC127069225,ENSVVLG00005005825
LOC127069233,ENSVVLG00005006346
LOC127068123,ENSVVLG00005003523
LOC127068155,ENSVVLG00005001663
LOC127067683,ENSVVLG00005014717
LOC127070309,ENSVVLG00005002579
LOC127065055,ENSVVLG00005000780
LOC127067753,ENSVVLG00005016006
LOC127064762,ENSVVLG00005002002
LOC127072237,ENSVVLG00005016074
LOC127070917,ENSVVLG00005001097
LOC127064520,ENSVVLG00005014829
LOC127064440,ENSVVLG00005016216
LOC127064538,ENSVVLG00005014668
LOC127066225,ENSVVLG00005015556
LOC127067750,ENSVVLG00005000607
LOC127064032,ENSVVLG00005015188
LOC127064087,ENSVVLG00005014853
LOC127065553,ENSVVLG00005002397
LOC127072213,ENSVVLG00005016077
LOC127066379,ENSVVLG00005015782
LOC127071744,ENSVVLG00005015043
LOC127066814,ENSVVLG00005014842
LOC127067349,ENSVVLG00005015403
LOC127067343,ENSVVLG00005016219
LOC127072814,ENSVVLG00005015798
LOC127072902,ENSVVLG00005015914
LOC127072844,ENSVVLG00005002331
LOC127067795,ENSVVLG00005005022
LOC127064653,ENSVVLG00005015035
LOC127072797,ENSVVLG00005015819
LOC127061766,ENSVVLG00005000290
LOC127067897,ENSVVLG00005000941
LOC127069333,ENSVVLG00005002341
LOC127070139,ENSVVLG00005015446
LOC127062707,ENSVVLG00005015491
LOC127065734,ENSVVLG00005003754
LOC127065740,ENSVVLG00005000423
LOC127069965,ENSVVLG00005015395
LOC127063204,ENSVVLG00005001594
LOC127063321,ENSVVLG00005016184
LOC127068162,ENSVVLG00005016258
LOC127061737,ENSVVLG00005001836
LOC127061489,ENSVVLG00005000849
LOC127061546,ENSVVLG00005001977
LOC127062197,ENSVVLG00005000645
LOC127069419,ENSVVLG00005015039
LOC127068416,ENSVVLG00005015647
LOC127068961,ENSVVLG00005000426
LOC127068249,ENSVVLG00005016152
LOC127068556,ENSVVLG00005000048
LOC127066092,ENSVVLG00005015405
LOC127061938,ENSVVLG00005015046
LOC127061685,ENSVVLG00005015935
LOC127061631,ENSVVLG00005005182
LOC127061955,ENSVVLG00005001938
LOC127061579,ENSVVLG00005014941
LOC127061956,ENSVVLG00005000785
LOC127061459,ENSVVLG00005016356
LOC127061859,ENSVVLG00005000756
LOC127072816,ENSVVLG00005015504
LOC127072841,ENSVVLG00005002720
LOC127072873,ENSVVLG00005002819
LOC127072874,ENSVVLG00005000095
LOC127072868,ENSVVLG00005014745
LOC127072849,ENSVVLG00005014797
LOC127061966,ENSVVLG00005004246
LOC127072865,ENSVVLG00005015083
LOC127072848,ENSVVLG00005003984
LOC127072542,ENSVVLG00005016142
LOC127061922,ENSVVLG00005014983
LOC127061923,ENSVVLG00005004142
LOC127072458,ENSVVLG00005015611
LOC127061879,ENSVVLG00005014824
LOC127061494,ENSVVLG00005015586
LOC127061492,ENSVVLG00005016400
LOC127072757,ENSVVLG00005016386
LOC127072756,ENSVVLG00005001664
LOC127072758,ENSVVLG00005016395
LOC127072771,ENSVVLG00005000718
LOC127072768,ENSVVLG00005001145
LOC127061652,ENSVVLG00005004750
LOC127061645,ENSVVLG00005000235
LOC127072930,ENSVVLG00005015457
LOC127061486,ENSVVLG00005016359
LOC127061483,ENSVVLG00005015436
LOC127073064,ENSVVLG00005003536
LOC127061454,ENSVVLG00005015003
LOC127061451,ENSVVLG00005004537
LOC127061409,ENSVVLG00005003414
LOC127072792,ENSVVLG00005015582
LOC127072812,ENSVVLG00005000298
LOC127072809,ENSVVLG00005000939
LOC127061989,ENSVVLG00005002499
LOC127061846,ENSVVLG00005004076
LOC127072607,ENSVVLG00005000700
LOC127072610,ENSVVLG00005004365
LOC127072611,ENSVVLG00005001127
LOC127072631,ENSVVLG00005003127
LOC127073001,ENSVVLG00005014978
LOC127062001,ENSVVLG00005003614
LOC127061937,ENSVVLG00005003897
