gene_vv,symbol_vv,description_vv,genetype_vv,ntranscripts_vv,chromosome_vv,accession_vv,start_vv,stop_vv
LOC127067405,LOC127067405,IQ domain-containing protein K-like,PROTEIN_CODING,1,11,NC_066596.1,7109693,7110283
LOC127067406,LOC127067406,neuropeptide-like 3,PROTEIN_CODING,1,11,NC_066596.1,7097809,7098975
LOC127067407,LOC127067407,uncharacterized LOC127067407,ncRNA,1,11,NC_066596.1,7109130,7109645
LOC127067408,LOC127067408,mucin-4,PROTEIN_CODING,1,11,NC_066596.1,4233657,4260755
LOC127067414,LOC127067414,uncharacterized LOC127067414,ncRNA,1,11,NC_066596.1,580048,586332
LOC127067415,LOC127067415,uncharacterized LOC127067415,ncRNA,1,11,NC_066596.1,5456361,5457808
LOC127067417,LOC127067417,cuticle protein 65-like,PROTEIN_CODING,2,11,NC_066596.1,7084668,7086455
LOC127067418,LOC127067418,cuticle protein 70,PROTEIN_CODING,1,11,NC_066596.1,7091317,7091944
LOC127067419,LOC127067419,larval/pupal cuticle protein H1C-like,PROTEIN_CODING,1,11,NC_066596.1,7089076,7089612
LOC127067422,LOC127067422,SKI/DACH domain-containing protein 1-like,PROTEIN_CODING,1,11,NC_066596.1,7061388,7064410
LOC127067423,LOC127067423,cuticle protein 16.5-like,PROTEIN_CODING,1,11,NC_066596.1,7078416,7079342
LOC127067424,LOC127067424,neuropeptide-like 3,PROTEIN_CODING,1,11,NC_066596.1,7070872,7071711
LOC127067426,LOC127067426,uncharacterized LOC127067426,ncRNA,1,11,NC_066596.1,4602504,4602863
LOC127067427,LOC127067427,uncharacterized LOC127067427,ncRNA,1,11,NC_066596.1,4601074,4601579
LOC127067428,LOC127067428,uncharacterized LOC127067428,PROTEIN_CODING,4,11,NC_066596.1,587579,589366
LOC127067429,LOC127067429,uncharacterized LOC127067429,ncRNA,2,11,NC_066596.1,4549784,4560996
LOC127067439,LOC127067439,uncharacterized LOC127067439,PROTEIN_CODING,8,11,NC_066596.1,7038056,7055105
LOC127067448,LOC127067448,serine-rich adhesin for platelets-like,PROTEIN_CODING,2,11,NC_066596.1,6962117,6965487
LOC127067449,LOC127067449,rhythmically expressed gene 2 protein-like,PROTEIN_CODING,2,1,NC_066586.1,14714515,14716908
LOC127067454,LOC127067454,uncharacterized LOC127067454,PROTEIN_CODING,1,11,NC_066596.1,5784686,5786970
LOC127067455,LOC127067455,uncharacterized LOC127067455,PROTEIN_CODING,5,11,NC_066596.1,5795723,5852869
LOC127067462,LOC127067462,uncharacterized LOC127067462,PROTEIN_CODING,1,1,NC_066586.1,6671683,6676451
LOC127067465,LOC127067465,uncharacterized LOC127067465,PROTEIN_CODING,3,1,NC_066586.1,9234430,9243746
LOC127067474,LOC127067474,uncharacterized LOC127067474,PROTEIN_CODING,3,11,NC_066596.1,5889537,5897276
LOC127067478,LOC127067478,uncharacterized LOC127067478,PROTEIN_CODING,2,11,NC_066596.1,6818140,6882562
LOC127067481,LOC127067481,uncharacterized LOC127067481,PROTEIN_CODING,2,11,NC_066596.1,6953764,6960471
LOC127067483,LOC127067483,transmembrane protein 242,PROTEIN_CODING,1,11,NC_066596.1,6109432,6110920
LOC127067485,LOC127067485,UPF0547 protein C16orf87-like,PROTEIN_CODING,1,11,NC_066596.1,5766433,5768741
LOC127067489,LOC127067489,uncharacterized LOC127067489,ncRNA,1,11,NC_066596.1,5763361,5765727
LOC127067490,LOC127067490,uncharacterized LOC127067490,ncRNA,1,11,NC_066596.1,6706805,6708514
LOC127067492,LOC127067492,farnesol dehydrogenase-like,PROTEIN_CODING,1,1,NC_066586.1,5814621,5819370
LOC127067497,LOC127067497,discoidin domain-containing receptor 2-like,PROTEIN_CODING,7,11,NC_066596.1,5048216,5128268
LOC127067498,LOC127067498,uncharacterized LOC127067498,PROTEIN_CODING,1,11,NC_066596.1,5424431,5429336
LOC127067499,LOC127067499,uncharacterized LOC127067499,ncRNA,2,11,NC_066596.1,5332168,5414793
LOC127067500,LOC127067500,uncharacterized LOC127067500,ncRNA,1,11,NC_066596.1,4778892,4827466
LOC127067508,LOC127067508,uncharacterized LOC127067508,PROTEIN_CODING,2,11,NC_066596.1,3037369,3046814
LOC127067509,LOC127067509,uncharacterized LOC127067509,ncRNA,1,1,NC_066586.1,9322348,9343879
LOC127067515,LOC127067515,uncharacterized LOC127067515,ncRNA,1,1,NC_066586.1,9374667,9421055
LOC127067520,LOC127067520,uncharacterized LOC127067520,ncRNA,1,1,NC_066586.1,9278855,9283808
LOC127067521,LOC127067521,uncharacterized LOC127067521,PROTEIN_CODING,2,11,NC_066596.1,3123671,3125492
LOC127067523,LOC127067523,uncharacterized LOC127067523,ncRNA,5,1,NC_066586.1,9287201,9322150
LOC127067528,LOC127067528,uncharacterized LOC127067528,ncRNA,1,11,NC_066596.1,3135380,3136008
LOC127067529,LOC127067529,uncharacterized LOC127067529,ncRNA,1,11,NC_066596.1,3103657,3104207
LOC127067536,LOC127067536,uncharacterized LOC127067536,ncRNA,5,1,NC_066586.1,9352190,9357903
LOC127067545,LOC127067545,serine-rich adhesin for platelets-like,PROTEIN_CODING,1,1,NC_066586.1,7105448,7110374
LOC127067554,LOC127067554,uncharacterized LOC127067554,PROTEIN_CODING,1,11,NC_066596.1,7412087,7420548
LOC127067557,LOC127067557,uncharacterized LOC127067557,PROTEIN_CODING,3,11,NC_066596.1,7295208,7300744
LOC127067558,LOC127067558,transmembrane protein 42-like,PROTEIN_CODING,4,11,NC_066596.1,7276035,7279248
LOC127067561,LOC127067561,uncharacterized LOC127067561,ncRNA,1,11,NC_066596.1,7285803,7287480
LOC127067569,LOC127067569,uncharacterized LOC127067569,ncRNA,4,11,NC_066596.1,4019912,4021710
LOC127067573,LOC127067573,uncharacterized LOC127067573,PROTEIN_CODING,1,11,NC_066596.1,4222207,4224335
LOC127067580,LOC127067580,uncharacterized LOC127067580,ncRNA,2,11,NC_066596.1,4052546,4091571
LOC127067581,LOC127067581,uncharacterized LOC127067581,ncRNA,1,11,NC_066596.1,4029050,4029780
LOC127067582,LOC127067582,uncharacterized LOC127067582,PROTEIN_CODING,1,11,NC_066596.1,2997753,2998678
LOC127067583,LOC127067583,A-kinase anchor protein 200-like,PROTEIN_CODING,6,11,NC_066596.1,3161728,3206466
LOC127067585,LOC127067585,uncharacterized LOC127067585,PROTEIN_CODING,3,11,NC_066596.1,3149676,3153618
LOC127067593,LOC127067593,COMM domain-containing protein 8-like,PROTEIN_CODING,1,11,NC_066596.1,3160071,3161552
LOC127067596,LOC127067596,uncharacterized LOC127067596,ncRNA,1,11,NC_066596.1,3144516,3147083
LOC127067597,LOC127067597,uncharacterized LOC127067597,ncRNA,1,11,NC_066596.1,3310433,3316283
LOC127067598,LOC127067598,uncharacterized LOC127067598,ncRNA,3,11,NC_066596.1,3307767,3311027
LOC127067607,LOC127067607,katanin-interacting protein-like,PROTEIN_CODING,5,1,NC_066586.1,8897830,8902974
LOC127067618,LOC127067618,protein-lysine N-methyltransferase EEF2KMT,PROTEIN_CODING,1,11,NC_066596.1,1250589,1252397
LOC127067619,LOC127067619,uncharacterized LOC127067619,PROTEIN_CODING,7,11,NC_066596.1,1358868,1370355
LOC127067623,LOC127067623,SUZ domain-containing protein 1,PROTEIN_CODING,1,11,NC_066596.1,1382544,1384306
LOC127067624,LOC127067624,uncharacterized LOC127067624,PROTEIN_CODING,1,11,NC_066596.1,1471954,1472760
LOC127067625,LOC127067625,uncharacterized LOC127067625,ncRNA,9,11,NC_066596.1,1540708,1586850
LOC127067626,LOC127067626,uncharacterized LOC127067626,ncRNA,2,11,NC_066596.1,1671248,1772503
LOC127067627,LOC127067627,uncharacterized LOC127067627,ncRNA,1,11,NC_066596.1,1349925,1350682
LOC127067628,LOC127067628,uncharacterized LOC127067628,ncRNA,1,11,NC_066596.1,1339847,1340866
LOC127067635,LOC127067635,uncharacterized LOC127067635,ncRNA,2,11,NC_066596.1,1087576,1127434
LOC127067642,LOC127067642,uncharacterized LOC127067642,PROTEIN_CODING,2,11,NC_066596.1,392974,397328
LOC127067649,LOC127067649,uncharacterized LOC127067649,ncRNA,1,11,NC_066596.1,372837,374563
LOC127067655,LOC127067655,uncharacterized LOC127067655,ncRNA,1,1,NC_066586.1,5974776,6010785
LOC127067657,LOC127067657,myotubularin-related protein DDB_G0290005-like,PROTEIN_CODING,1,11,NC_066596.1,5574486,5580013
LOC127067660,LOC127067660,uncharacterized LOC127067660,PROTEIN_CODING,1,11,NC_066596.1,5566226,5567618
LOC127067666,LOC127067666,uncharacterized LOC127067666,ncRNA,2,1,NC_066586.1,8944436,8947236
LOC127067667,LOC127067667,uncharacterized LOC127067667,PROTEIN_CODING,1,11,NC_066596.1,2402910,2404455
LOC127067670,LOC127067670,uncharacterized LOC127067670,PROTEIN_CODING,2,11,NC_066596.1,2404589,2407241
LOC127067672,LOC127067672,uncharacterized LOC127067672,PROTEIN_CODING,1,11,NC_066596.1,2400864,2402398
LOC127067677,LOC127067677,LIM/homeobox protein Lhx9,PROTEIN_CODING,2,11,NC_066596.1,4653508,4740347
LOC127067679,LOC127067679,uncharacterized LOC127067679,ncRNA,2,11,NC_066596.1,4644425,4653348
LOC127067688,LOC127067688,uncharacterized LOC127067688,PROTEIN_CODING,1,11,NC_066596.1,2003816,2007858
LOC127067692,LOC127067692,uncharacterized LOC127067692,ncRNA,8,11,NC_066596.1,1993340,2000428
LOC127067693,LOC127067693,uncharacterized LOC127067693,ncRNA,1,11,NC_066596.1,2134769,2211740
LOC127067695,LOC127067695,X-linked retinitis pigmentosa GTPase regulator,PROTEIN_CODING,1,11,NC_066596.1,4299779,4308637
LOC127067700,LOC127067700,uncharacterized LOC127067700,PROTEIN_CODING,1,11,NC_066596.1,4311638,4319698
LOC127067704,LOC127067704,uncharacterized LOC127067704,PROTEIN_CODING,1,11,NC_066596.1,4420304,4423489
LOC127067705,LOC127067705,uncharacterized LOC127067705,PROTEIN_CODING,3,11,NC_066596.1,4424264,4428178
LOC127067706,LOC127067706,uncharacterized LOC127067706,ncRNA,1,11,NC_066596.1,4409837,4411044
LOC127067707,LOC127067707,putative uncharacterized protein DDB_G0282133,PROTEIN_CODING,1,11,NC_066596.1,2740092,2762169
LOC127067709,LOC127067709,MATH and LRR domain-containing protein PFE0570w-like,PROTEIN_CODING,4,11,NC_066596.1,2603870,2608443
LOC127067712,LOC127067712,putative uncharacterized protein DDB_G0282133,PROTEIN_CODING,3,11,NC_066596.1,2623839,2626611
LOC127067716,LOC127067716,CDAN1-interacting nuclease 1,PROTEIN_CODING,2,11,NC_066596.1,2621855,2623797
LOC127067717,LOC127067717,uncharacterized LOC127067717,PROTEIN_CODING,12,11,NC_066596.1,2616632,2621708
LOC127067730,LOC127067730,uncharacterized LOC127067730,PROTEIN_CODING,2,11,NC_066596.1,7178554,7180171
LOC127067737,LOC127067737,pre-mRNA-splicing factor CWC22 homolog,PROTEIN_CODING,3,11,NC_066596.1,5538106,5540674
LOC127067743,LOC127067743,uncharacterized LOC127067743,PROTEIN_CODING,1,11,NC_066596.1,5529700,5530805
LOC127067744,LOC127067744,uncharacterized LOC127067744,PROTEIN_CODING,1,11,NC_066596.1,5540743,5554555
LOC127067746,LOC127067746,uncharacterized LOC127067746,PROTEIN_CODING,3,11,NC_066596.1,5542291,5552905
LOC127067756,LOC127067756,uncharacterized LOC127067756,ncRNA,1,11,NC_066596.1,11339,12453
LOC127067757,LOC127067757,uncharacterized LOC127067757,ncRNA,4,11,NC_066596.1,15678,70950
LOC127067758,LOC127067758,uncharacterized LOC127067758,ncRNA,1,1,NC_066586.1,4193276,4198640
LOC127067759,LOC127067759,uncharacterized LOC127067759,ncRNA,1,11,NC_066596.1,125072,135263
LOC127067760,LOC127067760,uncharacterized LOC127067760,ncRNA,1,11,NC_066596.1,4106,10060
LOC127067765,LOC127067765,uncharacterized LOC127067765,ncRNA,10,11,NC_066596.1,2592851,2600649
LOC127067766,LOC127067766,uncharacterized LOC127067766,PROTEIN_CODING,1,1,NC_066586.1,14948551,14962744
LOC127067770,LOC127067770,uncharacterized LOC127067770,ncRNA,1,11,NC_066596.1,208634,217528
LOC127067771,LOC127067771,uncharacterized LOC127067771,ncRNA,2,11,NC_066596.1,218753,222970
LOC127067772,LOC127067772,uncharacterized LOC127067772,ncRNA,1,11,NC_066596.1,313695,319193
LOC127067773,LOC127067773,uncharacterized LOC127067773,PROTEIN_CODING,1,1,NC_066586.1,14987267,14989827
LOC127067774,LOC127067774,uncharacterized LOC127067774,ncRNA,1,11,NC_066596.1,233455,238565
LOC127067775,LOC127067775,uncharacterized LOC127067775,ncRNA,1,11,NC_066596.1,308701,309804
LOC127067776,LOC127067776,uncharacterized LOC127067776,PROTEIN_CODING,5,11,NC_066596.1,2769179,2921521
LOC127067780,LOC127067780,uncharacterized LOC127067780,PROTEIN_CODING,1,1,NC_066586.1,15001283,15003105
LOC127067781,LOC127067781,uncharacterized LOC127067781,ncRNA,1,11,NC_066596.1,2868214,2901156
LOC127067782,LOC127067782,putative leucine-rich repeat-containing protein DDB_G0290503,PROTEIN_CODING,1,11,NC_066596.1,652980,656025
LOC127067784,LOC127067784,N-acylneuraminate-9-phosphatase,PROTEIN_CODING,1,11,NC_066596.1,2608456,2609799
LOC127067786,LOC127067786,hexamerin-like,PROTEIN_CODING,1,11,NC_066596.1,4747809,4754755
LOC127067787,LOC127067787,cuticle protein 18.6-like,PROTEIN_CODING,1,11,NC_066596.1,7069777,7073148
LOC127067788,LOC127067788,cuticle protein 16.5-like,PROTEIN_CODING,1,11,NC_066596.1,7074080,7076549
LOC127067789,LOC127067789,uncharacterized LOC127067789,PROTEIN_CODING,1,11,NC_066596.1,7086607,7095593
LOC127067790,LOC127067790,uncharacterized LOC127067790,PROTEIN_CODING,1,11,NC_066596.1,7208223,7210579
LOC127067791,LOC127067791,uncharacterized LOC127067791,PROTEIN_CODING,1,1,NC_066586.1,15003410,15005327
LOC127067792,LOC127067792,zinc finger protein 436-like,PROTEIN_CODING,6,11,NC_066596.1,1917043,1921609
LOC127067793,LOC127067793,hyaluronan mediated motility receptor-like,PROTEIN_CODING,1,11,NC_066596.1,1891871,1894740
LOC127067796,LOC127067796,uncharacterized LOC127067796,PROTEIN_CODING,1,11,NC_066596.1,1894739,1897921
LOC127067801,LOC127067801,uncharacterized LOC127067801,ncRNA,1,1,NC_066586.1,1897678,1911767
LOC127067809,LOC127067809,uncharacterized LOC127067809,ncRNA,2,11,NC_066596.1,2342886,2345258
LOC127067818,LOC127067818,cilia- and flagella-associated protein 45-like,PROTEIN_CODING,1,1,NC_066586.1,9231403,9234057
LOC127067819,LOC127067819,uncharacterized LOC127067819,ncRNA,1,11,NC_066596.1,489487,489961
LOC127067824,LOC127067824,uncharacterized LOC127067824,PROTEIN_CODING,4,11,NC_066596.1,4270171,4277898
LOC127067829,LOC127067829,uncharacterized LOC127067829,ncRNA,1,11,NC_066596.1,4290308,4296297
LOC127067830,LOC127067830,trigger factor-like,PROTEIN_CODING,1,11,NC_066596.1,4563871,4564959
LOC127067844,LOC127067844,uncharacterized LOC127067844,ncRNA,1,11,NC_066596.1,617486,619564
LOC127067846,LOC127067846,uncharacterized LOC127067846,ncRNA,8,11,NC_066596.1,7634565,7645090
LOC127067851,LOC127067851,uncharacterized LOC127067851,PROTEIN_CODING,2,11,NC_066596.1,7227088,7228454
LOC127067855,LOC127067855,uncharacterized LOC127067855,PROTEIN_CODING,2,11,NC_066596.1,531364,532687
LOC127067856,LOC127067856,5S ribosomal RNA,rRNA,1,11,NC_066596.1,2859810,2859928
LOC127067857,Trnai-aau,transfer RNA isoleucine (anticodon AAU),tRNA,NA,11,NC_066596.1,2350788,2350861
LOC127067858,Trnap-ugg,transfer RNA proline (anticodon UGG),tRNA,NA,11,NC_066596.1,5817451,5817522
LOC127067859,Trnap-ugg,transfer RNA proline (anticodon UGG),tRNA,NA,11,NC_066596.1,5817812,5817883
LOC127067860,Trnai-uau,transfer RNA isoleucine (anticodon UAU),tRNA,NA,11,NC_066596.1,7114379,7114470
LOC127067861,Trnas-aga,transfer RNA serine (anticodon AGA),tRNA,NA,11,NC_066596.1,3030734,3030815
LOC127067862,Trnas-aga,transfer RNA serine (anticodon AGA),tRNA,NA,11,NC_066596.1,3050678,3050759
LOC127067863,Trnas-gcu,transfer RNA serine (anticodon GCU),tRNA,NA,11,NC_066596.1,3053048,3053129
LOC127067864,Trnas-uga,transfer RNA serine (anticodon UGA),tRNA,NA,11,NC_066596.1,4375847,4375928
LOC127067875,LOC127067875,uncharacterized LOC127067875,ncRNA,2,12,NC_066597.1,1018763,1024256
LOC127067879,LOC127067879,uncharacterized LOC127067879,ncRNA,1,12,NC_066597.1,5579975,5582687
LOC127067891,LOC127067891,uncharacterized LOC127067891,ncRNA,1,1,NC_066586.1,9190918,9191856
LOC127067893,LOC127067893,uncharacterized LOC127067893,PROTEIN_CODING,3,12,NC_066597.1,4968736,4980402
LOC127067894,LOC127067894,uncharacterized LOC127067894,ncRNA,1,12,NC_066597.1,4877381,4892730
LOC127067899,LOC127067899,uncharacterized LOC127067899,PROTEIN_CODING,1,12,NC_066597.1,4769049,4772078
LOC127067911,LOC127067911,uncharacterized LOC127067911,PROTEIN_CODING,3,12,NC_066597.1,4763740,4765989
LOC127067912,LOC127067912,uncharacterized LOC127067912,ncRNA,1,12,NC_066597.1,4251489,4251999
LOC127067913,LOC127067913,uncharacterized LOC127067913,ncRNA,1,12,NC_066597.1,4776117,4779306
LOC127067914,LOC127067914,uncharacterized LOC127067914,ncRNA,1,12,NC_066597.1,4253775,4256255
LOC127067922,LOC127067922,ELKS/Rab6-interacting/CAST family member 1-like,PROTEIN_CODING,6,12,NC_066597.1,1340589,1353058
LOC127067928,LOC127067928,uncharacterized LOC127067928,PROTEIN_CODING,1,12,NC_066597.1,1343787,1345184
LOC127067934,LOC127067934,uncharacterized LOC127067934,PROTEIN_CODING,2,12,NC_066597.1,1509154,1511224
LOC127067937,LOC127067937,uncharacterized LOC127067937,PROTEIN_CODING,2,12,NC_066597.1,1320211,1327134
LOC127067939,LOC127067939,protein SERAC1-like,PROTEIN_CODING,1,12,NC_066597.1,1317515,1321112
LOC127067945,LOC127067945,uncharacterized LOC127067945,PROTEIN_CODING,1,12,NC_066597.1,1043170,1044019
LOC127067948,LOC127067948,uncharacterized LOC127067948,ncRNA,1,12,NC_066597.1,1111436,1112339
LOC127067949,LOC127067949,uncharacterized LOC127067949,ncRNA,1,12,NC_066597.1,1041651,1043096
LOC127067953,LOC127067953,uncharacterized LOC127067953,PROTEIN_CODING,1,12,NC_066597.1,5196020,5208622
LOC127067955,LOC127067955,uncharacterized LOC127067955,PROTEIN_CODING,1,12,NC_066597.1,5243304,5248372
LOC127067956,LOC127067956,uncharacterized LOC127067956,PROTEIN_CODING,1,12,NC_066597.1,5267376,5273311
LOC127067957,LOC127067957,uncharacterized LOC127067957,PROTEIN_CODING,5,12,NC_066597.1,5273251,5299305
LOC127067958,LOC127067958,uncharacterized LOC127067958,PROTEIN_CODING,1,12,NC_066597.1,5170522,5175302
LOC127067961,LOC127067961,uncharacterized LOC127067961,PROTEIN_CODING,1,12,NC_066597.1,5162262,5166007
LOC127067962,LOC127067962,uncharacterized LOC127067962,PROTEIN_CODING,3,12,NC_066597.1,5456492,5517539
LOC127067963,LOC127067963,uncharacterized LOC127067963,ncRNA,4,12,NC_066597.1,5492912,5499043
LOC127067964,LOC127067964,uncharacterized LOC127067964,ncRNA,5,12,NC_066597.1,5497300,5507607
LOC127067966,LOC127067966,uncharacterized LOC127067966,ncRNA,1,12,NC_066597.1,5483203,5483997
LOC127067967,LOC127067967,uncharacterized LOC127067967,ncRNA,1,12,NC_066597.1,5576718,5577911
LOC127067974,LOC127067974,PP2C-like domain-containing protein CG9801,PROTEIN_CODING,4,12,NC_066597.1,2567403,2571304
LOC127067987,LOC127067987,uncharacterized LOC127067987,PROTEIN_CODING,1,12,NC_066597.1,1866020,1873539
LOC127067997,LOC127067997,uncharacterized LOC127067997,PROTEIN_CODING,9,12,NC_066597.1,2254918,2324856
LOC127067998,LOC127067998,uncharacterized LOC127067998,ncRNA,1,12,NC_066597.1,2423032,2424307
LOC127068001,LOC127068001,uncharacterized LOC127068001,PROTEIN_CODING,1,12,NC_066597.1,2669537,2683426
LOC127068011,LOC127068011,uncharacterized LOC127068011,PROTEIN_CODING,1,12,NC_066597.1,2718501,2719816
LOC127068039,LOC127068039,RUS family member 1,PROTEIN_CODING,1,12,NC_066597.1,782202,785441
LOC127068045,LOC127068045,uncharacterized LOC127068045,ncRNA,2,1,NC_066586.1,3222290,3223273
LOC127068055,LOC127068055,uncharacterized LOC127068055,PROTEIN_CODING,4,1,NC_066586.1,10823202,10824896
LOC127068058,LOC127068058,low density lipoprotein receptor adapter protein 1-like,PROTEIN_CODING,2,12,NC_066597.1,607215,648175
LOC127068071,LOC127068071,probable serine/threonine-protein kinase yakA,PROTEIN_CODING,3,12,NC_066597.1,870537,893425
LOC127068072,LOC127068072,uncharacterized LOC127068072,PROTEIN_CODING,1,12,NC_066597.1,991827,992830
LOC127068073,LOC127068073,uncharacterized LOC127068073,PROTEIN_CODING,1,12,NC_066597.1,919870,922186
LOC127068076,LOC127068076,uncharacterized LOC127068076,ncRNA,1,12,NC_066597.1,919379,920679
LOC127068081,LOC127068081,uncharacterized LOC127068081,PROTEIN_CODING,4,12,NC_066597.1,4176634,4182032
LOC127068090,LOC127068090,uncharacterized LOC127068090,PROTEIN_CODING,6,1,NC_066586.1,10512779,10526175
LOC127068096,LOC127068096,uncharacterized LOC127068096,ncRNA,1,1,NC_066586.1,3216325,3221408
LOC127068099,LOC127068099,TP53-regulated inhibitor of apoptosis 1-like,PROTEIN_CODING,5,12,NC_066597.1,503722,505458
LOC127068100,LOC127068100,uncharacterized LOC127068100,PROTEIN_CODING,7,12,NC_066597.1,30450,51579
LOC127068109,LOC127068109,uncharacterized LOC127068109,PROTEIN_CODING,1,12,NC_066597.1,313528,316479
LOC127068123,LOC127068123,uncharacterized LOC127068123,ncRNA,4,1,NC_066586.1,9797871,9813114
LOC127068135,LOC127068135,uncharacterized LOC127068135,ncRNA,1,1,NC_066586.1,9846849,9849661
LOC127068136,LOC127068136,uncharacterized protein C20orf85 homolog,PROTEIN_CODING,10,12,NC_066597.1,285225,300161
LOC127068138,LOC127068138,uncharacterized LOC127068138,ncRNA,1,1,NC_066586.1,10124870,10131939
LOC127068139,LOC127068139,keratin-associated protein 19-2-like,PROTEIN_CODING,1,12,NC_066597.1,134433,135599
LOC127068142,LOC127068142,uncharacterized LOC127068142,ncRNA,1,12,NC_066597.1,13121,16998
LOC127068143,LOC127068143,uncharacterized LOC127068143,ncRNA,2,12,NC_066597.1,19759,23357
LOC127068144,LOC127068144,uncharacterized LOC127068144,ncRNA,1,12,NC_066597.1,253846,264575
LOC127068145,LOC127068145,uncharacterized LOC127068145,ncRNA,1,12,NC_066597.1,4190,4923
LOC127068146,LOC127068146,uncharacterized LOC127068146,ncRNA,1,12,NC_066597.1,281273,285107
LOC127068147,LOC127068147,uncharacterized LOC127068147,ncRNA,1,1,NC_066586.1,10055101,10069413
LOC127068151,LOC127068151,uncharacterized LOC127068151,ncRNA,1,1,NC_066586.1,10069544,10072263
LOC127068155,LOC127068155,uncharacterized LOC127068155,ncRNA,2,1,NC_066586.1,10770981,10778816
LOC127068156,LOC127068156,uncharacterized LOC127068156,PROTEIN_CODING,4,12,NC_066597.1,1607868,1650575
LOC127068159,LOC127068159,uncharacterized LOC127068159,ncRNA,1,1,NC_066586.1,9749430,9752200
LOC127068181,LOC127068181,uncharacterized LOC127068181,PROTEIN_CODING,3,12,NC_066597.1,1840339,1857078
LOC127068184,LOC127068184,uncharacterized LOC127068184,PROTEIN_CODING,1,12,NC_066597.1,2042327,2043977
LOC127068186,LOC127068186,uncharacterized LOC127068186,ncRNA,2,12,NC_066597.1,2194899,2201037
LOC127068187,LOC127068187,uncharacterized LOC127068187,ncRNA,1,12,NC_066597.1,1528292,1536150
LOC127068188,LOC127068188,uncharacterized LOC127068188,ncRNA,1,12,NC_066597.1,2208554,2209918
LOC127068189,LOC127068189,uncharacterized LOC127068189,ncRNA,1,12,NC_066597.1,1834355,1838707
LOC127068190,LOC127068190,uncharacterized LOC127068190,ncRNA,1,12,NC_066597.1,2205849,2208258
LOC127068192,LOC127068192,hormone receptor 4-like,PROTEIN_CODING,1,12,NC_066597.1,216118,268530
LOC127068194,LOC127068194,sperm flagellar protein 2-like,PROTEIN_CODING,1,12,NC_066597.1,717483,726721
LOC127068195,LOC127068195,probable serine/threonine-protein kinase kinX,PROTEIN_CODING,1,12,NC_066597.1,922766,925312
LOC127068197,LOC127068197,uncharacterized LOC127068197,PROTEIN_CODING,1,12,NC_066597.1,1510996,1514834
LOC127068199,LOC127068199,uncharacterized LOC127068199,PROTEIN_CODING,1,12,NC_066597.1,3277708,3298642
LOC127068200,LOC127068200,putative uncharacterized protein DDB_G0286901,PROTEIN_CODING,1,12,NC_066597.1,3626892,3629316
LOC127068202,LOC127068202,uncharacterized LOC127068202,PROTEIN_CODING,1,12,NC_066597.1,5180253,5189326
LOC127068203,LOC127068203,uncharacterized LOC127068203,PROTEIN_CODING,1,12,NC_066597.1,5193158,5194148
LOC127068204,LOC127068204,uncharacterized LOC127068204,PROTEIN_CODING,1,12,NC_066597.1,5214753,5223508
LOC127068205,LOC127068205,uncharacterized LOC127068205,PROTEIN_CODING,1,12,NC_066597.1,5228469,5237014
LOC127068206,LOC127068206,uncharacterized LOC127068206,PROTEIN_CODING,1,12,NC_066597.1,5254426,5263660
LOC127068207,LOC127068207,uncharacterized LOC127068207,PROTEIN_CODING,1,12,NC_066597.1,5264357,5266491
LOC127068208,LOC127068208,uncharacterized LOC127068208,PROTEIN_CODING,1,12,NC_066597.1,5303072,5304593
LOC127068215,LOC127068215,uncharacterized LOC127068215,PROTEIN_CODING,1,12,NC_066597.1,2726049,2727001
LOC127068216,LOC127068216,uncharacterized LOC127068216,ncRNA,2,12,NC_066597.1,5660932,5663391
LOC127068217,LOC127068217,uncharacterized LOC127068217,ncRNA,2,12,NC_066597.1,5644441,5660481
LOC127068218,LOC127068218,uncharacterized LOC127068218,ncRNA,4,12,NC_066597.1,5672576,5673991
LOC127068224,LOC127068224,J domain-containing protein DDB_G0295729-like,PROTEIN_CODING,3,12,NC_066597.1,3571418,3614829
LOC127068226,LOC127068226,uncharacterized LOC127068226,PROTEIN_CODING,1,1,NC_066586.1,12479966,12487215
LOC127068228,LOC127068228,uncharacterized LOC127068228,PROTEIN_CODING,11,12,NC_066597.1,3729740,3735238
LOC127068235,LOC127068235,homeobox protein 4-like,PROTEIN_CODING,3,12,NC_066597.1,2760875,2765186
LOC127068249,LOC127068249,mucin-6-like,PROTEIN_CODING,1,1,NC_066586.1,19533930,19545802
LOC127068256,LOC127068256,protein RCC2 homolog,PROTEIN_CODING,3,12,NC_066597.1,2809623,2813182
LOC127068260,LOC127068260,myb/SANT-like DNA-binding domain-containing protein 3,PROTEIN_CODING,2,12,NC_066597.1,3480211,3484613
LOC127068271,LOC127068271,cuticle protein 2-like,PROTEIN_CODING,1,12,NC_066597.1,3300336,3306462
LOC127068276,LOC127068276,uncharacterized LOC127068276,PROTEIN_CODING,2,12,NC_066597.1,3656055,3708229
LOC127068277,LOC127068277,uncharacterized LOC127068277,ncRNA,1,12,NC_066597.1,2844075,2846880
LOC127068278,LOC127068278,uncharacterized LOC127068278,ncRNA,1,12,NC_066597.1,3486504,3488166
LOC127068279,LOC127068279,uncharacterized LOC127068279,ncRNA,1,12,NC_066597.1,4031394,4034096
LOC127068280,LOC127068280,uncharacterized LOC127068280,ncRNA,1,12,NC_066597.1,3455976,3457863
