gene_pd,symbol_pd,description_pd,genetype_pd,ntranscripts_pd
LOC107072216,LOC107072216,uncharacterized LOC107072216,PROTEIN_CODING,1
LOC107072217,LOC107072217,uncharacterized LOC107072217,PROTEIN_CODING,1
LOC107072218,LOC107072218,uncharacterized LOC107072218,PROTEIN_CODING,1
LOC107072221,LOC107072221,uncharacterized LOC107072221,PROTEIN_CODING,1
LOC107072222,LOC107072222,uncharacterized LOC107072222,ncRNA,1
LOC107072224,LOC107072224,uncharacterized LOC107072224,PROTEIN_CODING,1
LOC107072232,LOC107072232,uncharacterized LOC107072232,PROTEIN_CODING,6
LOC107072237,LOC107072237,uncharacterized LOC107072237,PROTEIN_CODING,2
LOC107072248,LOC107072248,uncharacterized LOC107072248,PROTEIN_CODING,2
LOC107072250,LOC107072250,HMG box-containing protein 4,PROTEIN_CODING,2
LOC107072255,LOC107072255,uncharacterized LOC107072255,ncRNA,1
LOC107072257,LOC107072257,UPF0488 protein CG14286,PROTEIN_CODING,1
LOC107072259,LOC107072259,uncharacterized mitochondrial protein AtMg00810-like,PROTEIN_CODING,1
LOC107072260,LOC107072260,nucleophosmin-like,PROTEIN_CODING,1
LOC107072261,LOC107072261,uncharacterized LOC107072261,PSEUDO,NA
LOC107072263,LOC107072263,probable WRKY transcription factor protein 1,PROTEIN_CODING,1
LOC107072264,LOC107072264,uncharacterized LOC107072264,PROTEIN_CODING,1
LOC107072266,LOC107072266,mitochondrial import inner membrane translocase subunit Tim17-A pseudogene,PSEUDO,NA
LOC107072271,LOC107072271,uncharacterized LOC107072271,PROTEIN_CODING,1
LOC107072274,LOC107072274,uncharacterized LOC107072274,PROTEIN_CODING,1
LOC107072278,LOC107072278,"glucose dehydrogenase [FAD, quinone]-like",PSEUDO,NA
LOC107072294,LOC107072294,1-phosphatidylinositol 3-phosphate 5-kinase-like,PROTEIN_CODING,1
LOC107072298,LOC107072298,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107072305,LOC107072305,uncharacterized LOC107072305,PROTEIN_CODING,1
LOC107072307,LOC107072307,uncharacterized LOC107072307,PROTEIN_CODING,1
LOC107072321,LOC107072321,uncharacterized LOC107072321,ncRNA,1
LOC107072322,LOC107072322,uncharacterized LOC107072322,PROTEIN_CODING,4
LOC107072323,LOC107072323,uncharacterized LOC107072323,ncRNA,1
LOC107072339,LOC107072339,serine-rich adhesin for platelets-like,PROTEIN_CODING,6
LOC107072341,LOC107072341,uncharacterized LOC107072341,PROTEIN_CODING,2
LOC107072346,LOC107072346,uncharacterized LOC107072346,PROTEIN_CODING,3
LOC107072353,LOC107072353,uncharacterized LOC107072353,PROTEIN_CODING,2
LOC107072359,LOC107072359,uncharacterized LOC107072359,PROTEIN_CODING,1
LOC107072364,LOC107072364,uncharacterized LOC107072364,ncRNA,1
LOC107072373,LOC107072373,putative uncharacterized protein DDB_G0279653,PROTEIN_CODING,3
LOC107072375,LOC107072375,elongation of very long chain fatty acids protein 4-like,PSEUDO,NA
LOC107072376,LOC107072376,uncharacterized membrane protein DDB_G0293934-like,PROTEIN_CODING,1
LOC107072377,LOC107072377,anaphase-promoting complex subunit cdh1-like,PROTEIN_CODING,1
LOC107072379,LOC107072379,uncharacterized LOC107072379,ncRNA,2
LOC107072380,LOC107072380,uncharacterized LOC107072380,ncRNA,1
LOC107072388,LOC107072388,allatotropin-like,PROTEIN_CODING,1
LOC107072396,LOC107072396,protein RRNAD1-like,PROTEIN_CODING,2
LOC107072400,LOC107072400,uncharacterized LOC107072400,ncRNA,1
LOC107072401,LOC107072401,uncharacterized LOC107072401,ncRNA,2
LOC107072403,LOC107072403,chemosensory protein 2,PROTEIN_CODING,1
LOC107072407,LOC107072407,uncharacterized LOC107072407,ncRNA,2
LOC107072408,LOC107072408,uncharacterized LOC107072408,ncRNA,1
LOC107072411,LOC107072411,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107072417,LOC107072417,uncharacterized LOC107072417,PROTEIN_CODING,1
LOC107072420,LOC107072420,condensin complex subunit 3-like,PSEUDO,NA
LOC107072424,LOC107072424,pre-mRNA-splicing factor CWC22 homolog,PSEUDO,NA
LOC107072427,LOC107072427,H/ACA ribonucleoprotein complex subunit 1-like,PROTEIN_CODING,2
LOC107072428,LOC107072428,tetra-peptide repeat homeobox protein 1-like,PROTEIN_CODING,1
LOC107072429,LOC107072429,uncharacterized LOC107072429,ncRNA,3
LOC107072430,LOC107072430,uncharacterized LOC107072430,PROTEIN_CODING,1
LOC107072432,LOC107072432,uncharacterized LOC107072432,PROTEIN_CODING,2
LOC107072436,LOC107072436,bromodomain-containing protein DDB_G0270170-like,PROTEIN_CODING,2
LOC107072438,LOC107072438,uncharacterized protein C15orf41 homolog,PROTEIN_CODING,3
LOC107072442,LOC107072442,uncharacterized LOC107072442,PROTEIN_CODING,1
LOC107072446,LOC107072446,protein MIS12 homolog,PROTEIN_CODING,1
LOC107072448,LOC107072448,uncharacterized LOC107072448,PROTEIN_CODING,1
LOC107072460,LOC107072460,uncharacterized LOC107072460,PROTEIN_CODING,1
LOC107072462,LOC107072462,uncharacterized LOC107072462,PROTEIN_CODING,1
LOC107072464,LOC107072464,uncharacterized LOC107072464,PROTEIN_CODING,1
LOC107072469,LOC107072469,uncharacterized abhydrolase domain-containing protein DDB_G0269086-like,PROTEIN_CODING,3
LOC107072472,LOC107072472,metallo-beta-lactamase domain-containing protein 1,PROTEIN_CODING,2
LOC107072476,LOC107072476,uncharacterized LOC107072476,PROTEIN_CODING,4
LOC107072477,LOC107072477,uncharacterized LOC107072477,PROTEIN_CODING,2
LOC107072479,LOC107072479,uncharacterized LOC107072479,PSEUDO,NA
LOC107072486,LOC107072486,ubiquitin-conjugating enzyme E2 S,PROTEIN_CODING,1
LOC107072488,LOC107072488,uncharacterized LOC107072488,PROTEIN_CODING,1
LOC107072492,LOC107072492,uncharacterized LOC107072492,PROTEIN_CODING,1
LOC107072498,LOC107072498,uncharacterized LOC107072498,PROTEIN_CODING,1
LOC107072502,LOC107072502,uncharacterized LOC107072502,ncRNA,1
LOC107072503,LOC107072503,uncharacterized LOC107072503,PROTEIN_CODING,1
LOC107072504,LOC107072504,uncharacterized LOC107072504,PROTEIN_CODING,1
LOC107072505,LOC107072505,putative uncharacterized protein DDB_G0282129,PROTEIN_CODING,1
LOC107072520,LOC107072520,hornerin-like,PROTEIN_CODING,1
LOC107072523,LOC107072523,UPF0396 protein-like,PROTEIN_CODING,1
LOC107072526,LOC107072526,uncharacterized LOC107072526,ncRNA,1
LOC107072529,LOC107072529,uncharacterized LOC107072529,PROTEIN_CODING,1
LOC107072535,LOC107072535,uncharacterized LOC107072535,ncRNA,2
LOC107072548,LOC107072548,uncharacterized LOC107072548,ncRNA,2
LOC107072549,LOC107072549,uncharacterized LOC107072549,PROTEIN_CODING,1
LOC107072551,LOC107072551,uncharacterized LOC107072551,PROTEIN_CODING,1
LOC107072552,LOC107072552,uncharacterized LOC107072552,PROTEIN_CODING,1
LOC107072554,LOC107072554,uncharacterized LOC107072554,ncRNA,1
LOC107072562,LOC107072562,uncharacterized LOC107072562,ncRNA,3
LOC107072568,LOC107072568,uncharacterized LOC107072568,PROTEIN_CODING,1
LOC107072577,LOC107072577,uncharacterized LOC107072577,PROTEIN_CODING,2
LOC107072578,LOC107072578,uncharacterized LOC107072578,ncRNA,1
LOC107072586,LOC107072586,uncharacterized LOC107072586,ncRNA,1
LOC107072593,LOC107072593,transmembrane protein C9orf91 homolog,PROTEIN_CODING,2
LOC107072594,LOC107072594,UPF0449 protein C19orf25-like,PROTEIN_CODING,1
LOC107072599,LOC107072599,uncharacterized LOC107072599,ncRNA,1
LOC107072602,LOC107072602,alanine and glycine-rich protein-like,PROTEIN_CODING,1
LOC107072607,LOC107072607,serine hydrolase-like protein,PROTEIN_CODING,3
LOC107072618,LOC107072618,uncharacterized LOC107072618,PROTEIN_CODING,1
LOC107072626,LOC107072626,uncharacterized LOC107072626,ncRNA,1
LOC107072629,LOC107072629,gametocyte-specific factor 1-like,PROTEIN_CODING,1
LOC107072632,LOC107072632,craniofacial development protein 2-like,PSEUDO,NA
LOC107072634,LOC107072634,mitochondrial amidoxime-reducing component 1-like,PROTEIN_CODING,1
LOC107072636,LOC107072636,uncharacterized LOC107072636,PROTEIN_CODING,2
LOC107072639,LOC107072639,uncharacterized LOC107072639,PROTEIN_CODING,2
LOC107072640,LOC107072640,uncharacterized LOC107072640,ncRNA,1
LOC107072641,LOC107072641,uncharacterized LOC107072641,ncRNA,1
LOC107072642,LOC107072642,uncharacterized LOC107072642,ncRNA,3
LOC107072643,LOC107072643,uncharacterized LOC107072643,ncRNA,1
LOC107072647,LOC107072647,uncharacterized LOC107072647,PROTEIN_CODING,1
LOC107072654,LOC107072654,uncharacterized LOC107072654,ncRNA,1
LOC107072667,LOC107072667,collagen alpha chain CG42342,PROTEIN_CODING,7
LOC107072670,LOC107072670,uncharacterized LOC107072670,PROTEIN_CODING,1
LOC107072672,LOC107072672,uncharacterized LOC107072672,PROTEIN_CODING,1
LOC107072680,LOC107072680,uncharacterized LOC107072680,ncRNA,3
LOC107072681,LOC107072681,uncharacterized LOC107072681,ncRNA,1
LOC107072685,LOC107072685,uncharacterized LOC107072685,ncRNA,1
LOC107072689,LOC107072689,putative uncharacterized protein DDB_G0274405,PROTEIN_CODING,1
LOC107072691,LOC107072691,ubiquitin-conjugating enzyme E2 N,PROTEIN_CODING,7
LOC107072703,LOC107072703,uncharacterized LOC107072703,PROTEIN_CODING,1
LOC107072705,LOC107072705,transcription initiation factor TFIID subunit 1,PROTEIN_CODING,1
LOC107072706,LOC107072706,neurofilament heavy polypeptide-like,PROTEIN_CODING,1
LOC107072709,LOC107072709,uncharacterized LOC107072709,ncRNA,1
LOC107072718,LOC107072718,uncharacterized LOC107072718,ncRNA,1
LOC107072723,LOC107072723,uncharacterized LOC107072723,ncRNA,6
LOC107072733,LOC107072733,uncharacterized LOC107072733,ncRNA,1
LOC107072741,LOC107072741,uncharacterized LOC107072741,PROTEIN_CODING,1
LOC107072742,LOC107072742,vascular endothelial growth factor receptor 1-like,PROTEIN_CODING,1
LOC107072743,LOC107072743,transcription factor TBF1-like,PROTEIN_CODING,1
LOC107072744,LOC107072744,hybrid signal transduction protein dokA-like,PROTEIN_CODING,1
LOC107072745,LOC107072745,nose resistant to fluoxetine protein 6-like,PROTEIN_CODING,1
LOC107072746,LOC107072746,uncharacterized LOC107072746,PROTEIN_CODING,1
LOC107072748,LOC107072748,uncharacterized LOC107072748,ncRNA,1
LOC107072752,LOC107072752,uncharacterized LOC107072752,PROTEIN_CODING,1
LOC107072754,LOC107072754,uncharacterized LOC107072754,PROTEIN_CODING,1
LOC107072755,LOC107072755,uncharacterized LOC107072755,ncRNA,1
LOC107072756,LOC107072756,uncharacterized LOC107072756,PROTEIN_CODING,1
LOC107072757,LOC107072757,uncharacterized LOC107072757,ncRNA,1
LOC107072758,LOC107072758,uncharacterized LOC107072758,ncRNA,1
LOC107072759,LOC107072759,uncharacterized LOC107072759,ncRNA,1
LOC107072761,LOC107072761,uncharacterized LOC107072761,PROTEIN_CODING,1
LOC107072763,LOC107072763,uncharacterized LOC107072763,PROTEIN_CODING,14
LOC107072768,LOC107072768,uncharacterized LOC107072768,ncRNA,2
LOC107072769,LOC107072769,uncharacterized LOC107072769,ncRNA,1
LOC107072773,LOC107072773,lamin Dm0-like,PROTEIN_CODING,2
LOC107072774,LOC107072774,intraflagellar transport protein 22 homolog,PROTEIN_CODING,1
LOC107072775,LOC107072775,uncharacterized LOC107072775,PROTEIN_CODING,3
LOC107072782,LOC107072782,uncharacterized LOC107072782,PROTEIN_CODING,4
LOC107072787,LOC107072787,coiled-coil domain-containing protein 50,PROTEIN_CODING,1
LOC107072793,LOC107072793,uncharacterized LOC107072793,PROTEIN_CODING,1
LOC107072814,LOC107072814,uncharacterized LOC107072814,ncRNA,1
LOC107072815,LOC107072815,pro-resilin-like,PROTEIN_CODING,1
LOC107072817,LOC107072817,location of vulva defective 1-like,PROTEIN_CODING,1
LOC107072819,LOC107072819,protein piccolo,PROTEIN_CODING,1
LOC107072820,LOC107072820,uncharacterized LOC107072820,PROTEIN_CODING,1
LOC107072821,LOC107072821,uncharacterized LOC107072821,PROTEIN_CODING,2
LOC107072826,LOC107072826,uncharacterized LOC107072826,PROTEIN_CODING,1
LOC107072832,LOC107072832,uncharacterized LOC107072832,PROTEIN_CODING,1
LOC107072833,LOC107072833,uncharacterized LOC107072833,PROTEIN_CODING,1
LOC107072835,LOC107072835,uncharacterized LOC107072835,PROTEIN_CODING,1
LOC107072837,LOC107072837,uncharacterized LOC107072837,ncRNA,1
LOC107072840,LOC107072840,uncharacterized LOC107072840,ncRNA,1
LOC107072842,LOC107072842,conserved oligomeric Golgi complex subunit 6-like,PSEUDO,NA
LOC107072849,LOC107072849,uncharacterized LOC107072849,PROTEIN_CODING,4
LOC107072851,LOC107072851,transmembrane protein 135-like,PROTEIN_CODING,2
LOC107072854,LOC107072854,uncharacterized LOC107072854,PROTEIN_CODING,2
LOC107072855,LOC107072855,uncharacterized LOC107072855,PROTEIN_CODING,1
LOC107072860,LOC107072860,"metalloendopeptidase OMA1, mitochondrial-like",PROTEIN_CODING,1
LOC107072863,LOC107072863,uncharacterized LOC107072863,PROTEIN_CODING,1
LOC107072871,LOC107072871,uncharacterized LOC107072871,ncRNA,1
LOC107072884,LOC107072884,uncharacterized LOC107072884,ncRNA,1
LOC107072886,LOC107072886,uncharacterized LOC107072886,ncRNA,1
LOC107072888,LOC107072888,uncharacterized LOC107072888,ncRNA,1
LOC107072892,LOC107072892,uncharacterized LOC107072892,PROTEIN_CODING,1
LOC107072893,LOC107072893,uncharacterized LOC107072893,PROTEIN_CODING,1
LOC107072898,LOC107072898,dual specificity protein kinase splB-like,PROTEIN_CODING,1
LOC107072899,LOC107072899,uncharacterized LOC107072899,PROTEIN_CODING,1
LOC107072900,LOC107072900,uncharacterized LOC107072900,PROTEIN_CODING,1
LOC107072901,LOC107072901,uncharacterized LOC107072901,PROTEIN_CODING,1
LOC107072904,LOC107072904,uncharacterized LOC107072904,PSEUDO,NA
LOC107072905,LOC107072905,uncharacterized LOC107072905,ncRNA,1
LOC107072910,LOC107072910,uncharacterized LOC107072910,PROTEIN_CODING,1
LOC107072912,LOC107072912,uncharacterized LOC107072912,PROTEIN_CODING,1
LOC107072913,LOC107072913,uncharacterized LOC107072913,PROTEIN_CODING,1
LOC107072915,LOC107072915,uncharacterized LOC107072915,PROTEIN_CODING,1
LOC107072928,LOC107072928,uncharacterized LOC107072928,PROTEIN_CODING,1
LOC107072939,LOC107072939,uncharacterized LOC107072939,PROTEIN_CODING,2
LOC107072942,LOC107072942,putative uncharacterized protein DDB_G0271982,PROTEIN_CODING,1
LOC107072943,LOC107072943,uncharacterized LOC107072943,PROTEIN_CODING,1
LOC107072946,LOC107072946,uncharacterized LOC107072946,ncRNA,3
LOC107072947,LOC107072947,uncharacterized LOC107072947,ncRNA,1
LOC107072950,LOC107072950,uncharacterized LOC107072950,ncRNA,1
LOC107072954,LOC107072954,uncharacterized LOC107072954,PROTEIN_CODING,1
LOC107072960,LOC107072960,uncharacterized LOC107072960,ncRNA,1
LOC107072962,LOC107072962,uncharacterized LOC107072962,PROTEIN_CODING,1
LOC107072963,LOC107072963,protein MAATS1-like,PROTEIN_CODING,1
LOC107072965,LOC107072965,thioredoxin-related transmembrane protein 1,PROTEIN_CODING,1
LOC107072967,LOC107072967,uncharacterized LOC107072967,ncRNA,1
LOC107072969,LOC107072969,loricrin-like,PROTEIN_CODING,1
LOC107072978,LOC107072978,uncharacterized LOC107072978,ncRNA,1
LOC107072981,LOC107072981,uncharacterized LOC107072981,PROTEIN_CODING,3
LOC107072982,LOC107072982,uncharacterized LOC107072982,ncRNA,1
LOC107072983,LOC107072983,uncharacterized LOC107072983,PROTEIN_CODING,2
LOC107072990,LOC107072990,RRP12-like protein,PROTEIN_CODING,1
LOC107072994,LOC107072994,uncharacterized LOC107072994,ncRNA,1
LOC107072996,LOC107072996,ubiquitin-conjugating enzyme E2 W,PROTEIN_CODING,1
LOC107073003,LOC107073003,uncharacterized LOC107073003,PROTEIN_CODING,1
LOC107073005,LOC107073005,uncharacterized LOC107073005,ncRNA,1
LOC107073010,LOC107073010,homeobox protein prospero,PROTEIN_CODING,7
LOC107073013,LOC107073013,uncharacterized LOC107073013,PROTEIN_CODING,2
LOC107073017,LOC107073017,general transcription factor II-I repeat domain-containing protein 2A-like,PROTEIN_CODING,4
LOC107073018,LOC107073018,uncharacterized LOC107073018,ncRNA,1
LOC107073019,LOC107073019,uncharacterized LOC107073019,ncRNA,1
LOC107073023,LOC107073023,uncharacterized LOC107073023,PROTEIN_CODING,1
LOC107073024,LOC107073024,cell wall integrity and stress response component 1-like,PROTEIN_CODING,1
LOC107073026,LOC107073026,uncharacterized LOC107073026,ncRNA,1
LOC107073027,LOC107073027,uncharacterized LOC107073027,ncRNA,1
LOC107073028,LOC107073028,uncharacterized LOC107073028,ncRNA,1
LOC107073040,LOC107073040,"2,3-dehydroadipyl-CoA hydratase-like",PROTEIN_CODING,1
LOC107073046,LOC107073046,uncharacterized LOC107073046,PROTEIN_CODING,3
LOC107073053,LOC107073053,uncharacterized LOC107073053,PROTEIN_CODING,4
LOC107073057,LOC107073057,probable cyclin-dependent serine/threonine-protein kinase DDB_G0292550,PROTEIN_CODING,1
LOC107073059,LOC107073059,arylsulfatase J-like,PSEUDO,NA
LOC107073060,LOC107073060,uncharacterized LOC107073060,PROTEIN_CODING,1
LOC107073064,LOC107073064,myb-like protein Q,PROTEIN_CODING,4
LOC107073068,LOC107073068,uncharacterized LOC107073068,PROTEIN_CODING,6
LOC107073070,LOC107073070,uncharacterized LOC107073070,ncRNA,1
LOC107073072,LOC107073072,short neuropeptide F-like,PROTEIN_CODING,1
LOC107073078,LOC107073078,protein FAM114A2,PROTEIN_CODING,3
LOC107073084,LOC107073084,uncharacterized LOC107073084,ncRNA,2
LOC107073088,LOC107073088,uncharacterized protein C1orf50 homolog,PROTEIN_CODING,2
LOC107073093,LOC107073093,protein PFC0760c,PROTEIN_CODING,3
LOC107073103,LOC107073103,uncharacterized LOC107073103,PROTEIN_CODING,1
LOC107073106,LOC107073106,uncharacterized LOC107073106,PROTEIN_CODING,4
LOC107073111,LOC107073111,ataxin-2 homolog,PROTEIN_CODING,1
LOC107073117,LOC107073117,uncharacterized LOC107073117,PROTEIN_CODING,3
LOC107073118,LOC107073118,uncharacterized LOC107073118,ncRNA,1
LOC107073127,LOC107073127,uncharacterized LOC107073127,ncRNA,1
LOC107073146,LOC107073146,uncharacterized LOC107073146,ncRNA,2
LOC107073152,LOC107073152,uncharacterized LOC107073152,PROTEIN_CODING,1
LOC107073160,LOC107073160,putative uncharacterized protein DDB_G0282133,PROTEIN_CODING,2
LOC107073163,LOC107073163,uncharacterized LOC107073163,ncRNA,1
LOC107073168,LOC107073168,uncharacterized LOC107073168,PROTEIN_CODING,1
LOC107073176,LOC107073176,uncharacterized LOC107073176,ncRNA,1
LOC107073177,LOC107073177,uncharacterized LOC107073177,PROTEIN_CODING,1
LOC107073178,LOC107073178,piggyBac transposable element-derived protein 1-like,PROTEIN_CODING,1
LOC107073179,LOC107073179,uncharacterized LOC107073179,ncRNA,1
LOC107073181,LOC107073181,UPF0585 protein C16orf13 homolog A,PROTEIN_CODING,1
LOC107073182,LOC107073182,"ribosomal protein VAR1, mitochondrial-like",PROTEIN_CODING,1
LOC107073195,LOC107073195,GATA zinc finger domain-containing protein 14-like,PROTEIN_CODING,1
LOC107073206,LOC107073206,uncharacterized LOC107073206,PROTEIN_CODING,1
LOC107073211,LOC107073211,uncharacterized LOC107073211,ncRNA,1
LOC107073216,LOC107073216,uncharacterized LOC107073216,ncRNA,1
LOC107073219,LOC107073219,uncharacterized LOC107073219,PROTEIN_CODING,1
LOC107073221,LOC107073221,uncharacterized LOC107073221,PSEUDO,NA
LOC107073222,LOC107073222,uncharacterized LOC107073222,PSEUDO,NA
LOC107073224,LOC107073224,uncharacterized LOC107073224,PROTEIN_CODING,1
LOC107073225,LOC107073225,uncharacterized LOC107073225,PROTEIN_CODING,1
LOC107073229,LOC107073229,uncharacterized LOC107073229,ncRNA,1
LOC107073230,LOC107073230,uncharacterized LOC107073230,ncRNA,1
LOC107073238,LOC107073238,uncharacterized LOC107073238,PROTEIN_CODING,2
LOC107073242,LOC107073242,U11/U12 small nuclear ribonucleoprotein 48 kDa protein-like,PROTEIN_CODING,1
LOC107073250,LOC107073250,mucin-5AC,PROTEIN_CODING,2
LOC107073254,LOC107073254,uncharacterized LOC107073254,ncRNA,1
LOC107073255,LOC107073255,uncharacterized LOC107073255,ncRNA,1
LOC107073258,LOC107073258,uncharacterized LOC107073258,PROTEIN_CODING,1
LOC107073263,LOC107073263,uncharacterized LOC107073263,PROTEIN_CODING,1
LOC107073265,LOC107073265,uncharacterized LOC107073265,ncRNA,1
LOC107073266,LOC107073266,ATP-dependent DNA helicase pif1-like,PROTEIN_CODING,1
LOC107073267,LOC107073267,putative uncharacterized protein DDB_G0282499,PROTEIN_CODING,16
LOC107073268,LOC107073268,uncharacterized LOC107073268,ncRNA,1
LOC107073270,LOC107073270,uncharacterized LOC107073270,PROTEIN_CODING,1
LOC107073276,LOC107073276,THAP domain-containing protein 1-like,PROTEIN_CODING,1
LOC107073277,LOC107073277,uncharacterized LOC107073277,PROTEIN_CODING,1
LOC107073278,LOC107073278,uncharacterized LOC107073278,PROTEIN_CODING,1
LOC107073280,LOC107073280,uncharacterized LOC107073280,PROTEIN_CODING,1
LOC107073283,LOC107073283,26S proteasome non-ATPase regulatory subunit 6 pseudogene,PSEUDO,NA
LOC107073287,LOC107073287,protein toll-like,PROTEIN_CODING,1
LOC107073288,LOC107073288,growth hormone-regulated TBC protein 1-A,PROTEIN_CODING,1
LOC107073291,LOC107073291,uncharacterized LOC107073291,ncRNA,1
LOC107073298,LOC107073298,retinoid-inducible serine carboxypeptidase-like,PSEUDO,NA
LOC107073301,LOC107073301,GATA zinc finger domain-containing protein 14-like,PROTEIN_CODING,1
LOC107073302,LOC107073302,uncharacterized LOC107073302,ncRNA,1
LOC107073304,LOC107073304,uncharacterized LOC107073304,PROTEIN_CODING,1
LOC107073305,LOC107073305,uncharacterized LOC107073305,PROTEIN_CODING,1
LOC107073306,LOC107073306,uncharacterized LOC107073306,PROTEIN_CODING,1
LOC107073313,LOC107073313,uncharacterized LOC107073313,PROTEIN_CODING,1
LOC107073315,LOC107073315,epimerase family protein SDR39U1,PROTEIN_CODING,1
LOC107073320,LOC107073320,homeobox protein 12-like,PROTEIN_CODING,1
LOC107073328,LOC107073328,uncharacterized LOC107073328,PROTEIN_CODING,1
LOC107073330,LOC107073330,cleavage stimulation factor subunit 2-like,PSEUDO,NA
LOC107073331,LOC107073331,histone-lysine N-methyltransferase SETMAR-like,PSEUDO,NA
LOC107073332,LOC107073332,uncharacterized LOC107073332,ncRNA,1
LOC107073333,LOC107073333,uncharacterized LOC107073333,PROTEIN_CODING,1
LOC107073339,LOC107073339,uncharacterized LOC107073339,ncRNA,1
LOC107073340,LOC107073340,putative nuclease HARBI1,PROTEIN_CODING,1
LOC107073341,LOC107073341,uncharacterized LOC107073341,PROTEIN_CODING,1
LOC107073342,LOC107073342,putative nuclease HARBI1,PROTEIN_CODING,1
LOC107073345,LOC107073345,guanine nucleotide-binding protein-like 1,PSEUDO,NA
LOC107073346,LOC107073346,putative nuclease HARBI1,PROTEIN_CODING,1
LOC107073347,LOC107073347,uncharacterized LOC107073347,ncRNA,1
LOC107073348,LOC107073348,uncharacterized LOC107073348,ncRNA,1
LOC107073357,LOC107073357,methyltransferase-like protein 25,PROTEIN_CODING,2
LOC107073359,LOC107073359,uncharacterized LOC107073359,ncRNA,2
LOC107073360,LOC107073360,uncharacterized LOC107073360,PROTEIN_CODING,1
LOC107073370,LOC107073370,uncharacterized LOC107073370,ncRNA,1
LOC107073379,LOC107073379,uncharacterized LOC107073379,ncRNA,1
LOC107073383,LOC107073383,polyglutamine-repeat protein pqn-41-like,PROTEIN_CODING,1
LOC107073386,LOC107073386,uncharacterized LOC107073386,PROTEIN_CODING,1
LOC107073387,LOC107073387,uncharacterized LOC107073387,PROTEIN_CODING,1
LOC107073389,LOC107073389,uncharacterized LOC107073389,PROTEIN_CODING,1
LOC107073391,LOC107073391,uncharacterized LOC107073391,PROTEIN_CODING,1
LOC107073392,LOC107073392,uncharacterized LOC107073392,ncRNA,2
LOC107073397,LOC107073397,neurogenic locus notch homolog protein 1,PROTEIN_CODING,1
LOC107073404,LOC107073404,uncharacterized LOC107073404,PROTEIN_CODING,1
LOC107073405,LOC107073405,uncharacterized LOC107073405,PROTEIN_CODING,1
LOC107073408,LOC107073408,uncharacterized LOC107073408,ncRNA,1
LOC107073412,LOC107073412,uncharacterized LOC107073412,ncRNA,1
LOC107073415,LOC107073415,uncharacterized LOC107073415,ncRNA,1
LOC107073416,LOC107073416,uncharacterized LOC107073416,ncRNA,2
LOC107073417,LOC107073417,uncharacterized LOC107073417,ncRNA,3
LOC107073418,LOC107073418,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073419,LOC107073419,uncharacterized LOC107073419,PROTEIN_CODING,5
LOC107073420,LOC107073420,uncharacterized LOC107073420,ncRNA,1
LOC107073422,LOC107073422,uncharacterized LOC107073422,ncRNA,1
LOC107073423,LOC107073423,uncharacterized LOC107073423,PROTEIN_CODING,1
LOC107073425,LOC107073425,uncharacterized LOC107073425,ncRNA,1
LOC107073426,LOC107073426,uncharacterized LOC107073426,ncRNA,1
LOC107073427,LOC107073427,uncharacterized LOC107073427,PROTEIN_CODING,2
LOC107073428,LOC107073428,uncharacterized LOC107073428,PROTEIN_CODING,2
LOC107073429,LOC107073429,uncharacterized LOC107073429,PROTEIN_CODING,5
LOC107073430,LOC107073430,uncharacterized LOC107073430,ncRNA,1
LOC107073431,LOC107073431,uncharacterized LOC107073431,PROTEIN_CODING,1
LOC107073432,LOC107073432,uncharacterized LOC107073432,ncRNA,1
LOC107073434,LOC107073434,uncharacterized LOC107073434,PROTEIN_CODING,1
LOC107073435,LOC107073435,uncharacterized LOC107073435,PROTEIN_CODING,1
LOC107073437,LOC107073437,uncharacterized LOC107073437,PSEUDO,NA
LOC107073440,LOC107073440,uncharacterized LOC107073440,PROTEIN_CODING,1
LOC107073444,LOC107073444,uncharacterized LOC107073444,PROTEIN_CODING,1
LOC107073448,LOC107073448,uncharacterized LOC107073448,PROTEIN_CODING,1
LOC107073453,LOC107073453,uncharacterized LOC107073453,ncRNA,1
LOC107073457,LOC107073457,uncharacterized LOC107073457,ncRNA,1
LOC107073458,LOC107073458,ERAD-associated E3 ubiquitin-protein ligase HRD1A-like,PROTEIN_CODING,1
LOC107073459,LOC107073459,uncharacterized LOC107073459,PROTEIN_CODING,1
LOC107073465,LOC107073465,uncharacterized LOC107073465,ncRNA,1
LOC107073469,LOC107073469,uncharacterized LOC107073469,ncRNA,1
LOC107073474,LOC107073474,uncharacterized LOC107073474,ncRNA,3
LOC107073475,LOC107073475,uncharacterized LOC107073475,PROTEIN_CODING,1
LOC107073476,LOC107073476,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073484,LOC107073484,uncharacterized LOC107073484,ncRNA,1
LOC107073485,LOC107073485,nose resistant to fluoxetine protein 6-like,PROTEIN_CODING,1
LOC107073486,LOC107073486,uncharacterized LOC107073486,PSEUDO,NA
LOC107073487,LOC107073487,uncharacterized LOC107073487,PROTEIN_CODING,1
LOC107073497,LOC107073497,piggyBac transposable element-derived protein 4-like,PSEUDO,NA
