Orthogroup	Acromyrmex_echinatior.clean	Ancistrocerus_nigricornis.clean	Andrena_flavipes.clean	Anoplius_nigerrimus.clean	Apis_cerana.clean	Apis_dorsata.clean	Apis_florea.clean	Apis_laboriosa.clean	Apis_mellifera.clean	Atta_cephalotes.clean	Belonocnema_kinseyi.clean	Bombus_campestris.clean	Bombus_hortorum.clean	Bombus_hypnorum.clean	Bombus_impatiens.clean	Bombus_lapidarius.clean	Bombus_monticola.clean	Bombus_muscorum.clean	Bombus_pascuorum.clean	Bombus_pratorum.clean	Bombus_sylvestris.clean	Bombus_terrestris.clean	Bombus_vestalis.clean	Buathra_laborator.clean	Caenorhabditis_elegans.clean	Camponotus_floridanus.clean	Ceratina_calcarata.clean	Colletes_latitarsis.clean	Copidosoma_floridanum.clean	Dolichovespula_media.clean	Dolichovespula_saxonica.clean	Dolichovespula_sylvestris.clean	Drosophila_melanogaster.clean	Dufourea_novaeangliae.clean	Eufriesea_mexicana.clean	Gasteruption_jaculator.clean	Habropoda_laboriosa.clean	Halictus_rubicundus.clean	Harpegnathos_saltator.clean	Lasioglossum_calceatum.clean	Lasioglossum_lativentre.clean	Lasioglossum_morio.clean	Linepithema_humile.clean	Macropis_europaea.clean	Megachile_rotundata.clean	Megalopta_genalis.clean	Melipona_bicolor.clean	Melipona_quadrifasciata.clean	Mischocyttarus_mexicanus.clean	Monomorium_pharaonis.clean	Nasonia_vitripennis.clean	Nysson_spinosus.clean	Ooceraea_biroi.clean	Orussus_abietinus.clean	Osmia_bicornis_bicornis.clean	Pemphredon_lugubris.clean	Polistes_canadensis.clean	Polistes_dominula.clean	Polistes_exclamans.clean	Polistes_fuscatus.clean	Solenopsis_invicta.clean	Tetragonisca_angustula.clean	Tiphia_femorata.clean	Tribolium_castaneum.clean	Venturia_canescens.clean	Vespa_crabro.clean	Vespa_mandarinia.clean	Vespa_velutina.clean	Vespula_germanica.clean	Vespula_pensylvanica.clean	Vespula_vulgaris.clean	Xylocopa_sonorina.clean
OG0067211																																				BRAKERXMBG00000012713																																				
OG0067212																																																																					ENSVGEG00000012693			
OG0067213																																															K0M31_004583																									
OG0067214																					ENSBSYG00000016486																																																			
OG0067215																																								ENSBXKG00010003229																																
OG0067216																																					LOC108573208																																			
OG0067217																																																																							LOC127064527	
OG0067218																																										ENSLMRG00010010575																														
OG0067219																																																											M0804_012944													
OG0067220			ENSUQBG00000016083																																																																					
OG0067221																																																WN51_14626																								
OG0067222																																				BRAKERXMBG00000017158																																				
OG0067223																																																													LOC113005307											
OG0067224			ENSUQBG00000003390																																																																					
OG0067225							LOC116415067																																																																	
OG0067226																																																	M0802_016389																							
OG0067227																																																WN51_01369																								
OG0067228																																																																				LOC124949823				
OG0067229			ENSUQBG00000007075																																																																					
OG0067230																																										ENSLMRG00010007702																														
OG0067231																																															K0M31_007803																									
OG0067232																																																													LOC120358354											
OG0067233																												LOC143343323																																												
OG0067234																									CELE_F14F8.14																																															
OG0067235																																				BRAKERXMBG00000014325																																				
OG0067236																																																											M0804_006209													
OG0067237																																																																					ENSVGEG00000009497			
OG0067238																									CELE_T19D2.13																																															
OG0067239																																															K0M31_010969																									
OG0067240																	ENSZWKG00000007429																																																							
OG0067241																																				BRAKERXMBG00000009072																																				
OG0067242			ENSUQBG00000007575																																																																					
OG0067243																																																	M0802_016059																							
OG0067244																																				BRAKERXMBG00000001183																																				
OG0067245								LOC122717711																																																																
OG0067246																													LOC106641425																																											
OG0067247																																																											M0804_010895													
OG0067248																																																							LOC114881530																	
OG0067249																																								ENSBXKG00010002395																																
OG0067250			ENSUQBG00000004523																																																																					
OG0067251																																																																					ENSVGEG00000004468			
OG0067252																																																WN51_12915																								
OG0067253			ENSUQBG00000000406																																																																					
OG0067254																																										ENSLMRG00010004946																														
OG0067255																				ENSBPTG00005016421																																																				
OG0067256																																									ENSLLVG00000004664																															
OG0067257																																	Dmel_CG6576																																							
OG0067258																																																											M0804_009129													
OG0067259																																																												LOC122526059												
OG0067260																																																	M0802_012909																							
OG0067261																																	Dmel_CG5148																																							
OG0067262																																															K0M31_020262																									
OG0067263				ENSANGG00005002965																																																																				
OG0067264																	ENSZWKG00000010561																																																							
OG0067265																																				BRAKERXMBG00000004481																																				
OG0067266																																																WN51_11916																								
OG0067267																																																	M0802_002892																							
OG0067268																								ENSBLBG00005000630																																																
OG0067269																																																													LOC105205299											
OG0067270																																																WN51_14525																								
OG0067271	LOC105145920																																																																							
OG0067272																																				BRAKERXMBG00000012888																																				
OG0067273																																																WN51_02124																								
OG0067274																																																WN51_00347																								
OG0067275																																																WN51_08374																								
OG0067276																																				BRAKERXMBG00000005573																																				
OG0067277																																								ENSBXKG00010004456																																
OG0067278																																															K0M31_001474																									
OG0067279																																				BRAKERXMBG00000019174																																				
OG0067280					LOC133667614																																																																			
OG0067281	LOC105149192																																																																							
OG0067282																								ENSBLBG00005000523																																																
OG0067283			ENSUQBG00000013538																																																																					
OG0067284																																																											M0804_007896													
OG0067285																																															K0M31_001148																									
OG0067286																					ENSBSYG00000019424																																																			
OG0067287																																															K0M31_010720																									
OG0067288			ENSUQBG00000012057																																																																					
OG0067289																																																																	LOC122415065							
OG0067290																									CELE_Y106G6G.3																																															
OG0067291																																						LOC143353008																																		
OG0067292																									CELE_Y70G10A.4																																															
OG0067293			ENSUQBG00000006937																																																																					
OG0067294																																								ENSBXKG00010008994																																
OG0067295																																										ENSLMRG00010010506																														
OG0067296													ENSBHTG00000015380																																																											
OG0067297																																				BRAKERXMBG00000004100																																				
OG0067298																									CELE_C18B12.5																																															
OG0067299																									CELE_F33A8.7																																															
OG0067300																																																WN51_00406																								
OG0067301																																				BRAKERXMBG00000012378																																				
OG0067302																																															K0M31_003816																									
OG0067303																																																											M0804_010904													
OG0067304																																															K0M31_016818																									
OG0067305																											LOC113464884																																													
OG0067306																																																																					ENSVGEG00000007205			
OG0067307																																															K0M31_018539																									
OG0067308																																				BRAKERXMBG00000007547																																				
OG0067309																																															K0M31_003952																									
OG0067310																																																	M0802_005581																							
OG0067311																																																															ENSTFMG00005004520									
OG0067312																									CELE_R05A10.10																																															
OG0067313																																															K0M31_017284																									
OG0067314																																	Dmel_CG4716																																							
OG0067315																																																				ENSNSPG00005009776																				
OG0067316																									CELE_ZK355.8																																															
OG0067317																																								ENSBXKG00010013755																																
OG0067318			ENSUQBG00000007686																																																																					
OG0067319																					ENSBSYG00000002329																																																			
OG0067320			ENSUQBG00000006101																																																																					
OG0067321																									CELE_ZC302.3																																															
OG0067322																							ENSQDAG00000005930																																																	
OG0067323			ENSUQBG00000004152																																																																					
OG0067324																																															K0M31_009333																									
OG0067325																																								ENSBXKG00010006712																																
OG0067326																																				BRAKERXMBG00000001552																																				
OG0067327																																																	M0802_002006																							
OG0067328																															ENSDSXG00000013411																																									
OG0067329																									CELE_EGAP1.1																																															
OG0067330																																																			LOC100115194																					
OG0067331																																																WN51_00677																								
OG0067332																																															K0M31_001358																									
OG0067333																																																WN51_08322																								
OG0067334																																	Dmel_CG33947																																							
OG0067335																														ENSDMDG00010008491																																										
OG0067336																																								ENSBXKG00010001632																																
OG0067337																									CELE_C02B4.4																																															
OG0067338																																	Dmel_CG7242																																							
OG0067339																																																WN51_05154																								
OG0067340																									CELE_C37C3.11																																															
OG0067341																																																																LOC103313186								
OG0067342																																												ENSMEOG00010002872																												
OG0067343																																															K0M31_007350																									
OG0067344																																																											M0804_004201													
OG0067345																																															K0M31_006268																									
OG0067346																																												ENSMEOG00010009825																												
OG0067347																															ENSDSXG00000008485																																									
OG0067348																									CELE_F16C3.3																																															
OG0067349																																				BRAKERXMBG00000002852																																				
OG0067350																																															K0M31_000793																									
OG0067351																									CELE_F58B6.11																																															
OG0067352																																																	M0802_016138																							
OG0067353																														ENSDMDG00010006571																																										
OG0067354																								ENSBLBG00005008922																																																
OG0067355																																				BRAKERXMBG00000006276																																				
OG0067356																																																																	LOC122411324							
OG0067357																									CELE_T05F1.4																																															
OG0067358																									CELE_C14B1.12																																															
OG0067359																																	Dmel_CG45101																																							
OG0067360											LOC117182567																																																													
OG0067361																																																	M0802_014657																							
OG0067362																																																WN51_13995																								
OG0067363			ENSUQBG00000010230																																																																					
OG0067364			ENSUQBG00000007524																																																																					
OG0067365																																				BRAKERXMBG00000009459																																				
OG0067366																																															K0M31_002386																									
OG0067367																																																																					ENSVGEG00000006793			
OG0067368																																																WN51_06732																								
OG0067369																																ENSDSYG00005010017																																								
OG0067370																																																					LOC105287068																			
OG0067371																																				BRAKERXMBG00000004220																																				
OG0067372																																				BRAKERXMBG00000006286																																				
OG0067373																																															K0M31_009405																									
OG0067374																																																																					ENSVGEG00000008876			
OG0067375			ENSUQBG00000008651																																																																					
OG0067376																																	Dmel_CG18156																																							
OG0067377																																																	M0802_003833																							
OG0067378																									CELE_F44E5.1																																															
OG0067379																																				BRAKERXMBG00000000851																																				
OG0067380																					ENSBSYG00000021618																																																			
OG0067381																																															K0M31_012334																									
OG0067382																											LOC108627397																																													
OG0067383	LOC105148752																																																																							
OG0067384																									CELE_C53D6.8																																															
OG0067385																																				BRAKERXMBG00000009398																																				
OG0067386																																																																	LOC122406962							
OG0067387																																															K0M31_016034																									
OG0067388																																																WN51_00041																								
OG0067389																													LOC106639107																																											
OG0067390																																																			LOC116416485																					
OG0067391																				ENSBPTG00005005897																																																				
OG0067392																																																WN51_14462																								
OG0067393	LOC105144447																																																																							
OG0067394																																															K0M31_013929																									
OG0067395																																								ENSBXKG00010009997																																
OG0067396													ENSBHTG00000005640																																																											
OG0067397																																																																					ENSVGEG00000013513			
OG0067398																									CELE_C54D1.6																																															
OG0067399			ENSUQBG00000004909																																																																					
OG0067400																									CELE_T26E3.7																																															
OG0067401																																																																LOC135267881								
OG0067402																					ENSBSYG00000021348																																																			
OG0067403																				ENSBPTG00005004905																																																				
OG0067404																																															K0M31_000001																									
OG0067405																																	Dmel_CG32639																																							
OG0067406																														ENSDMDG00010006022																																										
OG0067407																																																											M0804_001338													
OG0067408																									CELE_F54C1.3																																															
OG0067409																																				BRAKERXMBG00000008626																																				
OG0067410			ENSUQBG00000002350																																																																					
OG0067411																									CELE_K10G6.9																																															
OG0067412																																				BRAKERXMBG00000012689																																				
OG0067413																																																													LOC113003380											
OG0067414																																				BRAKERXMBG00000009409																																				
OG0067415																																																WN51_06794																								
OG0067416														ENSBHYG00000012697																																																										
OG0067417																																								ENSBXKG00010005852																																
OG0067418																									CELE_C09G5.13																																															
OG0067419																																																											M0804_010627													
OG0067420																									CELE_K02A6.2																																															
OG0067421			ENSUQBG00000000978																																																																					
OG0067422																																										ENSLMRG00010008922																														
OG0067423																									CELE_T28F3.11																																															
OG0067424																																	Dmel_CG30169																																							
OG0067425																																																																								LOC143425714
OG0067426			ENSUQBG00000008190																																																																					
OG0067427			ENSUQBG00000012725																																																																					
OG0067428			ENSUQBG00000008926																																																																					
OG0067429																																															K0M31_002973																									
OG0067430																																															K0M31_009254																									
OG0067431														ENSBHYG00000014795																																																										
OG0067432																																												ENSMEOG00010009128																												
OG0067433																																																	M0802_003407																							
OG0067434																																																	M0802_005140																							
OG0067435													ENSBHTG00000015839																																																											
OG0067436																																												ENSMEOG00010000977																												
OG0067437																				ENSBPTG00005015456																																																				
OG0067438																																																											M0804_002493													
OG0067439																									CELE_C01F1.5																																															
OG0067440					LOC133667604																																																																			
OG0067441																																										ENSLMRG00010005714																														
OG0067442																									CELE_F42A10.5																																															
OG0067443																				ENSBPTG00005005873																																																				
OG0067444																									CELE_F02C9.1																																															
OG0067445																																																											M0804_011940													
OG0067446																																	Dmel_CG15597																																							
OG0067447																																															K0M31_007787																									
OG0067448																				ENSBPTG00005013306																																																				
OG0067449			ENSUQBG00000008354																																																																					
OG0067450																																										ENSLMRG00010003292																														
OG0067451																									CELE_B0432.14																																															
OG0067452																																	Dmel_CG9927																																							
OG0067453																									CELE_R08C7.1																																															
OG0067454																																																																					ENSVGEG00000004904			
OG0067455																																																	M0802_000011																							
OG0067456																														ENSDMDG00010006980																																										
OG0067457																																																WN51_11729																								
OG0067458											LOC117178141																																																													
OG0067459																																																WN51_06926																								
OG0067460																																																				ENSNSPG00005012781																				
OG0067461			ENSUQBG00000001836																																																																					
OG0067462																									CELE_ZK593.2																																															
OG0067463																																	Dmel_CG10910																																							
OG0067464																																	Dmel_CG2665																																							
OG0067465																																																											M0804_013354													
OG0067466																																															K0M31_014509																									
OG0067467																																																WN51_03835																								
OG0067468																																																																					ENSVGEG00000002047			
OG0067469											LOC117180834																																																													
OG0067470																																	Dmel_CG32727																																							
OG0067471																				ENSBPTG00005010466																																																				
OG0067472													ENSBHTG00000006461																																																											
OG0067473																																															K0M31_014454																									
OG0067474																																				BRAKERXMBG00000009138																																				
OG0067475																																ENSDSYG00005015855																																								
OG0067476																																																WN51_12899																								
OG0067477																									CELE_T25B6.2																																															
OG0067478																																	Dmel_CG14330																																							
OG0067479																																	Dmel_CG42287																																							
OG0067480																																	Dmel_CG13463																																							
OG0067481																																				BRAKERXMBG00000005773																																				
OG0067482																		ENSAMQG00000007393																																																						
OG0067483																																																WN51_01139																								
OG0067484																																															K0M31_013060																									
OG0067485																																				BRAKERXMBG00000016746																																				
OG0067486																									CELE_K08D12.2																																															
OG0067487																									CELE_F33C8.4																																															
OG0067488			ENSUQBG00000001670																																																																					
OG0067489												ENSBCMG00005030596																																																												
OG0067490																																															K0M31_006927																									
OG0067491																																				BRAKERXMBG00000015933																																				
OG0067492																																																													LOC120357336											
OG0067493																																																																LOC103313634								
OG0067494																																																	M0802_008622																							
OG0067495																																																																LOC660977								
OG0067496																									CELE_C31H5.5																																															
OG0067497																																								ENSBXKG00010001518																																
OG0067498																																																	M0802_005602																							
OG0067499																																																																			LOC118444642					
OG0067500																																																	M0802_016938																							
OG0067501																																																																					ENSVGEG00000005810			
OG0067502																																								ENSBXKG00010001078																																
OG0067503																																				BRAKERXMBG00000010580																																				
OG0067504														ENSBHYG00000021698																																																										
OG0067505																																																														QLX08_000926										
OG0067506																																																											M0804_004493													
OG0067507																																															K0M31_005624																									
OG0067508																																																			LOC116417261																					
OG0067509																																								ENSBXKG00010010478																																
OG0067510																																	Dmel_CG46492																																							
OG0067511																																																																					ENSVGEG00000010078			
OG0067512																									CELE_Y18D10A.4																																															
OG0067513																																																													LOC120358305											
OG0067514																																				BRAKERXMBG00000000484																																				
OG0067515																																																																					ENSVGEG00000005855			
OG0067516																									CELE_F13D12.10																																															
OG0067517																																																	M0802_015249																							
OG0067518																																				BRAKERXMBG00000013769																																				
OG0067519																																				BRAKERXMBG00000011378																																				
OG0067520																																				BRAKERXMBG00000009618																																				
OG0067521																																																																					ENSVGEG00000001430			
OG0067522																																																																					ENSVGEG00000012591			
OG0067523																																				BRAKERXMBG00000001044																																				
OG0067524			ENSUQBG00000007768																																																																					
OG0067525																																															K0M31_014406																									
OG0067526																									CELE_Y7A5A.6																																															
OG0067527																																															K0M31_019431																									
OG0067528																																												ENSMEOG00010000701																												
OG0067529																																				BRAKERXMBG00000006818																																				
OG0067530																																																	M0802_000421																							
OG0067531			ENSUQBG00000005378																																																																					
OG0067532																														ENSDMDG00010006195																																										
OG0067533																																																			LOC107981599																					
OG0067534	LOC105146412																																																																							
OG0067535																																																											M0804_010906													
OG0067536																																				BRAKERXMBG00000000483																																				
OG0067537																																								ENSBXKG00010010994																																
OG0067538		ENSANRG00005010662																																																																						
OG0067539														ENSBHYG00000019861																																																										
OG0067540																																				BRAKERXMBG00000010083																																				
OG0067541																																																						LOC105702651																		
OG0067542			ENSUQBG00000000283																																																																					
OG0067543																																				BRAKERXMBG00000003798																																				
OG0067544																																																WN51_07766																								
OG0067545																																				BRAKERXMBG00000015123																																				
OG0067546																																											LOC105676913																													
OG0067547																																															K0M31_014915																									
OG0067548																														ENSDMDG00010000587																																										
OG0067549			ENSUQBG00000002478																																																																					
OG0067550																																	Dmel_CG14102																																							
OG0067551																																	Dmel_CG8836																																							
OG0067552																																				BRAKERXMBG00000001670																																				
OG0067553																																																	M0802_015527																							
OG0067554																																															K0M31_014663																									
OG0067555																																															K0M31_001462																									
OG0067556																																															K0M31_007407																									
OG0067557																																															K0M31_014298																									
OG0067558																				ENSBPTG00005015351																																																				
OG0067559												ENSBCMG00005028261																																																												
OG0067560																																																								ENSPLGG00000002503																
OG0067561			ENSUQBG00000010494																																																																					
OG0067562																									CELE_ZK1127.3																																															
OG0067563			ENSUQBG00000015409																																																																					
OG0067564																																									ENSLLVG00000003109																															
OG0067565																																				BRAKERXMBG00000009704																																				
OG0067566																							ENSQDAG00000014161																																																	
OG0067567																																																											M0804_012579													
OG0067568																																															K0M31_013226																									
OG0067569																				ENSBPTG00005003072																																																				
OG0067570																									CELE_H40L08.9																																															
OG0067571			ENSUQBG00000007309																																																																					
OG0067572						LOC102672331																																																																		
OG0067573																																																		LOC118644696																						
OG0067574																																									ENSLLVG00000008089																															
OG0067575																					ENSBSYG00000022355																																																			
OG0067576																									CELE_T23F1.5																																															
OG0067577																																																	M0802_005471																							
OG0067578			ENSUQBG00000014711																																																																					
OG0067579																																				BRAKERXMBG00000011629																																				
OG0067580														ENSBHYG00000022662																																																										
OG0067581			ENSUQBG00000004897																																																																					
OG0067582																																								ENSBXKG00010007123																																
OG0067583																																				BRAKERXMBG00000006696																																				
OG0067584																																																											M0804_000127													
OG0067585														ENSBHYG00000021450																																																										
OG0067586																																															K0M31_020330																									
OG0067587																																																WN51_07992																								
OG0067588			ENSUQBG00000008955																																																																					
OG0067589																																				BRAKERXMBG00000005097																																				
OG0067590													ENSBHTG00000013180																																																											
OG0067591																																																	M0802_005831																							
OG0067592																																																	M0802_014035																							
OG0067593			ENSUQBG00000001195																																																																					
OG0067594																																					LOC108578311																																			
OG0067595														ENSBHYG00000023591																																																										
OG0067596																																																	M0802_014786																							
OG0067597																									CELE_ZK1236.9																																															
OG0067598																				ENSBPTG00005005122																																																				
OG0067599																																				BRAKERXMBG00000008000																																				
OG0067600																																																	M0802_012778																							
OG0067601												ENSBCMG00005037810																																																												
OG0067602																																																				ENSNSPG00005009665																				
OG0067603			ENSUQBG00000001040																																																																					
OG0067604																															ENSDSXG00000011379																																									
OG0067605																																																											M0804_003356													
OG0067606																																																WN51_13625																								
OG0067607																																				BRAKERXMBG00000015472																																				
OG0067608																																								ENSBXKG00010000237																																
OG0067609			ENSUQBG00000010033																																																																					
OG0067610																																															K0M31_020480																									
OG0067611																																																	M0802_014042																							
OG0067612			ENSUQBG00000011166																																																																					
OG0067613				ENSANGG00005017067																																																																				
OG0067614																																															K0M31_012583																									
OG0067615																																				BRAKERXMBG00000009680																																				
OG0067616			ENSUQBG00000000147																																																																					
OG0067617			ENSUQBG00000003793																																																																					
OG0067618			ENSUQBG00000002519																																																																					
OG0067619																																																											M0804_010152													
OG0067620																																															K0M31_003907																									
OG0067621																																																																					ENSVGEG00000004383			
OG0067622			ENSUQBG00000000675																																																																					
OG0067623														ENSBHYG00000019812																																																										
OG0067624																																																WN51_10598																								
OG0067625																																																											M0804_004915													
OG0067626																																																	M0802_001467																							
OG0067627																																																											M0804_002356													
OG0067628																																											LOC105679710																													
OG0067629																																												ENSMEOG00010006564																												
OG0067630				ENSANGG00005019004																																																																				
OG0067631																																															K0M31_018598																									
OG0067632																																															K0M31_001541																									
OG0067633												ENSBCMG00005035069																																																												
OG0067634																														ENSDMDG00010001109																																										
OG0067635												ENSBCMG00005029428																																																												
OG0067636											LOC117178584																																																													
OG0067637																					ENSBSYG00000020005																																																			
OG0067638																									CELE_K06B4.17																																															
OG0067639			ENSUQBG00000009395																																																																					
OG0067640																																																														QLX08_000037										
OG0067641																									CELE_F12E12.2																																															
OG0067642																									CELE_C05C9.2																																															
OG0067643																ENSXCVG00005000475																																																								
OG0067644													ENSBHTG00000001821																																																											
OG0067645													ENSBHTG00000007345																																																											
OG0067646																																								ENSBXKG00010006202																																
OG0067647														ENSBHYG00000025247																																																										
OG0067648			ENSUQBG00000001531																																																																					
OG0067649																																	Dmel_CG43678																																							
OG0067650														ENSBHYG00000023941																																																										
OG0067651																																																																					ENSVGEG00000008311			
OG0067652																																										ENSLMRG00010005778																														
OG0067653																																				BRAKERXMBG00000010547																																				
OG0067654																																																	M0802_010054																							
OG0067655																																																		LOC118644175																						
OG0067656																									CELE_F07G6.12																																															
OG0067657																																																																LOC660961								
OG0067658																																															K0M31_000574																									
OG0067659																																																											M0804_006157													
OG0067660																																																		LOC118648618																						
OG0067661																									CELE_F01F1.9																																															
OG0067662																																															K0M31_011959																									
OG0067663																																																																					ENSVGEG00000004386			
OG0067664																		ENSAMQG00000002549																																																						
OG0067665																																																											M0804_009572													
OG0067666																																				BRAKERXMBG00000009658																																				
OG0067667			ENSUQBG00000009693																																																																					
OG0067668																																				BRAKERXMBG00000007003																																				
OG0067669																																																											M0804_003323													
OG0067670												ENSBCMG00005037069																																																												
OG0067671																																																																	LOC122406480							
OG0067672																									CELE_Y119C1B.6																																															
OG0067673																																																											M0804_006929													
OG0067674																																																					LOC105288165																			
