#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
XP_015177845.1|gene=LOC107067131|XP_015177845.1	132113.XP_003489404.1	1.12e-241	684.0	KOG0675@1|root,KOG0675@2759|Eukaryota,38HTR@33154|Opisthokonta,3BAHV@33208|Metazoa,3CSIV@33213|Bilateria,41X6S@6656|Arthropoda,3SH6P@50557|Insecta,46H8J@7399|Hymenoptera	33208|Metazoa	O	Calreticulin family	CANX	GO:0000003,GO:0001894,GO:0001895,GO:0002376,GO:0002474,GO:0002478,GO:0002495,GO:0002504,GO:0002790,GO:0003674,GO:0005102,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005737,GO:0005783,GO:0005788,GO:0005789,GO:0005790,GO:0005791,GO:0005840,GO:0005886,GO:0006457,GO:0006726,GO:0006807,GO:0006810,GO:0006897,GO:0006898,GO:0006950,GO:0006986,GO:0007049,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007276,GO:0007283,GO:0007338,GO:0007339,GO:0007568,GO:0008037,GO:0008104,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009306,GO:0009408,GO:0009566,GO:0009628,GO:0009987,GO:0009988,GO:0010033,GO:0010522,GO:0010959,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0016063,GO:0016192,GO:0019221,GO:0019538,GO:0019882,GO:0019884,GO:0019886,GO:0019953,GO:0022414,GO:0022607,GO:0023052,GO:0030154,GO:0030176,GO:0030246,GO:0030424,GO:0030425,GO:0030968,GO:0031224,GO:0031227,GO:0031410,GO:0031647,GO:0031967,GO:0031974,GO:0031975,GO:0031982,GO:0031984,GO:0032501,GO:0032502,GO:0032504,GO:0032838,GO:0032839,GO:0032879,GO:0032940,GO:0032991,GO:0033036,GO:0033554,GO:0034097,GO:0034185,GO:0034620,GO:0034975,GO:0034976,GO:0035036,GO:0035254,GO:0035255,GO:0035966,GO:0035967,GO:0036465,GO:0036477,GO:0042175,GO:0042221,GO:0042440,GO:0042441,GO:0042470,GO:0042592,GO:0042886,GO:0042995,GO:0043005,GO:0043025,GO:0043167,GO:0043169,GO:0043170,GO:0043197,GO:0043209,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043269,GO:0043324,GO:0043473,GO:0043474,GO:0043933,GO:0044085,GO:0044183,GO:0044232,GO:0044233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044297,GO:0044309,GO:0044322,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044432,GO:0044444,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0044703,GO:0045184,GO:0045202,GO:0046148,GO:0046154,GO:0046872,GO:0046903,GO:0048002,GO:0048066,GO:0048069,GO:0048232,GO:0048471,GO:0048488,GO:0048609,GO:0048770,GO:0048856,GO:0048869,GO:0048871,GO:0050789,GO:0050794,GO:0050821,GO:0050896,GO:0051049,GO:0051082,GO:0051179,GO:0051234,GO:0051321,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0051924,GO:0060249,GO:0060341,GO:0061077,GO:0065003,GO:0065007,GO:0065008,GO:0070013,GO:0070106,GO:0070757,GO:0070887,GO:0071310,GO:0071345,GO:0071556,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071944,GO:0072583,GO:0097038,GO:0097447,GO:0097458,GO:0097708,GO:0098552,GO:0098553,GO:0098657,GO:0098794,GO:0098827,GO:0099003,GO:0099504,GO:0099568,GO:0120025,GO:0120038,GO:0120111,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K08054,ko:K09551	ko04141,ko04145,ko04612,ko04918,ko05166,map04141,map04145,map04612,map04918,map05166	-	-	-	ko00000,ko00001,ko03110,ko04091,ko04131	-	-	-	Calreticulin
XP_015177848.1|gene=LOC107067132|XP_015177848.1	7425.NV13182-PA	0.0	893.0	COG5256@1|root,KOG0052@2759|Eukaryota,38G33@33154|Opisthokonta,3BB5I@33208|Metazoa,3CZIS@33213|Bilateria,41TFC@6656|Arthropoda,3SIW3@50557|Insecta,46HRV@7399|Hymenoptera	33208|Metazoa	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	EEF1A1	GO:0000049,GO:0000166,GO:0000323,GO:0001726,GO:0001775,GO:0001882,GO:0001883,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003746,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005516,GO:0005525,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005764,GO:0005765,GO:0005773,GO:0005774,GO:0005829,GO:0005853,GO:0005856,GO:0005886,GO:0005938,GO:0006139,GO:0006351,GO:0006355,GO:0006412,GO:0006414,GO:0006518,GO:0006725,GO:0006807,GO:0006810,GO:0006887,GO:0006955,GO:0007275,GO:0007399,GO:0007568,GO:0008135,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009628,GO:0009719,GO:0009790,GO:0009792,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009894,GO:0009987,GO:0010033,GO:0010035,GO:0010467,GO:0010468,GO:0010506,GO:0010556,GO:0010562,GO:0010720,GO:0010941,GO:0010942,GO:0010975,GO:0010976,GO:0012505,GO:0015629,GO:0016020,GO:0016043,GO:0016070,GO:0016192,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0018130,GO:0019001,GO:0019216,GO:0019219,GO:0019220,GO:0019222,GO:0019438,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0022008,GO:0022607,GO:0030141,GO:0030154,GO:0030863,GO:0030864,GO:0031090,GO:0031252,GO:0031253,GO:0031256,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031329,GO:0031344,GO:0031346,GO:0031410,GO:0031974,GO:0031981,GO:0031982,GO:0031983,GO:0032501,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032587,GO:0032774,GO:0032940,GO:0032991,GO:0033674,GO:0034248,GO:0034641,GO:0034645,GO:0034654,GO:0034774,GO:0035639,GO:0035690,GO:0036094,GO:0036230,GO:0036477,GO:0042119,GO:0042176,GO:0042221,GO:0042325,GO:0042327,GO:0042493,GO:0042981,GO:0042995,GO:0043025,GO:0043043,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043167,GO:0043168,GO:0043170,GO:0043209,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043299,GO:0043312,GO:0043549,GO:0043550,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044297,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044430,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044448,GO:0044459,GO:0044463,GO:0044464,GO:0045055,GO:0045321,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045834,GO:0045937,GO:0046483,GO:0046903,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050769,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051252,GO:0051259,GO:0051260,GO:0051338,GO:0051347,GO:0051602,GO:0051716,GO:0051960,GO:0051962,GO:0060205,GO:0060255,GO:0060284,GO:0065003,GO:0065007,GO:0065009,GO:0070013,GO:0070848,GO:0070849,GO:0070887,GO:0071310,GO:0071363,GO:0071364,GO:0071495,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0090218,GO:0090304,GO:0097159,GO:0097367,GO:0097458,GO:0097659,GO:0097708,GO:0098552,GO:0098562,GO:0098574,GO:0098588,GO:0098590,GO:0098805,GO:0098852,GO:0099503,GO:0099568,GO:0101002,GO:0120025,GO:0120035,GO:0120038,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903426,GO:1903427,GO:1903506,GO:1904714,GO:1904813,GO:1990089,GO:1990090,GO:2000026,GO:2000112,GO:2000377,GO:2000378,GO:2001141	-	ko:K03231,ko:K13199	ko03013,ko05134,map03013,map05134	-	-	-	ko00000,ko00001,ko03012,ko03016,ko03019,ko03041,ko04131,ko04147	-	-	-	GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3
XP_015177849.1|gene=LOC107067133|XP_015177849.1	7460.GB44743-PA	0.0	1813.0	COG5406@1|root,KOG1189@2759|Eukaryota,38CR6@33154|Opisthokonta,3BE31@33208|Metazoa,3CXEX@33213|Bilateria,41WX7@6656|Arthropoda,3SGG0@50557|Insecta,46GME@7399|Hymenoptera	33208|Metazoa	E	FACT complex subunit SPT16 N-terminal lobe domain	SUPT16H	GO:0001672,GO:0003674,GO:0003682,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006281,GO:0006325,GO:0006333,GO:0006337,GO:0006351,GO:0006354,GO:0006355,GO:0006357,GO:0006366,GO:0006368,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008023,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010646,GO:0016043,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022411,GO:0023051,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031491,GO:0031498,GO:0031974,GO:0031981,GO:0032774,GO:0032784,GO:0032786,GO:0032968,GO:0032984,GO:0032986,GO:0032991,GO:0033043,GO:0033044,GO:0033554,GO:0034243,GO:0034641,GO:0034645,GO:0034654,GO:0034724,GO:0034728,GO:0035101,GO:0042393,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044877,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048522,GO:0048583,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051276,GO:0051716,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576,GO:1901796,GO:1902275,GO:1902531,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	FACT-Spt16_Nlob,Peptidase_M24,Rtt106,SPT16
XP_015177852.1|gene=LOC107067134|XP_015177852.1	7460.GB50434-PA	1.5e-219	618.0	COG0814@1|root,KOG1304@2759|Eukaryota,39RYR@33154|Opisthokonta,3BM4S@33208|Metazoa,3D3WT@33213|Bilateria,41Y8G@6656|Arthropoda,3SFQB@50557|Insecta	33208|Metazoa	E	amino acid transporter	-	GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015849,GO:0016020,GO:0022857,GO:0031090,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0098588,GO:0098656,GO:0098805,GO:1903825,GO:1905039	-	ko:K14209	ko04138,map04138	-	-	-	ko00000,ko00001,ko02000,ko04131	2.A.18.8	-	-	Aa_trans
XP_015177856.1|gene=LOC107067135|XP_015177856.1	103372.F4W6N5	9.23e-200	560.0	COG0407@1|root,KOG2872@2759|Eukaryota,38DMD@33154|Opisthokonta,3B9C6@33208|Metazoa,3CRC2@33213|Bilateria,41TC6@6656|Arthropoda,3SFQS@50557|Insecta,46H7I@7399|Hymenoptera	33208|Metazoa	H	Uroporphyrinogen decarboxylase (URO-D)	UROD	GO:0001889,GO:0003674,GO:0003824,GO:0004853,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006082,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008198,GO:0009058,GO:0009636,GO:0009719,GO:0009725,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010039,GO:0010243,GO:0014070,GO:0014075,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0019752,GO:0031974,GO:0031981,GO:0032355,GO:0032501,GO:0032502,GO:0033013,GO:0033014,GO:0033993,GO:0034641,GO:0042168,GO:0042221,GO:0042440,GO:0042493,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045471,GO:0046148,GO:0046483,GO:0046501,GO:0046502,GO:0046677,GO:0046685,GO:0046689,GO:0046872,GO:0046914,GO:0048513,GO:0048731,GO:0048732,GO:0048856,GO:0050896,GO:0051186,GO:0051188,GO:0051597,GO:0051716,GO:0060992,GO:0061008,GO:0070013,GO:0070887,GO:0071243,GO:0071704,GO:0097305,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901698,GO:1901700	4.1.1.37	ko:K01599	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R03197,R04972	RC00872	ko00000,ko00001,ko00002,ko01000	-	-	-	URO-D
XP_015177853.1|gene=LOC107067136|XP_015177853.1	132113.XP_003493781.1	2.32e-62	193.0	COG1958@1|root,KOG3428@2759|Eukaryota,3A3TV@33154|Opisthokonta,3BQID@33208|Metazoa,3D786@33213|Bilateria,41Z8C@6656|Arthropoda,3SMGG@50557|Insecta,46I55@7399|Hymenoptera	33208|Metazoa	A	LSM domain	SNRPD1	GO:0000243,GO:0000245,GO:0000375,GO:0000377,GO:0000387,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005682,GO:0005684,GO:0005685,GO:0005686,GO:0005687,GO:0005689,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0006810,GO:0006913,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016071,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0031974,GO:0031981,GO:0032991,GO:0034622,GO:0034641,GO:0034708,GO:0034709,GO:0034715,GO:0034719,GO:0035770,GO:0036464,GO:0043021,GO:0043170,GO:0043186,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0045495,GO:0046483,GO:0046907,GO:0051169,GO:0051170,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060293,GO:0065003,GO:0070013,GO:0070990,GO:0071007,GO:0071010,GO:0071011,GO:0071013,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:0097525,GO:0097526,GO:0120114,GO:1901360,GO:1901363,GO:1902494,GO:1990234,GO:1990446,GO:1990904	-	ko:K11087	ko03040,ko05322,map03040,map05322	M00351,M00352,M00354,M00355,M00398	-	-	ko00000,ko00001,ko00002,ko03032,ko03041	-	-	-	LSM
XP_015177854.1|gene=LOC107067137|XP_015177854.1	12957.ACEP17306-PA	3.68e-123	354.0	COG2032@1|root,KOG0441@2759|Eukaryota,3A707@33154|Opisthokonta,3BT0Q@33208|Metazoa,3D9WT@33213|Bilateria,420EI@6656|Arthropoda,3SP0A@50557|Insecta,46M2I@7399|Hymenoptera	33208|Metazoa	P	Copper/zinc superoxide dismutase (SODC)	-	-	1.15.1.1	ko:K04565	ko04146,ko04213,ko05014,ko05016,ko05020,map04146,map04213,map05014,map05016,map05020	-	-	-	ko00000,ko00001,ko01000	-	-	-	Sod_Cu
XP_015177858.1|gene=LOC107067138|XP_015177858.1	7425.NV12128-PA	1.53e-100	298.0	KOG3882@1|root,KOG3882@2759|Eukaryota,39JGI@33154|Opisthokonta,3BDGF@33208|Metazoa,3CU8K@33213|Bilateria,41YYJ@6656|Arthropoda,3SM33@50557|Insecta,46IQZ@7399|Hymenoptera	33208|Metazoa	S	Tetraspanin family	TSPAN6	GO:0001817,GO:0002682,GO:0002683,GO:0002697,GO:0002698,GO:0002831,GO:0002832,GO:0003674,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007154,GO:0007165,GO:0007166,GO:0008150,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0016020,GO:0016021,GO:0023051,GO:0023052,GO:0023057,GO:0031224,GO:0031226,GO:0031347,GO:0031348,GO:0032101,GO:0032102,GO:0039531,GO:0039532,GO:0043900,GO:0043901,GO:0044425,GO:0044459,GO:0044464,GO:0045088,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050687,GO:0050688,GO:0050776,GO:0050789,GO:0050794,GO:0050896,GO:0051239,GO:0051716,GO:0065007,GO:0071944,GO:0080134,GO:1901222,GO:1901223,GO:1902531,GO:1902532	-	ko:K06497,ko:K06571,ko:K17295	ko04142,ko05202,ko05205,map04142,map05202,map05205	-	-	-	ko00000,ko00001,ko04090,ko04147	-	-	-	Tetraspannin
XP_015177860.1|gene=LOC107067139|XP_015177860.1	12957.ACEP17305-PA	1.24e-70	218.0	COG2032@1|root,KOG0441@2759|Eukaryota,3A1IR@33154|Opisthokonta,3BQA3@33208|Metazoa,3D9YZ@33213|Bilateria,42A9Y@6656|Arthropoda,3SZRU@50557|Insecta,46ITJ@7399|Hymenoptera	33208|Metazoa	P	Superoxide dismutase Cu-Zn	-	-	1.15.1.1	ko:K04565	ko04146,ko04213,ko05014,ko05016,ko05020,map04146,map04213,map05014,map05016,map05020	-	-	-	ko00000,ko00001,ko01000	-	-	-	Sod_Cu
XP_015177861.1|gene=LOC107067140|XP_015177861.1	132113.XP_003491655.1	4.97e-60	190.0	2BDMP@1|root,2S28A@2759|Eukaryota,3A3T7@33154|Opisthokonta,3BSD0@33208|Metazoa,3D92G@33213|Bilateria,4207R@6656|Arthropoda,3SNHX@50557|Insecta,46M83@7399|Hymenoptera	33208|Metazoa	S	Ninjurin	-	-	-	-	-	-	-	-	-	-	-	-	Ninjurin
XP_015177863.1|gene=LOC107067141|XP_015177863.1	7460.GB44774-PA	1.42e-225	634.0	COG0165@1|root,KOG1316@2759|Eukaryota,38CSU@33154|Opisthokonta,3BCPR@33208|Metazoa,3CWDR@33213|Bilateria,41TK8@6656|Arthropoda,3SIE5@50557|Insecta,46JJ6@7399|Hymenoptera	33208|Metazoa	E	Argininosuccinate lyase C-terminal	ASL	GO:0000050,GO:0000053,GO:0001655,GO:0001666,GO:0001822,GO:0001889,GO:0002237,GO:0002376,GO:0003674,GO:0003824,GO:0004056,GO:0005198,GO:0005212,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005783,GO:0005829,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006536,GO:0006541,GO:0006575,GO:0006591,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0007275,GO:0007494,GO:0007517,GO:0007568,GO:0007584,GO:0007610,GO:0007626,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009410,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009636,GO:0009719,GO:0009725,GO:0009791,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010043,GO:0010243,GO:0012505,GO:0014070,GO:0014074,GO:0014075,GO:0016020,GO:0016053,GO:0016829,GO:0016840,GO:0016842,GO:0019627,GO:0019676,GO:0019740,GO:0019752,GO:0019867,GO:0031090,GO:0031667,GO:0031960,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0032496,GO:0032501,GO:0032502,GO:0032870,GO:0033554,GO:0033762,GO:0033993,GO:0034097,GO:0034341,GO:0034612,GO:0034641,GO:0035295,GO:0035690,GO:0036293,GO:0036294,GO:0036477,GO:0042221,GO:0042450,GO:0042493,GO:0042802,GO:0042995,GO:0043005,GO:0043025,GO:0043204,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043434,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044297,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045087,GO:0046394,GO:0046683,GO:0048471,GO:0048513,GO:0048545,GO:0048565,GO:0048731,GO:0048732,GO:0048856,GO:0050896,GO:0051384,GO:0051591,GO:0051704,GO:0051707,GO:0051716,GO:0055123,GO:0060359,GO:0060416,GO:0060538,GO:0060539,GO:0060541,GO:0061008,GO:0061061,GO:0070482,GO:0070852,GO:0070887,GO:0071242,GO:0071310,GO:0071320,GO:0071345,GO:0071346,GO:0071356,GO:0071375,GO:0071377,GO:0071383,GO:0071384,GO:0071385,GO:0071396,GO:0071407,GO:0071417,GO:0071453,GO:0071456,GO:0071466,GO:0071495,GO:0071548,GO:0071549,GO:0071704,GO:0071941,GO:0072001,GO:0072350,GO:0097327,GO:0097458,GO:0098588,GO:0098805,GO:0120025,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901652,GO:1901653,GO:1901654,GO:1901655,GO:1901698,GO:1901699,GO:1901700,GO:1901701	4.3.2.1	ko:K01755	ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,map00220,map00250,map01100,map01110,map01130,map01230	M00029,M00844,M00845	R01086	RC00445,RC00447	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	ASL_C2,Lyase_1
XP_015177864.1|gene=LOC107067142|XP_015177864.1	132113.XP_003491656.1	3.52e-200	565.0	KOG2787@1|root,KOG2787@2759|Eukaryota,38GNE@33154|Opisthokonta,3BARR@33208|Metazoa,3D05Q@33213|Bilateria,41V4C@6656|Arthropoda,3SJ15@50557|Insecta,46GWQ@7399|Hymenoptera	33208|Metazoa	V	Lanthionine synthetase C-like protein	LANCL1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0004888,GO:0004930,GO:0005102,GO:0005488,GO:0005515,GO:0005524,GO:0005525,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0005887,GO:0005938,GO:0006355,GO:0007154,GO:0007165,GO:0007186,GO:0008144,GO:0008150,GO:0008270,GO:0008289,GO:0009787,GO:0009789,GO:0009889,GO:0009890,GO:0009892,GO:0009966,GO:0009967,GO:0009987,GO:0010314,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010646,GO:0010647,GO:0015629,GO:0016020,GO:0016021,GO:0017076,GO:0017124,GO:0019001,GO:0019219,GO:0019222,GO:0019904,GO:0023051,GO:0023052,GO:0023056,GO:0030554,GO:0030863,GO:0030864,GO:0031224,GO:0031226,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032266,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032561,GO:0033218,GO:0035091,GO:0035639,GO:0036094,GO:0038023,GO:0042277,GO:0043167,GO:0043168,GO:0043169,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043295,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044459,GO:0044464,GO:0045892,GO:0045934,GO:0046872,GO:0046914,GO:0048037,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0050750,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0070273,GO:0070325,GO:0071944,GO:0072341,GO:0080090,GO:0097159,GO:0097367,GO:0099568,GO:1900750,GO:1901265,GO:1901363,GO:1901419,GO:1901421,GO:1901681,GO:1901981,GO:1902679,GO:1903506,GO:1903507,GO:1905957,GO:1905959,GO:2000112,GO:2000113,GO:2001141	-	-	-	-	-	-	-	-	-	-	LANC_like
XP_015177867.1|gene=LOC107067143|XP_015177867.1	103372.F4WC33	4.17e-190	535.0	KOG3662@1|root,KOG3662@2759|Eukaryota,3A497@33154|Opisthokonta,3BR05@33208|Metazoa,3D7XZ@33213|Bilateria,41ZKV@6656|Arthropoda,3SMHZ@50557|Insecta,46IRT@7399|Hymenoptera	33208|Metazoa	L	Calcineurin-like phosphoesterase	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005794,GO:0006464,GO:0006470,GO:0006497,GO:0006505,GO:0006506,GO:0006629,GO:0006643,GO:0006644,GO:0006650,GO:0006661,GO:0006664,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006888,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009059,GO:0009247,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016192,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0019637,GO:0031224,GO:0034645,GO:0036211,GO:0042157,GO:0042158,GO:0042578,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0045017,GO:0046467,GO:0046474,GO:0046486,GO:0046488,GO:0046907,GO:0048193,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1903509	-	-	-	-	-	-	-	-	-	-	Metallophos
XP_015177865.1|gene=LOC107067145|XP_015177865.1	12957.ACEP12767-PA	1.22e-54	171.0	2DEFE@1|root,2S5Q4@2759|Eukaryota,3A7IJ@33154|Opisthokonta,3BTD4@33208|Metazoa,3D984@33213|Bilateria,420QB@6656|Arthropoda,3SP5T@50557|Insecta,46J2N@7399|Hymenoptera	33208|Metazoa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
