HOG	run	run_label	CAFE_track	n_species_in_count_table	n_species_present	max_tip_copy_number	total_tip_copy_number	polistinae_total_copies	vespinae_total_copies	social_wasp_total_copies	outgroup_total_copies	Vespula_vulgaris_copies	Polistes_dominula_copies	Ancistrocerus_nigricornis_copies	inference	OG	gene_tree_parent_clade	consensus_gene_name	consensus_method	consensus_evidence	Vespula_vulgaris_member_count	Vespula_vulgaris_gene_ids	Vespula_vulgaris_gene_symbols	Vespula_vulgaris_gene_names	Vespula_vulgaris_annotation_sources	Vespula_vulgaris_annotated_member_count	Polistes_dominula_member_count	Polistes_dominula_gene_ids	Polistes_dominula_gene_symbols	Polistes_dominula_gene_names	Polistes_dominula_annotation_sources	Polistes_dominula_annotated_member_count	Ancistrocerus_nigricornis_member_count	Ancistrocerus_nigricornis_gene_ids	Ancistrocerus_nigricornis_gene_symbols	Ancistrocerus_nigricornis_gene_names	Ancistrocerus_nigricornis_annotation_sources	Ancistrocerus_nigricornis_annotated_member_count	chemosensory_family_flag	TE_related_HOG_flag	TE_filter_reason	present_in_social_wasps	biological_interest_class	interpretation_note
N0.HOG0000676	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	14	2	23	7	14	21	2	2	2	2	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000518	n0	dynein family	conservative keyword family rule	dynein light chain Tctex-type protein 2B-like; dynein light chain Tctex-type 5-like; tctex1 domain-containing protein 2-like; tctex1 domain-containing protein 1-like; tctex1 domain-containing protein 1-like; dynein light chain Tctex-type 5-like	2	LOC127066211; LOC127063376	LOC127066211; LOC127063376	dynein light chain Tctex-type protein 2B-like; dynein light chain Tctex-type 5-like	NCBI: vv_genetable.csv	2	2	LOC107070009; LOC107064184	LOC107070009; LOC107064184	tctex1 domain-containing protein 2-like; tctex1 domain-containing protein 1-like	NCBI: pd_genetable.csv	2	2	ENSANRG00005009292; ENSANRG00005005325	CG12836; CG14763; CG12836; CG14763; LOC107064184; LOC127063376	tctex1 domain-containing protein 1-like; dynein light chain Tctex-type 5-like	OrthoFinder orthology transfer from: Drosophila_melanogaster; OrthoFinder orthology transfer from: Drosophila_melanogaster; Polistes_dominula; Vespula_vulgaris	2	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000684	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	9	1	9	4	5	9	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000526	n2	Equilibrative nucleoside transporter 2 / NADPH-dependent diflavin oxidoreductase 1-like	weighted recurring annotation	Equilibrative nucleoside transporter 2; NADPH-dependent diflavin oxidoreductase 1-like	1	LOC127061415	Ent2	Equilibrative nucleoside transporter 2	NCBI: vv_genetable.csv	1	1	LOC107065505	LOC107065505	NADPH-dependent diflavin oxidoreductase 1-like	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000692	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	6	14	10	4	14	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000530	n57	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000699	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	3	5	0	0	0	5	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000536	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000702	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	14	4	23	12	10	22	1	2	2	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000539	n0	Domain of unknown function (DUF4776) / Protein phosphatase 1c interacting protein 1	weighted recurring annotation	Domain of unknown function (DUF4776); Protein phosphatase 1c interacting protein 1	2	LOC127071037; LOC127071470	LOC127071037; LOC127071470	Domain of unknown function (DUF4776)	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	2	2	LOC107070481; LOC107065954	LOC107070481; Ppi1	Domain of unknown function (DUF4776); Protein phosphatase 1c interacting protein 1	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback; NCBI: pd_genetable.csv	2	1	ENSANRG00005000917	LOC107070481; LOC127071037	Domain of unknown function (DUF4776)	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000758	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	1	1	1	0	0	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000588	n1	fatty acid-binding protein 12-like; fatty acid-binding protein, adipocyte-like	weighted recurring annotation	fatty acid-binding protein 12-like; fatty acid-binding protein, adipocyte-like	0					0	0					0	1	ENSANRG00005004726	LOC107068094; LOC127072878	fatty acid-binding protein 12-like; fatty acid-binding protein, adipocyte-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	FALSE	FALSE		TRUE	lipid metabolism / possible chemical communication	Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000783	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	0	2	2	1	0	0	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000609	n1	Multi drug resistance 49	weighted recurring annotation	Multi drug resistance 49	0					0	0					0	1	ENSANRG00005005989	CG10226; Mdr49	Multi drug resistance 49	OrthoFinder orthology transfer from: Drosophila_melanogaster; Polistes_dominula; Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000797	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	13	2	17	9	7	16	1	1	2	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000621	n0	IgA FC receptor-like / CDK2-associated protein 1	weighted recurring annotation	CDK2-associated protein 1; cyclin-dependent kinase 2-associated protein 1-like; IgA FC receptor-like; IgA FC receptor-like; CDK2-associated protein 1	1	LOC127064801	CDK2AP1	CDK2-associated protein 1	NCBI: vv_genetable.csv	1	2	LOC107066063; LOC107066104	LOC107066063; LOC107066104	cyclin-dependent kinase 2-associated protein 1-like; IgA FC receptor-like	NCBI: pd_genetable.csv	2	1	ENSANRG00005008627	CG15142; LOC107066104; CDK2AP1	IgA FC receptor-like; CDK2-associated protein 1	OrthoFinder orthology transfer from: Drosophila_melanogaster; Polistes_dominula; Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000799	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	15	4	18	8	9	17	1	1	1	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000622	n10	Meis homeobox homothorax	weighted recurring annotation	Meis homeobox homothorax	1	LOC127069422	hth	Meis homeobox homothorax	NCBI: vv_genetable.csv	1	1	LOC107070985	hth	Meis homeobox homothorax	NCBI: pd_genetable.csv	1	1	ENSANRG00005000052	hth	Meis homeobox homothorax	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000833	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	4	0	0	0	4	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000646	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000847	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	2	1	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000659	n1	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000861	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000672	n2	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000868	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000676	n89	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000916	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	11	4	21	4	14	18	3	4	1	3	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000717	n0	Adenylate cyclase type 10-like / adenylate cyclase type 10-like; Adenylate cyclase type 10-like	weighted recurring annotation	Adenylate cyclase type 10-like; adenylate cyclase type 10-like; adenylate cyclase type 10-like; Adenylate cyclase type 10-like	4	LOC127067165; LOC127067172; LOC127067173; LOC127067175	LOC127067165; LOC127067172; LOC127067173; LOC127067175	Adenylate cyclase type 10-like; adenylate cyclase type 10-like	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback; NCBI: vv_genetable.csv	4	1	LOC107074249	LOC107074249	adenylate cyclase type 10-like	NCBI: pd_genetable.csv	1	3	ENSANRG00005004793; ENSANRG00005003392; ENSANRG00005004717	LOC107074249; LOC127067165; LOC127067172; LOC127067173; LOC127067175	adenylate cyclase type 10-like; Adenylate cyclase type 10-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	3	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000918	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	14	2	15	6	9	15	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000719	n0	A disintegrin and metalloproteinase with thrombospondin motifs 2-like	weighted recurring annotation	A disintegrin and metalloproteinase with thrombospondin motifs 2-like	1	LOC127064927	LOC127064927	A disintegrin and metalloproteinase with thrombospondin motifs 2-like	NCBI: vv_genetable.csv	1	1	LOC107070670	LOC107070670	A disintegrin and metalloproteinase with thrombospondin motifs 2-like	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000937	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	0	0	0	3	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000735	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0000989	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	0	0	2	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000772	n71	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001041	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	1	4	2	2	4	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000821	n1	cysteine-rich DPF motif domain-containing protein 1	weighted recurring annotation	cysteine-rich DPF motif domain-containing protein 1	1	LOC127062064	LOC127062064	cysteine-rich DPF motif domain-containing protein 1	NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001051	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	1	4	3	1	4	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000828	n1	electron transfer flavoprotein regulatory factor orsai	weighted recurring annotation	electron transfer flavoprotein regulatory factor orsai	0					0	1	LOC107066974	osi	electron transfer flavoprotein regulatory factor orsai	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001075	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	15	3	21	7	11	18	3	1	2	3	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000848	n0	Kringle domain	weighted recurring annotation	Kringle domain	1	LOC127063448	LOC127063448	Kringle domain	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	1	2	LOC107071650; LOC107071648	LOC107071650; LOC107071648	Kringle domain	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	2	3	ENSANRG00005007025; ENSANRG00005005411; ENSANRG00005007175	LOC107071648; LOC107071650; LOC127063448	Kringle domain	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	2	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001076	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	7	8	0	0	0	8	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000849	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001087	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	9	16	36	28	8	36	0	0	2	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000860	n0	unannotated HOG	no usable local annotation		0					0	2	LOC107070852; LOC107063789	LOC107070852; LOC107063789		NCBI: pd_genetable.csv	2	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001111	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	15	1	15	5	9	14	1	1	1	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000875	n76	ribonuclease H1	weighted recurring annotation	ribonuclease H1	1	LOC127063231	rnh1	ribonuclease H1	NCBI: vv_genetable.csv	1	1	LOC107065617	rnh1	ribonuclease H1	NCBI: pd_genetable.csv	1	1	ENSANRG00005010914	rnh1	ribonuclease H1	OrthoFinder orthology transfer from: Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001120	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	11	1	11	5	6	11	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000881	n45	calcium-activated potassium channel slo	weighted recurring annotation	calcium-activated potassium channel slo	1	LOC127061356	slo	calcium-activated potassium channel slo	NCBI: vv_genetable.csv	1	1	LOC107073658	slo	calcium-activated potassium channel slo	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001154	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	0	0	2	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000914	n0	CG5597	symbol fallback	CG5597	0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001188	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0000947	n1	unannotated HOG	no usable local annotation		0					0	1	LOC107065779	LOC107065779		NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001287	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	1	1	1	0	0	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0001041	n7	ciliary rootlet coiled-coil, rootletin	weighted recurring annotation	ciliary rootlet coiled-coil, rootletin	0					0	0					0	1	ENSANRG00005006555	Root	ciliary rootlet coiled-coil, rootletin	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001301	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	10	1	10	3	6	9	1	1	1	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0001052	n2	Eph receptor tyrosine kinase	weighted recurring annotation	Eph receptor tyrosine kinase	1	LOC127066064	Eph	Eph receptor tyrosine kinase	NCBI: vv_genetable.csv	1	1	LOC107064327	Eph	Eph receptor tyrosine kinase	NCBI: pd_genetable.csv	1	1	ENSANRG00005003833	Eph	Eph receptor tyrosine kinase	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001302	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	3	0	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0001052	n12	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001330	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	1	0	1	2	0	0	2	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0001076	n2	Protein tyrosine phosphatase 52F	weighted recurring annotation	Protein tyrosine phosphatase 52F	0					0	0					0	2	ENSANRG00005002143; ENSANRG00005001553	Ptp52F	Protein tyrosine phosphatase 52F	OrthoFinder orthology transfer from: Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0001355	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	1	1	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0001099	n1	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
