"ortholog","hog_n13","orthogroup","broad_orthogroup","gene_tree_parent_clade","gene_pd","gene_vv","genomic_member_count_pd","genomic_member_count_vv","relationship_class","gene_dmel","gene_dmel_from_pd_str","gene_dmel_from_vv_str","gene_dmel_shared_str","gene_dmel_union_str","dmel_mapping_confidence","symbol_pd","description_pd","genetype_pd","ntranscripts_pd","symbol_vv","description_vv","genetype_vv","ntranscripts_vv","chromosome_vv","accession_vv","start_vv","stop_vv","symbol_dmel","description_dmel","genetype_dmel","highest_tissue_Female","highest_tissue_Larva","highest_tissue_Male","top_log2_enrich_Female","top_log2_enrich_Larva","top_log2_enrich_Male","tau_Female","tau_Larva","tau_Male","identical_symbol_pd_vv","loading_SC","loading_Stage","loading_Species","top_SC","top_SC_pos","top_SC_neg","top_Stage","top_Stage_pos","top_Stage_neg","top_Species","top_Species_pos","top_Species_neg","rank_SC_loading_pos","rank_SC_loading_neg","rank_Stage_loading_pos","rank_Stage_loading_neg","rank_Species_loading_pos","rank_Species_loading_neg","VIP_SC","VIP_Stage","VIP_Species"
"N13.HOG0009682","N13.HOG0009682","N13.HOG0009682","OG0006111","n0","LOC107065929","LOC127071744",1,1,"one_to_one","FBgn0033054","FBgn0033054","FBgn0033054","FBgn0033054","FBgn0033054","shared_pd_and_vv","LOC107065929","transmembrane protein 164","PROTEIN_CODING","4","LOC127071744","transmembrane protein 164","PROTEIN_CODING","1","1","NC_066586.1","14593931","14596860","CG14591","","PROTEIN_CODING","Eye","Midgut","Eye","5.49952589557137","-1.8318730914278","3.07052026665422","0.904354553492485","0.63","0.898292983708704",FALSE,-0.00772777225678502,0.00605078683068621,0.015933864565038,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,1395,1570,NA,1099,NA,0.821785862359212,0.870306454044405,1.09816582986843
"N13.HOG0009683","N13.HOG0009683","N13.HOG0009683","OG0006112","n0","LOC107067826","LOC127070610",1,1,"one_to_one","FBgn0002036","FBgn0002036","FBgn0002036","FBgn0002036","FBgn0002036","shared_pd_and_vv","LOC107067826","spermine oxidase-like","PROTEIN_CODING","1","LOC127070610","peroxisomal N(1)-acetyl-spermine/spermidine oxidase-like","PROTEIN_CODING","1","19","NC_066604.1","3710880","3713726","CG10561","","PROTEIN_CODING","Ganglion","Tubule","Eye","2.13108811312164","0.930097677969976","0.194273700632092","0.61681446111869","0.333333333333333","0.56745285553108",FALSE,-0.0119462645021293,-0.00668776738471453,-0.0214692852423989,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,994,NA,1671,NA,189,1.10325873652146,1.15335409758898,1.47966837226879
"N13.HOG0009684","N13.HOG0009684","N13.HOG0009684","OG0006113","n0","LOC107063862","LOC127066186",1,1,"one_to_one","FBgn0034481, FBgn0034592","FBgn0034481, FBgn0034592","FBgn0034481, FBgn0034592","FBgn0034481, FBgn0034592","FBgn0034481, FBgn0034592","shared_pd_and_vv","LOC107063862","EF-hand calcium-binding domain-containing protein 2","PROTEIN_CODING","1","LOC127066186","dynein regulatory complex protein 8-like","PROTEIN_CODING","4","9","NC_066594.1","7257996","7260056","CG11041 | CG9406","","PROTEIN_CODING","Ganglion | Fat Body","Fat Body","Ganglion | Tubule","2.64045048792882 | 17.6800366722882","18.2419133437838 | -1.31120009327698","0.297385586845031 | -3.81971027635492","0.867924528301887 | 0.80952380952381","0.959677419354839 | 0.976851851851852","0.869747899159664 | 0.861630516080778",FALSE,-0.0220287686893443,0.00290124968200282,0.00733998101802543,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,351,1931,NA,1733,NA,0.730359727038401,0.402574431112519,0.505873280959397
"N13.HOG0009685","N13.HOG0009685","N13.HOG0009685","OG0006114","n0","LOC107065146","LOC127068896",1,1,"one_to_one","FBgn0000008","FBgn0000008","FBgn0000008","FBgn0000008","FBgn0000008","shared_pd_and_vv","LOC107065146","multiple PDZ domain protein-like","PROTEIN_CODING","1","LOC127068896","uncharacterized LOC127068896","PROTEIN_CODING","2","14","NC_066599.1","1450748","1484635","a","arc","PROTEIN_CODING","Ovary","Fat Body","Fat Body","0.308685447574502","0.704314418180881","2.0455139584691","0.499743852459016","0.714592274678112","0.658606921029281",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009686","N13.HOG0009686","N13.HOG0009686","OG0006115","n0","LOC107072664","LOC127065137",1,1,"one_to_one","FBgn0046687","FBgn0046687","FBgn0046687","FBgn0046687","FBgn0046687","shared_pd_and_vv","Tre1","Trapped in endoderm 1","PROTEIN_CODING","3","Tre1","Trapped in endoderm 1","PROTEIN_CODING","3","7","NC_066592.1","4187078","4190614","Tre1","Trapped in endoderm 1","PROTEIN_CODING","Salivary Gland","Hindgut","Salivary Gland","0.970266847655677","1.45911532885835","3.15437815644898","0.739891041162228","0.737291849255039","0.889026466491255",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009687","N13.HOG0009687","N13.HOG0009687","OG0006116","n0","LOC107072655","LOC127064965",1,1,"one_to_one","FBgn0046685","FBgn0046685","FBgn0046685","FBgn0046685","FBgn0046685","shared_pd_and_vv","Wsck","tyrosine-protein kinase Wsck","PROTEIN_CODING","1","Wsck","tyrosine-protein kinase Wsck","PROTEIN_CODING","1","7","NC_066592.1","4183961","4187621","Wsck","Wsck","PROTEIN_CODING","Hindgut","Salivary Gland","Salivary Gland","1.73779182726189","2.66449560564861","1.81252376554271","0.574312714776632","0.814318181818182","0.575822603719599",TRUE,-0.0342348857925666,-0.0096136635674783,-0.00570240196489967,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,39,NA,1391,NA,1729,1.09301101810293,0.527373753072836,0.39301093344096
"N13.HOG0009688","N13.HOG0009688","N13.HOG0009688","OG0006117","n0","LOC107072320","LOC127066091",1,1,"one_to_one","FBgn0036356","FBgn0036356","FBgn0036356","FBgn0036356","FBgn0036356","shared_pd_and_vv","LOC107072320","GPN-loop GTPase 2","PROTEIN_CODING","1","LOC127066091","GPN-loop GTPase 2","PROTEIN_CODING","1","9","NC_066594.1","6712267","6713482","CG10222","","PROTEIN_CODING","Ovary","Salivary Gland","Eye","0.527307617232208","0.375777994821587","1.42103573771756","0.471745350500715","0.274137931034483","0.242145820983995",FALSE,-0.00844312821166905,-0.00920601823447179,-0.0200090161248191,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,1321,NA,1430,NA,339,1.04508995660265,1.11811556560416,1.37902626872933
"N13.HOG0009689","N13.HOG0009689","N13.HOG0009689","OG0006118","n0","LOC107072319","LOC127066090",1,1,"one_to_one","FBgn0032204","FBgn0032204","FBgn0032204","FBgn0032204","FBgn0032204","shared_pd_and_vv","LOC107072319","trafficking protein particle complex subunit 13","PROTEIN_CODING","2","LOC127066090","trafficking protein particle complex subunit 13","PROTEIN_CODING","5","9","NC_066594.1","6710042","6714004","CG4953","","PROTEIN_CODING","Hindgut","Salivary Gland","Hindgut","0.728831089827502","0.768360691156478","1.33226114064831","0.296142972536349","0.229452054794521","0.264963416096917",FALSE,-0.0184821594244003,-0.00744269521983942,0.00788526729415752,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,529,NA,1583,1684,NA,0.716772259462122,0.530413817055424,0.543454544029649
"N13.HOG0009690","N13.HOG0009690","N13.HOG0009690","OG0006119","n0","LOC107071169","LOC127067152",1,1,"one_to_one","FBgn0001255","FBgn0001255","FBgn0001255","FBgn0001255","FBgn0001255","shared_pd_and_vv","ImpE3","Ecdysone-inducible gene E3","PROTEIN_CODING","1","ImpE3","Ecdysone-inducible gene E3","PROTEIN_CODING","1","10","NC_066595.1","1711013","1715069","ImpE3","Ecdysone-inducible gene E3","PROTEIN_CODING","Fat Body","Midgut","Salivary Gland","1.47392972273903","-1.72426718584398","1.36878105001031","0.365714285714286","0.462628865979381","0.508055853920516",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009691","N13.HOG0009691","N13.HOG0009691","OG0006120","n0","LOC107071197","LOC127067148",1,1,"one_to_one","FBgn0014417","FBgn0014417","FBgn0014417","FBgn0014417","FBgn0014417","shared_pd_and_vv","Naglu","N-acetyl-alpha-glucosaminidase","PROTEIN_CODING","1","Naglu","N-acetyl-alpha-glucosaminidase","PROTEIN_CODING","1","10","NC_066595.1","1628147","1633060","Naglu","N-acetyl-alpha-glucosaminidase","PROTEIN_CODING","Fat Body","Fat Body","Fat Body","0.311071462600116","2.67683295324366","1.41651776056876","0.465643274853801","0.961343225302616","0.56956043956044",TRUE,-0.0122696341460382,0.016537430875872,0.0174624747583685,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,968,730,NA,852,NA,1.12591812428951,1.1762349885522,1.20351801700748
"N13.HOG0009692","N13.HOG0009692","N13.HOG0009692","OG0006121","n0","LOC107071200","LOC127067238",1,1,"one_to_one","FBgn0023514","FBgn0023514","FBgn0023514","FBgn0023514","FBgn0023514","shared_pd_and_vv","LOC107071200","WD repeat-containing protein 18","PROTEIN_CODING","1","LOC127067238","WD repeat-containing protein 18","PROTEIN_CODING","1","10","NC_066595.1","1533147","1536159","CG14805","","PROTEIN_CODING","Ovary","Fat Body","Hindgut","0.26536857773083","1.16710985820451","0.852646325462282","0.334512124711316","0.541725852272727","0.231643885327205",FALSE,0.00829355707650243,-0.0204850759257462,-0.0179031792108852,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1239,NA,NA,550,NA,642,1.21836767739083,1.31419013867675,1.23389147530125
"N13.HOG0009693","N13.HOG0009693","N13.HOG0009693","OG0006122","n0","LOC107071193","LOC127067237",1,1,"one_to_one","FBgn0039862","FBgn0039862","FBgn0039862","FBgn0039862","FBgn0039862","shared_pd_and_vv","LOC107071193","leucine-rich repeat-containing protein 24-like","PROTEIN_CODING","7","LOC127067237","leucine-rich repeat-containing protein 24-like","PROTEIN_CODING","6","10","NC_066595.1","1521366","1527453","kek6","kekkon 6","PROTEIN_CODING","Brain","Tubule","Brain","4.04306666859261","2.41503098713521","2.75660946244306","0.840188419117647","0.856770833333333","0.818274803954995",FALSE,-0.01072734024823,0.010251515507735,-0.0153360618538913,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,1098,1152,NA,NA,1072,0.892338094214717,0.92119495184234,1.05696512129554
"N13.HOG0009694","N13.HOG0009694","N13.HOG0009694","OG0006123","n0","LOC107071419","LOC127065986",1,1,"one_to_one","FBgn0038221","FBgn0038221","FBgn0038221","FBgn0038221","FBgn0038221","shared_pd_and_vv","IFT54","intraflagellar transport 54","PROTEIN_CODING","1","IFT54","intraflagellar transport 54","PROTEIN_CODING","1","8","NC_066593.1","5530855","5533609","IFT54","Intraflagellar transport 54","PROTEIN_CODING","Midgut","Midgut","Midgut","2.6745903537801","1.14974464305314","1.32192636365574","0.762048192771084","0.556338028169014","0.811428571428571",TRUE,-0.00784380925759105,0.000475399609027114,-0.0174522624829164,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,1386,2231,NA,NA,706,0.852803585288137,0.904690113937782,1.20281418449397
"N13.HOG0009695","N13.HOG0009695","N13.HOG0009695","OG0006124","n0","LOC107066383","LOC127072713",1,1,"one_to_one","","","","","","none","LOC107066383","uncharacterized LOC107066383","PROTEIN_CODING","2","LOC127072713","uncharacterized LOC127072713","PROTEIN_CODING","1","2","NC_066587.1","12057158","12063058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009696","N13.HOG0009696","N13.HOG0009696","OG0006125","n0","LOC107069727","LOC127067952",1,1,"one_to_one","FBgn0029858","FBgn0029858","FBgn0029858","FBgn0029858","FBgn0029858","shared_pd_and_vv","mldr","mitochondrial ribonuclease P catalytic subunit","PROTEIN_CODING","1","mldr","mitochondrial ribonuclease P catalytic subunit","PROTEIN_CODING","1","12","NC_066597.1","5313822","5316013","mldr","mulder","PROTEIN_CODING","Ovary","Salivary Gland","Hindgut","0.0922584656961165","1.02727236919172","1.18193951005656","0.268805309734513","0.328651685393258","0.301286391333785",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009697","N13.HOG0009697","N13.HOG0009697","OG0006126","n0","LOC107069059","LOC127063949",1,1,"one_to_one","FBgn0036742","FBgn0036742","FBgn0036742","FBgn0036742","FBgn0036742","shared_pd_and_vv","LOC107069059","prostaglandin E2 receptor EP3 subtype","PROTEIN_CODING","4","LOC127063949","prostaglandin E2 receptor EP3 subtype","PROTEIN_CODING","3","5","NC_066590.1","7995048","8005985","Pgr","Prostaglandin receptor","PROTEIN_CODING","Hindgut","Hindgut","Hindgut","2.45465412094614","1.36223571624223","0.816909168330989","0.739773355444997","0.722852512155592","0.668709728115669",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009698","N13.HOG0009698","N13.HOG0009698","OG0006127","n0","LOC107072365","LOC127064299",1,1,"one_to_one","FBgn0037766","FBgn0037766","FBgn0037766","FBgn0037766","FBgn0037766","shared_pd_and_vv","Teh1","tipE homolog 1","PROTEIN_CODING","1","Teh1","tipE homolog 1","PROTEIN_CODING","1","5","NC_066590.1","7644074","7673245","Teh1","tipE homolog 1","PROTEIN_CODING","Brain","Fat Body","Brain","4.98780521704779","-0.736946358745272","3.02038047163431","0.858181818181818","0.833333333333333","0.85327798454051",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009699","N13.HOG0009699","N13.HOG0009699","OG0006128","n0","LOC107068931","LOC127066557",1,1,"one_to_one","FBgn0027620","FBgn0027620","FBgn0027620","FBgn0027620","FBgn0027620","shared_pd_and_vv","Acf","ATP-dependent chromatin assembly factor large subunit","PROTEIN_CODING","3","Acf","ATP-dependent chromatin assembly factor large subunit","PROTEIN_CODING","8","9","NC_066594.1","197759","207124","Acf","ATP-dependent chromatin assembly factor large subunit","PROTEIN_CODING","Ovary","Fat Body","Brain","0.539786329632358","1.72912652926546","1.28969213438442","0.679671968190855","0.603268945022288","0.371958285052144",TRUE,-0.00497350369906067,-0.00489805382239197,-0.0169898894905409,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,1749,NA,1860,NA,774,0.837968277810197,0.908159804943734,1.1709473251512
"N13.HOG0009700","N13.HOG0009700","N13.HOG0009700","OG0006129","n0","LOC107071512","LOC127064112",1,1,"one_to_one","FBgn0034249","FBgn0034249","FBgn0034249","FBgn0034249","FBgn0034249","shared_pd_and_vv","LOC107071512","dentin sialophosphoprotein-like","PROTEIN_CODING","1","LOC127064112","uncharacterized LOC127064112","PROTEIN_CODING","2","5","NC_066590.1","8295645","8299899","RhoGAP54D","Rho GTPase activating protein at 54D","PROTEIN_CODING","Ovary","Fat Body","Midgut","0.633636253190997","-1.34792171083689","2.47293452341243","0.926688388625592","0.272727272727273","0.955338657202011",FALSE,-0.0124128145669925,-0.000908455694433476,0.0210798984337282,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,953,NA,2374,295,NA,1.05585389715885,1.09320745219796,1.4528317384981
"N13.HOG0009701","N13.HOG0009701","N13.HOG0009701","OG0006130","n0","LOC107065651","LOC127067935",1,1,"one_to_one","FBgn0039492","FBgn0039492","FBgn0039492","FBgn0039492","FBgn0039492","shared_pd_and_vv","LOC107065651","lateral signaling target protein 2 homolog","PROTEIN_CODING","1","LOC127067935","lateral signaling target protein 2 homolog","PROTEIN_CODING","1","12","NC_066597.1","1048815","1069821","CG6051","","PROTEIN_CODING","Hindgut","Midgut","Salivary Gland","1.35405850572019","1.8929390118745","1.17850390628152","0.543515779092702","0.586925795053004","0.337474120082816",FALSE,0.0172165697256168,0.0131723275382976,0.0131926949538045,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,578,NA,930,NA,1347,NA,0.962564363855027,0.908633957131097,0.90924375207348
"N13.HOG0009702","N13.HOG0009702","N13.HOG0009702","OG0006131","n0","LOC107070899","LOC127068496",1,1,"one_to_one","FBgn0038584","FBgn0038584","FBgn0038584","FBgn0038584","FBgn0038584","shared_pd_and_vv","mTerf5","mitochondrial transcription termination factor 5","PROTEIN_CODING","1","mTerf5","mitochondrial transcription termination factor 5","PROTEIN_CODING","3","13","NC_066598.1","2179711","2181995","mTerf5","mitochondrial transcription termination factor 5","PROTEIN_CODING","Ovary","Tubule","Tubule","0.287305917606047","0.672425253571076","1.5418130028976","0.382605495583906","0.212074303405573","0.530902683654107",TRUE,-0.0112741463584303,-0.010817406682666,0.019976057732773,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,1043,NA,1283,462,NA,1.09100860685239,1.14597148339338,1.37675476831556
"N13.HOG0009703","N13.HOG0009703","N13.HOG0009703","OG0006132","n0","LOC107071940","LOC127072783",1,1,"one_to_one","FBgn0000536","FBgn0000536","FBgn0000536","FBgn0000536","FBgn0000536","shared_pd_and_vv","eas","ethanolamine kinase 1","PROTEIN_CODING","3","eas","ethanolamine kinase 1","PROTEIN_CODING","4","2","NC_066587.1","5850224","5853169","eas","easily shocked","PROTEIN_CODING","Hindgut","Tubule","Hindgut","2.71713908931868","2.19304628171325","1.77589327456603","0.708633031922181","0.675575924724205","0.614802451070057",TRUE,-0.000300092221510556,-0.00996426049354527,0.0191177251153984,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,2425,NA,1359,586,NA,0.990448351511586,1.08928047992238,1.31759827509856
"N13.HOG0009704","N13.HOG0009704","N13.HOG0009704","OG0006133","n0","LOC107065201","LOC127068070",1,1,"one_to_one","FBgn0027095","FBgn0027095","FBgn0027095","FBgn0027095","FBgn0027095","shared_pd_and_vv","Manf","mesencephalic astrocyte-derived neurotrophic factor","PROTEIN_CODING","1","Manf","mesencephalic astrocyte-derived neurotrophic factor","PROTEIN_CODING","1","12","NC_066597.1","1000948","1002412","Manf","Mesencephalic astrocyte-derived neurotrophic factor","PROTEIN_CODING","Salivary Gland","Salivary Gland","Salivary Gland","0.791275621036525","2.29209223390721","0.369500373839802","0.550744742990654","0.656239814580089","0.507312236635545",TRUE,0.00305706878794572,-0.0124264393318786,0.0177798107447654,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1834,NA,NA,1143,796,NA,0.98645243432936,1.08062982383904,1.22538889054392
"N13.HOG0009705","N13.HOG0009705","N13.HOG0009705","OG0006134","n0","LOC107069331","LOC127061692",1,1,"one_to_one","FBgn0038233","FBgn0038233","FBgn0038233","FBgn0038233","FBgn0038233","shared_pd_and_vv","HtrA2","HTRA2-related serine protease","PROTEIN_CODING","3","HtrA2","HTRA2-related serine protease","PROTEIN_CODING","1","2","NC_066587.1","449440","451585","HtrA2","HTRA2-related serine protease","PROTEIN_CODING","Hindgut","Fat Body","Hindgut","0.176250592824528","0.413481877817149","-1.04350142208454","0.3896875","0.198220064724919","0.289046230737193",TRUE,0.00332152555079204,-0.00377003901869217,-0.0194798208905095,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1793,NA,NA,2004,NA,416,0.935862072926621,1.02393606699368,1.34255400418384
"N13.HOG0009706","N13.HOG0009706","N13.HOG0009706","OG0006135","n0","LOC107070830","LOC127067656",1,1,"one_to_one","FBgn0039749","FBgn0039749","FBgn0039749","FBgn0039749","FBgn0039749","shared_pd_and_vv","LOC107070830","uncharacterized LOC107070830","PROTEIN_CODING","1","LOC127067656","uncharacterized LOC127067656","PROTEIN_CODING","2","11","NC_066596.1","5581522","5585326","CG11498","","PROTEIN_CODING","Eye","Hindgut","Eye","4.02482433041705","1.73695437328582","3.43078803300054","0.872013651877133","0.95","0.896885069817401",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009707","N13.HOG0009707","N13.HOG0009707","OG0006136","n0","LOC107067825","LOC127070612",1,1,"one_to_one","FBgn0037664","FBgn0037664","FBgn0037664","FBgn0037664","FBgn0037664","shared_pd_and_vv","LOC107067825","uncharacterized LOC107067825","PROTEIN_CODING","1","LOC127070612","uncharacterized LOC127070612","PROTEIN_CODING","2","19","NC_066604.1","3688086","3693453","CG8420","","PROTEIN_CODING","Ovary","Hindgut","Fat Body","0.265267895119493","0.859822075391894","-3.22178536188676","0.952624309392265","0.951814058956916","0.785714285714286",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009708","N13.HOG0009708","N13.HOG0009708","OG0006137","n0","LOC107069122","LOC127070842",1,1,"one_to_one","FBgn0032880","FBgn0032880","FBgn0032880","FBgn0032880","FBgn0032880","shared_pd_and_vv","TM9SF2","transmembrane 9 superfamily protein member 2","PROTEIN_CODING","2","TM9SF2","transmembrane 9 superfamily protein member 2","PROTEIN_CODING","2","19","NC_066604.1","3191495","3196492","TM9SF2","Transmembrane 9 superfamily protein member 2","PROTEIN_CODING","Salivary Gland","Salivary Gland","Salivary Gland","2.21054428428068","2.67886170016751","1.72565840087148","0.677020340846619","0.796710715828892","0.622511111375904",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009709","N13.HOG0009709","N13.HOG0009709","OG0006138","n0","LOC107069723","LOC127068261",1,1,"one_to_one","FBgn0033060","FBgn0033060","FBgn0033060","FBgn0033060","FBgn0033060","shared_pd_and_vv","LOC107069723","probable tRNA pseudouridine synthase 2","PROTEIN_CODING","1","LOC127068261","pseudouridylate synthase TRUB2, mitochondrial","PROTEIN_CODING","2","12","NC_066597.1","3796894","3798405","CG7849","","PROTEIN_CODING","Hindgut","Hindgut","Hindgut","2.10185601215053","0.964895860784428","1.55694789561715","0.693911317008604","0.526477832512315","0.600023342670402",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009710","N13.HOG0009710","N13.HOG0009710","OG0006139","n0","LOC107073829","LOC127069559",1,1,"one_to_one","FBgn0038928","FBgn0038928","FBgn0038928","FBgn0038928","FBgn0038928","shared_pd_and_vv","Fadd","fas-associated death domain protein","PROTEIN_CODING","2","Fadd","uncharacterized LOC127069559","PROTEIN_CODING","8","15","NC_066600.1","4928563","4931758","Fadd","Fas-associated death domain","PROTEIN_CODING","Midgut","Midgut","Fat Body","0.743224426804967","0.478762965460956","0.997211904654614","0.484172077922078","0.0555555555555557","0.365294280187897",TRUE,-0.00412844595954027,-0.0127805615980117,0.0164631134761033,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,1868,NA,1112,1013,NA,0.94580861208716,1.03203624319395,1.13464179382901
"N13.HOG0009711","N13.HOG0009711","N13.HOG0009711","OG0006140","n0","LOC107074015","LOC127073084",1,1,"one_to_one","FBgn0011016","FBgn0011016","FBgn0011016","FBgn0011016","FBgn0011016","shared_pd_and_vv","SsRbeta","signal sequence receptor beta","PROTEIN_CODING","1","SsRbeta","signal sequence receptor beta","PROTEIN_CODING","1","2","NC_066587.1","16725088","16727469","SsRbeta","Signal sequence receptor beta","PROTEIN_CODING","Midgut","Fat Body","Salivary Gland","0.590792393714232","2.72583699317715","0.924321082864924","0.552821223172956","0.795455090035583","0.565608557530031",TRUE,0.0166585395757701,-0.0195721777576129,0.00018677737724645,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,607,NA,NA,635,2430,NA,0.939286522124521,0.889318001439917,0.0128727423687631
"N13.HOG0009712","N13.HOG0009712","N13.HOG0009712","OG0006141","n0","LOC107072453","LOC127072948",1,1,"one_to_one","FBgn0004832","FBgn0004832","FBgn0004832","FBgn0004832","FBgn0004832","shared_pd_and_vv","Xpac","DNA repair protein complementing XP-A cells homolog Xpac","PROTEIN_CODING","1","Xpac","DNA repair protein complementing XP-A cells homolog Xpac","PROTEIN_CODING","1","2","NC_066587.1","17645619","17647384","Xpac","Xeroderma pigmentosum group A-like","PROTEIN_CODING","Ovary","Salivary Gland","Brain","0.66422560239697","-0.0790715348673959","0.820775145328826","0.57311320754717","0.389671361502347","0.417233560090703",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009713","N13.HOG0009713","N13.HOG0009713","OG0006142","n0","LOC107071641","LOC127063452",1,1,"one_to_one","FBgn0020304","FBgn0020304","FBgn0020304","FBgn0020304","FBgn0020304","shared_pd_and_vv","drongo","Arf GTPase activating protein drongo","PROTEIN_CODING","2","drongo","Arf GTPase activating protein drongo","PROTEIN_CODING","3","4","NC_066589.1","36787","40615","drongo","drongo","PROTEIN_CODING","Eye","Midgut","Eye","1.32096910305471","0.688938307294856","1.05190852860535","0.584566156914894","0.556903451725863","0.58362615614524",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009714","N13.HOG0009714","N13.HOG0009714","OG0006143","n0","LOC107067625","LOC127064259",1,1,"one_to_one","FBgn0050377","FBgn0050377","FBgn0050377","FBgn0050377","FBgn0050377","shared_pd_and_vv","LOC107067625","uncharacterized LOC107067625","PROTEIN_CODING","8","LOC127064259","uncharacterized LOC127064259","PROTEIN_CODING","2","5","NC_066590.1","716337","726978","CG30377","","PROTEIN_CODING","Ovary","Hindgut","Tubule","0.442943436254652","0.494108481000947","0.446063838819747","0.905028735632184","0.9125","0.571428571428571",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009716","N13.HOG0009716","N13.HOG0009716","OG0006145","n0","LOC107073957","LOC127072944",1,1,"one_to_one","FBgn0011742","FBgn0011742","FBgn0011742","FBgn0011742","FBgn0011742","shared_pd_and_vv","Arp2","Actin-related protein 2","PROTEIN_CODING","3","Arp2","Actin-related protein 2","PROTEIN_CODING","5","2","NC_066587.1","17654244","17658964","Arp2","Actin-related protein 2","PROTEIN_CODING","Midgut","Midgut","Midgut","1.01902480608408","1.2363523341987","1.97638154181873","0.669677120550483","0.629740740740741","0.702518129643636",TRUE,0.0175018883394864,0.0139197824385518,0.0105968239775689,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,564,NA,882,NA,1503,NA,0.912213454169305,0.83759680923777,0.730335691620641
