HOG	OG	Gene Tree Parent Clade	Acromyrmex_echinatior.clean	Ancistrocerus_nigricornis.clean	Andrena_flavipes.clean	Anoplius_nigerrimus.clean	Apis_cerana.clean	Apis_dorsata.clean	Apis_florea.clean	Apis_laboriosa.clean	Apis_mellifera.clean	Atta_cephalotes.clean	Belonocnema_kinseyi.clean	Bombus_campestris.clean	Bombus_hortorum.clean	Bombus_hypnorum.clean	Bombus_impatiens.clean	Bombus_lapidarius.clean	Bombus_monticola.clean	Bombus_muscorum.clean	Bombus_pascuorum.clean	Bombus_pratorum.clean	Bombus_sylvestris.clean	Bombus_terrestris.clean	Bombus_vestalis.clean	Buathra_laborator.clean	Caenorhabditis_elegans.clean	Camponotus_floridanus.clean	Ceratina_calcarata.clean	Colletes_latitarsis.clean	Copidosoma_floridanum.clean	Dolichovespula_media.clean	Dolichovespula_saxonica.clean	Dolichovespula_sylvestris.clean	Drosophila_melanogaster.clean	Dufourea_novaeangliae.clean	Eufriesea_mexicana.clean	Gasteruption_jaculator.clean	Habropoda_laboriosa.clean	Halictus_rubicundus.clean	Harpegnathos_saltator.clean	Lasioglossum_calceatum.clean	Lasioglossum_lativentre.clean	Lasioglossum_morio.clean	Linepithema_humile.clean	Macropis_europaea.clean	Megachile_rotundata.clean	Megalopta_genalis.clean	Melipona_bicolor.clean	Melipona_quadrifasciata.clean	Mischocyttarus_mexicanus.clean	Monomorium_pharaonis.clean	Nasonia_vitripennis.clean	Nysson_spinosus.clean	Ooceraea_biroi.clean	Orussus_abietinus.clean	Osmia_bicornis_bicornis.clean	Pemphredon_lugubris.clean	Polistes_canadensis.clean	Polistes_dominula.clean	Polistes_exclamans.clean	Polistes_fuscatus.clean	Solenopsis_invicta.clean	Tetragonisca_angustula.clean	Tiphia_femorata.clean	Tribolium_castaneum.clean	Venturia_canescens.clean	Vespa_crabro.clean	Vespa_mandarinia.clean	Vespa_velutina.clean	Vespula_germanica.clean	Vespula_pensylvanica.clean	Vespula_vulgaris.clean	Xylocopa_sonorina.clean
N55.HOG0007995	OG0006084	n0					LOC107999041	LOC102674961		LOC122720065	LOC100576163																																																															
N55.HOG0007996	OG0006085	n0					LOC108000251	LOC102671329		LOC122711745	LOC725662																																																															
N55.HOG0007997	OG0006086	n0					LOC108000373	LOC102671455		LOC122711746	LOC412357																																																															
N55.HOG0007998	OG0006087	n0					LOC107994352	LOC102681151		LOC122714803	LOC100577717																																																															
N55.HOG0007999	OG0006088	n0					LOC107994342	LOC102680889		LOC122715060	LOC100577941																																																															
N55.HOG0008000	OG0006089	n0					LOC108000600	LOC102676694		LOC122713305	LOC409073																																																															
N55.HOG0008001	OG0006090	n0					LOC107997700	LOC102670626		LOC122716202	LOC410305																																																															
N55.HOG0008002	OG0006091	n0					LOC133665592	LOC102675647		LOC122713207	LOC408979																																																															
N55.HOG0008003	OG0006092	n0					LOC108002530	LOC102671458		LOC122719705	LOC724341																																																															
N55.HOG0008004	OG0006093	n0					LOC108002931	LOC102671235		LOC122719701	LOC412315																																																															
N55.HOG0008005	OG0006094	n0					LOC108001670	LOC102674943		LOC122717171	LOC552623																																																															
N55.HOG0008006	OG0006095	n0					LOC107995031	LOC102681449		LOC122718204	LOC408354																																																															
N55.HOG0008007	OG0006096	n0					LOC107995137	LOC102681765		LOC122717967	LOC408355																																																															
N55.HOG0008008	OG0006097	n0					LOC107995172	LOC102671439		LOC122718134	LOC410326																																																															
N55.HOG0008009	OG0006098	n0					LOC108001479	LOC102681550		LOC122714222	LOC410184																																																															
N55.HOG0008010	OG0006099	n0					LOC107997646	LOC102678436		LOC122715375	LOC413171																																																															
N55.HOG0008011	OG0006100	n0					LOC107996351	LOC102680912		LOC122714539	LOC552291																																																															
N55.HOG0008012	OG0006101	n0					LOC107993942	LOC102672291		LOC122719753	LOC410989																																																															
N55.HOG0008013	OG0006102	n0					LOC107993940	LOC102676365		LOC122719737	LOC408780																																																															
N55.HOG0008014	OG0006103	n0					LOC108000741	LOC102680599		LOC122713888	LOC409573																																																															
N55.HOG0008015	OG0006104	n0					LOC108000757	LOC102680331		LOC122713828	LOC100578556																																																															
N55.HOG0008016	OG0006105	n0					LOC107997951	LOC102678014		LOC122713856	LOC100577909																																																															
N55.HOG0008017	OG0006106	n0					LOC107998874	LOC102675924		LOC122714987	LOC413762																																																															
N55.HOG0008018	OG0006107	n0					LOC107998872	LOC102675787		LOC122715001	LOC552196																																																															
N55.HOG0008019	OG0006108	n0					LOC107994291	LOC102674872		LOC122715096	LOC412381																																																															
N55.HOG0008020	OG0006109	n0					LOC107994528	LOC102671555		LOC122719649	LOC410118																																																															
N55.HOG0008021	OG0006110	n0					LOC107996404	LOC102676996		LOC122717341	LOC411279																																																															
N55.HOG0008022	OG0006111	n0					LOC107998462	LOC102672543		LOC122710912	LOC413065																																																															
N55.HOG0008023	OG0006112	n0					LOC107999755	LOC102676034		LOC122713110	LOC725007																																																															
N55.HOG0008024	OG0006113	n0					LOC107997541	LOC102681914		LOC122712744	LOC412759																																																															
N55.HOG0008025	OG0006114	n0					LOC107994062	LOC102672819		LOC122720369	LOC100578420																																																															
N55.HOG0008026	OG0006115	n0					LOC107996919	LOC102674665		LOC122720408	LOC725008																																																															
N55.HOG0008027	OG0006116	n0					LOC107996914	LOC102670687		LOC122720627	LOC551743																																																															
N55.HOG0008028	OG0006117	n0					LOC107996790	LOC102671960		LOC122720428	LOC552405																																																															
N55.HOG0008029	OG0006118	n0					LOC107996789	LOC102671678		LOC122720430	LOC552422																																																															
N55.HOG0008030	OG0006119	n0					LOC107993669	LOC102674401		LOC122719589	LOC100577098																																																															
N55.HOG0008031	OG0006120	n0					LOC107993657	LOC102672453		LOC122719604	LOC551437																																																															
N55.HOG0008032	OG0006121	n0					LOC107993649	LOC102673471		LOC122719598	LOC102654594																																																															
N55.HOG0008033	OG0006122	n0					LOC107993662	LOC102674796		LOC122719586	LOC413384																																																															
N55.HOG0008034	OG0006123	n0					LOC108001279	LOC102677134		LOC122720266	LOC551464																																																															
N55.HOG0008035	OG0006124	n0					LOC107998468	LOC102673259		LOC122714822	LOC100578017																																																															
N55.HOG0008036	OG0006125	n0					LOC108000605	LOC116186334		LOC122713387	LOC100576610																																																															
N55.HOG0008037	OG0006126	n0					LOC107994263	LOC102675608		LOC122711617	LOC724237																																																															
N55.HOG0008038	OG0006127	n0					LOC107994241	LOC102681348		LOC122716337	LOC724903																																																															
N55.HOG0008039	OG0006128	n0					LOC107994458	LOC102673483		LOC122714869	LOC411756																																																															
N55.HOG0008040	OG0006129	n0					LOC108002177	LOC102671889		LOC122715773	LOC413855																																																															
N55.HOG0008041	OG0006130	n0					LOC107993509	LOC102681954		LOC122715464	LOC413998																																																															
N55.HOG0008042	OG0006131	n0					LOC114576920			LOC122713681	LOC102654768																																																															
N55.HOG0008043	OG0006132	n0					LOC133666204	LOC102673354		LOC122715462	LOC102656504																																																															
N55.HOG0008044	OG0006133	n0					LOC107995898	LOC102678428		LOC122719147	LOC552645																																																															
N55.HOG0008045	OG0006134	n0					LOC107997943	LOC102671434		LOC122713768	LOC551969																																																															
N55.HOG0008046	OG0006135	n0					LOC108000270	LOC102671921		LOC122712912	LOC100577656																																																															
N55.HOG0008047	OG0006136	n0					LOC108002280	LOC102671610		LOC122712977	LOC552836																																																															
N55.HOG0008048	OG0006137	n0					LOC107999170	LOC102678221		LOC122718636	LOC552455																																																															
N55.HOG0008049	OG0006138	n0					LOC107997135	LOC102677575		LOC122716446	LOC551083																																																															
N55.HOG0008050	OG0006139	n0					LOC108003772	LOC116186596		LOC122717754	LOC100577690																																																															
N55.HOG0008051	OG0006140	n0					LOC108001999	LOC102671552		LOC122715797	LOC551559																																																															
N55.HOG0008052	OG0006141	n0					LOC108001994	LOC102680566		LOC122715876	LOC412240																																																															
N55.HOG0008053	OG0006142	n0					LOC107994772	LOC102681011		LOC122713445	LOC551909																																																															
N55.HOG0008054	OG0006143	n0					LOC108003273	LOC102679713		LOC122718413	LOC107966053																																																															
N55.HOG0008055	OG0006144	n0					LOC108001134	LOC102676884		LOC122720715	LOC552264																																																															
N55.HOG0008056	OG0006145	n0					LOC108002009	LOC102681830		LOC122715940	LOC409313																																																															
N55.HOG0008057	OG0006146	n0					LOC108004336	LOC102675480		LOC122719506	LOC552167																																																															
N55.HOG0008058	OG0006147	n0					LOC108001817	LOC102676303		LOC122716926	LOC412224																																																															
N55.HOG0008059	OG0006148	n0					LOC107995906	LOC102675064		LOC122717975	LOC726579																																																															
N55.HOG0008060	OG0006149	n0					LOC107995892	LOC102675517		LOC122718188	LOC413427																																																															
N55.HOG0008061	OG0006150	n0					LOC107998755	LOC102680561		LOC122711240	LOC410520																																																															
N55.HOG0008062	OG0006151	n0					LOC107997798	LOC102671621		LOC122714999	LOC726025																																																															
N55.HOG0008063	OG0006152	n0					LOC107998487	LOC102671456		LOC122710600	LOC410296																																																															
N55.HOG0008064	OG0006153	n0					LOC108003678	LOC102678514		LOC122720645	LOC725495																																																															
N55.HOG0008065	OG0006154	n0					LOC108000983	LOC102680270		LOC122711303	LOC726947																																																															
N55.HOG0008066	OG0006155	n0					LOC108000985	LOC102677587		LOC122711305	LOC408481																																																															
N55.HOG0008067	OG0006156	n0					LOC108003389	LOC102681187		LOC122712444	LOC725266																																																															
N55.HOG0008068	OG0006157	n0					LOC108000107	LOC102672086		LOC122713596	LOC550881																																																															
N55.HOG0008069	OG0006158	n0					LOC107998725	LOC102674475		LOC122711086	LOC552652																																																															
N55.HOG0008070	OG0006159	n0					LOC107998788	LOC102679275		LOC122716094	LOC726371																																																															
N55.HOG0008071	OG0006160	n0					LOC107998174	LOC102675432		LOC122712360	LOC410094																																																															
N55.HOG0008072	OG0006161	n0					LOC107997395	LOC102679555		LOC122714593	LOC726962																																																															
N55.HOG0008073	OG0006162	n0					LOC108000964	LOC102674221		LOC122711178	LOC726649																																																															
N55.HOG0008074	OG0006163	n0					LOC107994358	LOC102675168		LOC122714876	LOC409698																																																															
N55.HOG0008075	OG0006164	n0					LOC107996986	LOC102674578		LOC122711449	LOC113218524																																																															
N55.HOG0008076	OG0006165	n0					LOC107993036	LOC102671526		LOC122714074	LOC552246																																																															
N55.HOG0008077	OG0006166	n0					LOC107994443	LOC102678210		LOC122715217	LOC414032																																																															
N55.HOG0008078	OG0006167	n0					LOC108003618	LOC102672354		LOC122720660	LOC413674																																																															
N55.HOG0008079	OG0006168	n0					LOC107997973	LOC102674422		LOC122713956	LOC408543																																																															
N55.HOG0008080	OG0006169	n0					LOC107996244	LOC102677995		LOC122710749	LOC726812																																																															
N55.HOG0008081	OG0006170	n0					LOC108003014	LOC102680658		LOC122711865	LOC552469																																																															
N55.HOG0008082	OG0006171	n0					LOC108001978	LOC102675518		LOC122720056	LOC408791																																																															
N55.HOG0008083	OG0006172	n0					LOC107996988	LOC102673619		LOC122717580	LOC413980																																																															
N55.HOG0008084	OG0006173	n0					LOC108000653	LOC102680686		LOC122713010	LOC726353																																																															
N55.HOG0008085	OG0006174	n0					LOC107994098	LOC102681296		LOC122718650	LOC100578417																																																															
N55.HOG0008086	OG0006175	n0					LOC107999954	LOC102676624		LOC122717044	LOC100578892																																																															
N55.HOG0008087	OG0006176	n0					LOC108004312	LOC102679070		LOC122715765	LOC409105																																																															
N55.HOG0008088	OG0006177	n0					LOC108004308	LOC102679214		LOC122715764	LOC727127																																																															
N55.HOG0008089	OG0006178	n0					LOC133667793	LOC102675273		LOC122715869	LOC727199																																																															
N55.HOG0008090	OG0006179	n0					Osi6	LOC102674776		LOC122713917	LOC725729																																																															
N55.HOG0008091	OG0006180	n0					LOC107994592	LOC102674906		LOC122713903	LOC725622																																																															
N55.HOG0008092	OG0006181	n0					LOC107994590	LOC102674110		LOC122713751	LOC552641																																																															
N55.HOG0008093	OG0006182	n0					LOC107995587	LOC102673757		LOC122713818	LOC408541																																																															
N55.HOG0008094	OG0006183	n0					LOC107997793	LOC102678937		LOC122714908	LOC413653																																																															
N55.HOG0008095	OG0006184	n0					LOC107998951	LOC102673018		LOC122720846	LOC552765																																																															
N55.HOG0008096	OG0006185	n0					LOC108000206	LOC102677371		LOC122716106	LOC725856																																																															
N55.HOG0008097	OG0006186	n0					LOC107998789	LOC102677115		LOC122714357	LOC410103																																																															
N55.HOG0008098	OG0006187	n0					LOC108002622	LOC102671665		LOC122714373	LOC726677																																																															
N55.HOG0008099	OG0006188	n0					LOC108002664	LOC102680779		LOC122717631	LOC551502																																																															
N55.HOG0008100	OG0006189	n0					LOC108002652	LOC102672892		LOC122717619	LOC726525																																																															
N55.HOG0008101	OG0006190	n0					LOC133667157	LOC102680624		LOC122714366	LOC410422																																																															
N55.HOG0008102	OG0006191	n0					LOC108003894	LOC102678266		LOC122717313	LOC409154																																																															
N55.HOG0008103	OG0006192	n0					LOC107996444	LOC102677552		LOC122717282	LOC411459																																																															
N55.HOG0008104	OG0006193	n6					LOC108002029	LOC102680869		LOC122715871	LOC724146																																																															
N55.HOG0008105	OG0006194	n0					LOC107994301	LOC102681502		LOC122721105	LOC725458																																																															
N55.HOG0008106	OG0006195	n0					LOC108002145	LOC102680288		LOC122715971	LOC409062																																																															
N55.HOG0008107	OG0006196	n0					LOC107996854	LOC102676346		LOC122720382	LOC408708																																																															
N55.HOG0008108	OG0006197	n0					LOC108002105	LOC102672983		LOC122715823	LOC411546																																																															
N55.HOG0008109	OG0006198	n0					LOC107997634	LOC102674817		LOC122715239	LOC412293																																																															
N55.HOG0008110	OG0006199	n0					LOC107998079	LOC102673295		LOC122712423	LOC726099																																																															
N55.HOG0008111	OG0006200	n0					LOC108004319	LOC102672347		LOC122715147	LOC725795																																																															
N55.HOG0008112	OG0006201	n0					LOC107993582	LOC102670748		LOC122716281	LOC726137																																																															
N55.HOG0008113	OG0006202	n0					LOC108003756	LOC102676442		LOC122717773	LOC724822																																																															
N55.HOG0008114	OG0006203	n0					LOC107997666	LOC102679317		LOC122715204	LOC552672																																																															
N55.HOG0008115	OG0006204	n6					LOC107996696	LOC102681988		LOC122720505	LOC409566																																																															
N55.HOG0008116	OG0006205	n0					LOC108002827	LOC102681093		LOC122719152	LOC100577606																																																															
N55.HOG0008117	OG0006206	n0					LOC108002730	LOC102674534		LOC122718683	LOC408672																																																															
N55.HOG0008118	OG0006207	n0					LOC107996700	LOC102671966		LOC122711402	LOC725633																																																															
N55.HOG0008119	OG0006208	n0					LOC107996491	LOC102675112		LOC122717061	LOC411652																																																															
N55.HOG0008120	OG0006209	n0					LOC108001314	LOC102676395		LOC122720219	LOC727035																																																															
N55.HOG0008121	OG0006210	n0					LOC108001410	LOC102674008		LOC122720189	LOC551956																																																															
N55.HOG0008122	OG0006211	n0					LOC108002876	LOC102675140		LOC122717443	LOC409086																																																															
N55.HOG0008123	OG0006212	n0					LOC107999177	LOC102671093		LOC122718849	LOC413783																																																															
N55.HOG0008124	OG0006213	n0					LOC107992500	LOC102680527		LOC122718216	LOC410130																																																															
N55.HOG0008125	OG0006214	n0					LOC107996729	LOC102678351		LOC122720526	LOC726711																																																															
N55.HOG0008126	OG0006215	n0					LOC108002886	LOC102678324, LOC102680315		LOC122719049	LOC725758																																																															
N55.HOG0008127	OG0006216	n0					LOC108002887	LOC102680188		LOC122718120	LOC409236																																																															
N55.HOG0008128	OG0006217	n0					LOC108002884	LOC102679882		LOC122718208	LOC551595																																																															
N55.HOG0008129	OG0006218	n0					LOC108002930	LOC116185946		LOC122717083	LOC107966117																																																															
N55.HOG0008130	OG0006219	n0					LOC107996687	LOC102675920		LOC122720496	LOC551872																																																															
N55.HOG0008131	OG0006220	n0					LOC107994097	LOC102677561		LOC122718819	LOC552387																																																															
N55.HOG0008132	OG0006221	n0					LOC108002911	LOC102673120		LOC122720145	LOC410811																																																															
N55.HOG0008133	OG0006222	n0					LOC108002888	LOC102680858		LOC122720123	LOC102653940																																																															
N55.HOG0008134	OG0006223	n32					LOC108002627	LOC116185090		LOC122717622	LOC100578100																																																															
N55.HOG0008135	OG0006224	n0					LOC108003866	LOC102678137		LOC122710727	LOC100578246																																																															
N55.HOG0008136	OG0006225	n0					LOC107998511	LOC102675863		LOC122710692	LOC102654166																																																															
N55.HOG0008137	OG0006226	n0					LOC108004453	LOC102681812		LOC122717790	LOC100576134																																																															
N55.HOG0008138	OG0006227	n0					LOC107995224	LOC102676019		LOC122720336	LOC100576850																																																															
N55.HOG0008139	OG0006228	n0					LOC107993636	LOC102675292		LOC122718454	LOC726054																																																															
N55.HOG0008140	OG0006229	n0					LOC133667295	LOC102681259		LOC122711151	LOC409405																																																															
N55.HOG0008141	OG0006232	n0					LOC107993119	LOC102681773		LOC122711858	LOC726200																																																															
N55.HOG0008142	OG0006233	n0					LOC108004021	LOC102671573		LOC122712176	LOC409676																																																															
N55.HOG0008143	OG0006234	n0					LOC108000718	LOC102679810		LOC122713837	LOC100577679																																																															
N55.HOG0008144	OG0006235	n0					LOC108003688	LOC102680386		LOC122715617	LOC409959																																																															
N55.HOG0008145	OG0006236	n55								LOC122716054																																																																
N55.HOG0008146	OG0006237	n0					LOC108002850	LOC102670901		LOC122720159	LOC410808																																																															
N55.HOG0008147	OG0006238	n0					LOC107994944	LOC102671927		LOC122715280	Syt1																																																															
N55.HOG0008148	OG0006239	n0					LOC107997763	LOC102672419		LOC122716352	tra2																																																															
N55.HOG0008149	OG0006240	n0					LOC108000129	LOC102672038		LOC122713630	LOC409136																																																															
N55.HOG0008150	OG0006241	n0					LOC107995354	LOC102681129		LOC122714541	LOC552273																																																															
N55.HOG0008151	OG0006242	n0					LOC108004329	LOC102673262		LOC122719491	LOC552096																																																															
N55.HOG0008152	OG0006243	n18					LOC107997456	LOC102676916		LOC122710802	LOC410061																																																															
N55.HOG0008153	OG0006244	n0					LOC107993372	LOC102680619		LOC122718597	LOC411260																																																															
N55.HOG0008154	OG0006245	n0					LOC108001778	LOC102676703		LOC122716846	LOC551354																																																															
N55.HOG0008155	OG0006246	n0					LOC108003473	LOC102673345		LOC122720726	LOC412626																																																															
N55.HOG0008156	OG0006247	n0					LOC114577991	LOC102676777		LOC122718100	LOC725689																																																															
N55.HOG0008157	OG0006248	n0					LOC107997015	LOC102674787		LOC122716391	LOC413393																																																															
N55.HOG0008158	OG0006249	n0					LOC108003499	LOC102678388		LOC122710852	LOC551173																																																															
N55.HOG0008159	OG0006250	n0					LOC107999435	LOC102671624		LOC122716575	LOC727001																																																															
N55.HOG0008160	OG0006251	n0					LOC107993221	LOC102673302		LOC122719092	LOC552130																																																															
N55.HOG0008161	OG0006252	n0					LOC107994478	LOC102678551		LOC122718168	LOC725352																																																															
N55.HOG0008162	OG0006253	n0					LOC108003607	LOC102670717		LOC122720678	LOC413670																																																															
N55.HOG0008163	OG0006254	n0					LOC107995042	LOC102678843		LOC122718202	LOC552716																																																															
N55.HOG0008164	OG0006255	n0					LOC108001170	LOC102677091		LOC122710426	LOC725240																																																															
N55.HOG0008165	OG0006256	n0					LOC108002232	LOC102677139		LOC122714223	LOC551784																																																															
N55.HOG0008166	OG0006257	n0					LOC107998358			LOC122721074	LOC100578936																																																															
N55.HOG0008167	OG0006258	n0					LOC107999121	LOC102674133		LOC122718997	LOC727306																																																															
N55.HOG0008168	OG0006259	n0					LOC107994560	LOC102678712		LOC122714949	LOC408848																																																															
N55.HOG0008169	OG0006260	n0					LOC108000861	LOC102680041		LOC122719980	LOC100578482																																																															
N55.HOG0008170	OG0006261	n0					LOC107999151	LOC102675473		LOC122718919	LOC100578059																																																															
N55.HOG0008171	OG0006262	n0					LOC107998619	LOC102679078		LOC122720305	LOC411557																																																															
N55.HOG0008172	OG0006263	n0					LOC107998670	LOC102675843		LOC122714776	LOC409207																																																															
N55.HOG0008173	OG0006264	n0						LOC102679801		LOC122718138																																																																
N55.HOG0008174	OG0006265	n0					LOC107999953	LOC102679724		LOC122717014	LOC409529																																																															
N55.HOG0008175	OG0006266	n0					LOC108004351	LOC102676883		LOC122719479	LOC413895																																																															
N55.HOG0008176	OG0006267	n0					LOC107996838	LOC102679156		LOC122720469	LOC100578437																																																															
N55.HOG0008177	OG0006268	n0					LOC107999017	LOC102681508		LOC122712231	LOC551042																																																															
N55.HOG0008178	OG0006269	n0					LOC108000728	LOC102672229		LOC122713967	LOC408504																																																															
N55.HOG0008179	OG0006270	n0					LOC107995915	LOC102676561		LOC122714459	LOC724177																																																															
N55.HOG0008180	OG0006271	n0					LOC107996191	LOC102672735		LOC122716065	LOC724644																																																															
N55.HOG0008181	OG0006272	n0					LOC107999698	LOC102674490		LOC122718639	LOC409536																																																															
N55.HOG0008182	OG0006273	n0					LOC107998097	LOC102678071		LOC122712370	LOC413738																																																															
N55.HOG0008183	OG0006274	n0					LOC108000585	LOC102676150		LOC122713205	LOC100578345																																																															
N55.HOG0008184	OG0006275	n0					LOC108002316	LOC102681159		LOC122712863	LOC409318																																																															
N55.HOG0008185	OG0006276	n0					LOC107995500	LOC102670582		LOC122710896	LOC551470																																																															
N55.HOG0008186	OG0006277	n0					LOC114577298	LOC102670768		LOC122719836	LOC113218730																																																															
N55.HOG0008187	OG0006278	n0					LOC108002725	LOC102671823		LOC122717234	LOC409164																																																															
N55.HOG0008188	OG0006279	n0					LOC108004129	LOC102673595		LOC122711252	LOC551741																																																															
N55.HOG0008189	OG0006280	n0					LOC107993048	LOC102675997		LOC122720347	LOC413510																																																															
N55.HOG0008190	OG0006281	n0					LOC108000706	LOC102673520		LOC122711158	LOC726922																																																															
N55.HOG0008191	OG0006282	n0					LOC107999910	LOC102678270		LOC122711204	LOC727121																																																															
N55.HOG0008192	OG0006283	n0					LOC107996224	LOC102673926		LOC122716074	LOC413594																																																															
N55.HOG0008193	OG0006284	n0					LOC107994369	LOC102678138		LOC122714801	LOC409155																																																															
N55.HOG0008194	OG0006285	n0					LOC107993060	LOC102680029		LOC122713287	LOC413821																																																															
N55.HOG0008195	OG0006286	n0					LOC108001421	LOC102670578		LOC122720224	LOC725909																																																															
N55.HOG0008196	OG0006287	n0					LOC107997056	LOC102680884		LOC122716431	LOC411403																																																															
N55.HOG0008197	OG0006288	n0					LOC107995755	LOC102674579		LOC122718007	LOC409877																																																															
N55.HOG0008198	OG0006289	n0					LOC108003494	LOC102680484		LOC122720724	LOC552065																																																															
N55.HOG0008199	OG0006290	n0					LOC107992951	LOC102673159		LOC122718373	LOC726061																																																															
N55.HOG0008200	OG0006291	n0					LOC108000817	LOC102677328		LOC122720001	LOC552336																																																															
N55.HOG0008201	OG0006292	n0					LOC108002246	LOC102677392		LOC122719757	LOC413141																																																															
N55.HOG0008202	OG0006293	n0					LOC108000848	LOC102679902		LOC122720051	LOC410985																																																															
N55.HOG0008203	OG0006294	n0					LOC107996802	LOC102676966		LOC122711532	LOC413946																																																															
N55.HOG0008204	OG0006295	n0					LOC107996839	LOC102676517		LOC122711428	LOC107964903																																																															
N55.HOG0008205	OG0006296	n0					LOC107998627	LOC102676247		LOC122715371	LOC409725																																																															
N55.HOG0008206	OG0006297	n0					LOC107997396	LOC102672627		LOC122714595	LOC100576194																																																															
N55.HOG0008207	OG0006298	n0					LOC108000130	LOC102680917		LOC122713627	LOC409470																																																															
N55.HOG0008208	OG0006299	n0					LOC107995275	LOC102674068		LOC122718520	LOC552242																																																															
N55.HOG0008209	OG0006300	n0					LOC107995399	LOC102677133		LOC122714508	LOC412787																																																															
N55.HOG0008210	OG0006301	n0					LOC108001415	LOC102679973		LOC122720232	LOC726501																																																															
N55.HOG0008211	OG0006302	n19					LOC107992546	LOC102678561		LOC122712612	LOC100577327																																																															
N55.HOG0008212	OG0006303	n0						LOC102681091		LOC122712749	LOC552790																																																															
N55.HOG0008213	OG0006304	n0					LOC107997048	LOC102680375		LOC122716415	LOC724212																																																															
N55.HOG0008214	OG0006305	n0					LOC107994365	LOC102673037		LOC122715282	LOC727450																																																															
N55.HOG0008215	OG0006306	n0					LOC107993276	LOC102679468		LOC122712538	LOC551240																																																															
N55.HOG0008216	OG0006307	n0					LOC107999742	LOC102671384		LOC122713108	LOC411607																																																															
N55.HOG0008217	OG0006308	n0					LOC108002198	LOC102675887		LOC122714279	LOC727048																																																															
N55.HOG0008218	OG0006309	n0					LOC107997732	LOC102680809		LOC122716127	LOC413343																																																															
N55.HOG0008219	OG0006310	n0					LOC107997728	LOC102680665		LOC122716263	LOC413344																																																															
N55.HOG0008220	OG0006311	n0					LOC108001708	LOC102673070		LOC122720209	LOC725492																																																															
N55.HOG0008221	OG0006312	n0					LOC107996071	LOC102672770		LOC122718329	LOC408322																																																															
N55.HOG0008222	OG0006313	n0					LOC107996331	LOC102678176		LOC122714538	LOC551097																																																															
N55.HOG0008223	OG0006314	n0					LOC107997682	LOC102671150		LOC122714830	LOC551747																																																															
N55.HOG0008224	OG0006315	n0					LOC107994447	LOC102673533		LOC122715100	LOC726074																																																															
N55.HOG0008225	OG0006316	n0					LOC107997595	LOC102675759		LOC122715041	LOC726653																																																															
N55.HOG0008226	OG0006317	n0					LOC107997319	LOC102674470		LOC122712599	LOC409346																																																															
N55.HOG0008227	OG0006318	n0					LOC107999772	LOC102681780		LOC122713144	LOC725587																																																															
N55.HOG0008228	OG0006319	n0					LOC108004160	LOC102673490		LOC122711507	LOC551833																																																															
N55.HOG0008229	OG0006320	n0					LOC107998696	LOC102673172		LOC122715247	LOC412580																																																															
N55.HOG0008230	OG0006321	n0					LOC107999162	LOC102673993		LOC122718894	LOC410136																																																															
N55.HOG0008231	OG0006322	n0					LOC107995895	LOC102676872		LOC122717860	LOC408316																																																															
N55.HOG0008232	OG0006323	n0					LOC108003217	LOC102680707		LOC122718385	LOC551452																																																															
N55.HOG0008233	OG0006324	n0					LOC107995930	LOC102680269		LOC122718239	LOC102655948																																																															
N55.HOG0008234	OG0006325	n0					LOC108002166	LOC102672257		LOC122715800	LOC552197																																																															
N55.HOG0008235	OG0006326	n0					LOC108001299	LOC102680276		LOC122720245	LOC413815																																																															
N55.HOG0008236	OG0006327	n0					LOC107998362	LOC102674207		LOC122720912	LOC412116																																																															
N55.HOG0008237	OG0006328	n0					LOC107998384	LOC102671529		LOC122720925	LOC724913																																																															
N55.HOG0008238	OG0006329	n0					LOC107995147	LOC102675095		LOC122718012	LOC410349																																																															
N55.HOG0008239	OG0006330	n0					LOC107992585	LOC102677774		LOC122717321	LOC411391																																																															
N55.HOG0008240	OG0006331	n0					LOC107995181	LOC102674875		LOC122718030	LOC100576176																																																															
N55.HOG0008241	OG0006332	n0					LOC107999970	LOC102675932		LOC122717133	LOC724320																																																															
N55.HOG0008242	OG0006333	n0					LOC107999627	LOC102673829		LOC122715910	LOC100577699																																																															
N55.HOG0008243	OG0006334	n0					LOC107998449	LOC102678813		LOC122716044	LOC408939																																																															
N55.HOG0008244	OG0006335	n0					LOC108000548	LOC102670697		LOC122713009	LOC410589																																																															
N55.HOG0008245	OG0006336	n0					LOC107998461	LOC102680765		LOC122716006	LOC408945																																																															
N55.HOG0008246	OG0006337	n0					LOC108002793	LOC102675789		LOC122720146	LOC410825																																																															
N55.HOG0008247	OG0006338	n0					LOC108002553	LOC102675001		LOC122712792	LOC413467																																																															
N55.HOG0008248	OG0006339	n0					LOC107996946	LOC102671339		LOC122717597	LOC727302																																																															
N55.HOG0008249	OG0006340	n0					LOC108004304	LOC102679461		LOC122715919	LOC409922																																																															
N55.HOG0008250	OG0006341	n0					LOC107995127	LOC102673455		LOC122717989	LOC725462																																																															
N55.HOG0008251	OG0006342	n0					LOC108003283	LOC102672180		LOC122711531	LOC100577488																																																															
N55.HOG0008252	OG0006343	n0					LOC108004168	LOC102675844		LOC122711431	LOC411774																																																															
N55.HOG0008253	OG0006344	n0					LOC107995266	LOC102672571		LOC122718524	LOC724176																																																															
